timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
63938645,0,0,217,215,92,71,65
64975380,0,0,217,215,90,68,62
65885201,0,0,217,215,97,68,51
66940819,0,0,217,215,97,67,55
67888840,0,0,217,215,100,87,62
68920995,0,0,217,215,100,68,60
69947757,0,0,217,215,97,82,58
71021540,0,0,217,215,88,80,66
71908405,0,0,217,215,96,81,60
72946598,0,0,217,215,93,71,66
73992977,0,0,217,215,89,89,59
74899514,0,0,217,215,100,94,53
76070423,0,0,217,215,91,81,61
76890165,0,0,217,215,100,73,64
77905977,0,0,217,215,96,68,55
78961644,0,0,217,215,89,68,68
80119324,0,0,217,215,83,67,64
81038604,0,0,217,215,83,69,64
81962576,0,0,217,215,80,80,61
82917221,0,0,217,215,91,95,72
83965437,0,0,217,215,90,85,66
84969657,0,0,217,215,92,70,66
85886878,0,0,217,215,100,70,66
86918756,0,0,217,215,100,88,69
87971545,0,0,217,215,94,88,56
88914905,0,0,217,215,100,69,77
89941645,0,0,217,215,97,84,72
90981474,0,0,217,215,98,72,70
91894588,0,0,217,215,96,64,63
92934825,0,0,217,215,93,67,72
