timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
73876075,73857104,1.6187884,1.6043066,1.0
74903640,74874177,-1.9177959,-1.9009569,0.94
75886310,75859506,-2.026667,-2.0085464,1.0
76923902,76895662,-2.3228633,-2.3017097,1.0
77871610,77844072,0.57457626,0.56934166,1.0
78869267,78842742,-1.237237,-1.225946,1.0
79871870,79842407,-0.9027907,-0.89439386,1.0
80864527,80830520,1.2146221,1.2033354,0.94
81867150,81863376,-3.5023816,-3.4692602,0.96
82899708,82874017,-2.3228621,-2.3008533,1.0
83887369,83853805,1.0226772,1.0128146,1.0
84894979,84867911,1.0226741,1.0128155,0.99
85892620,85851436,1.0226772,1.012814,0.99
86870299,86837700,-2.026667,-2.007144,1.0
87872927,87849712,-3.2479117,-3.216638,0.93
88875554,88832132,-4.0164175,-3.9776828,0.97
89878172,89848553,-0.49238864,-0.48764324,0.98
90915754,90879422,-0.49238864,-0.48764265,0.99
91888423,91860658,-0.49238864,-0.48764265,0.99
92920969,92895174,-1.4000692,-1.38658,1.0
93888709,93884061,-0.49238864,-0.48764384,0.95
94886314,94860137,-1.5458435,-1.5309507,1.0
95864003,95837064,-1.9177959,-1.8993139,1.0
96891582,96863558,-2.0616803,-2.0418262,1.0
97904169,97873124,-3.2479126,-3.216712,1.0
98866900,98837744,-4.9285827,-4.881157,1.0
99904430,99876794,-3.4405289,-3.407452,1.0
100847195,100824788,-3.7395754,-3.7036006,1.0
101913146,101893423,-1.1779683,-1.1665951,1.0
102883551,102850176,-2.1299791,-2.108963,1.0
103898308,103875412,3.1723866,3.1408758,1.0
104922929,104895865,1.5278014,1.5129669,1.0
105883488,105855807,4.1670694,4.1256914,1.0
106908365,106882504,0.7851267,0.7773331,1.0
107908117,107889093,2.4020143,2.378311,1.0
108893565,108859269,2.8889956,2.8603868,1.0
109883438,109845914,1.3801228,1.3664345,1.0
110893239,110869211,1.2146195,1.2025692,1.0
111922750,111875870,1.5278014,1.5126402,1.0
112907926,112882560,1.2146195,1.202564,1.0
