timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
72927061,0,0,-29,1,0
74934023,0,0,-29,1,0
76959168,0,0,-29,1,0
78984326,0,0,-29,1,0
81010069,0,0,-29,1,0
83034779,0,0,-29,1,0
85049996,0,0,-29,1,0
87075199,0,0,-29,1,0
89090559,0,0,-29,1,0
91115791,0,0,-29,1,0
93141096,0,0,-29,1,0
95166245,0,0,-29,1,0
97191420,0,0,-29,1,0
99216549,0,0,-29,1,0
101241727,0,0,-29,1,0
103243532,0,0,-29,1,0
105263398,0,0,-29,1,0
107282928,0,0,-29,1,0
109313294,0,0,-29,1,0
112689997,0,0,-29,1,0
