timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
72923140,0.5914896,1.6718154,0.5541293,4989,0,3.8366318,-4.8931828,-5.317365,4901,0,0,2,1
72928128,0.54705215,1.6369803,0.54490215,4988,0,3.7293534,-4.592021,-5.4853325,4901,0,0,2,1
72933116,0.4790744,1.6193808,0.52984536,4988,0,3.6193182,-4.036099,-6.128168,4901,0,0,2,1
72938104,0.45731327,1.5870534,0.5115404,4988,0,3.3468795,-3.7267308,-5.9490423,4902,0,0,2,1
72943092,0.41786963,1.5711868,0.5037976,4988,0,3.1174953,-3.596747,-5.752016,4901,0,0,2,1
72948081,0.37589794,1.5578924,0.48715052,4989,0,3.0680594,-3.4280527,-5.694135,4901,0,0,2,1
72953069,0.33905786,1.5380213,0.46981564,4988,0,2.896568,-3.4661717,-5.6473827,4900,0,0,2,1
72958057,0.30421442,1.529008,0.45991218,4988,0,2.8825033,-3.192168,-5.5568943,4901,0,0,2,1
72963045,0.2992477,1.4980878,0.4346439,4988,0,2.792902,-3.190936,-5.244637,4901,0,0,2,1
72968033,0.28517327,1.4773844,0.4041342,4988,0,2.9223182,-3.0159016,-5.7775826,4901,0,0,2,1
72973021,0.30050227,1.4344101,0.389715,4988,0,2.780046,-3.2962358,-5.958757,7353,0,0,2,1
72978010,0.34764093,1.4186574,0.3737215,4989,0,2.7904294,-3.5199833,-5.5597725,4901,0,0,2,1
72982998,0.3335203,1.3728453,0.35863373,4988,0,2.4613721,-3.8265967,-5.161905,4901,0,0,2,1
72987986,0.32123575,1.3538256,0.33533964,4988,0,2.5272257,-3.7899106,-5.9211736,4902,0,0,2,1
72992974,0.33042574,1.3213927,0.3220372,4988,0,2.3084857,-4.130006,-5.2872396,4901,0,0,2,1
72997962,0.3451926,1.2873114,0.29963842,4988,0,2.3750176,-4.1388083,-4.9899626,4902,0,0,2,1
73002951,0.34157422,1.2682694,0.28831762,4989,0,2.2341852,-3.7454436,-4.6236863,4902,0,0,2,1
73007939,0.29570284,1.2465031,0.26845437,4988,0,2.2898169,-4.2351475,-4.927145,4902,0,0,2,1
73012927,0.31642333,1.222486,0.24725837,4988,0,2.133754,-4.2474594,-4.733921,4901,0,0,2,1
73017915,0.35637903,1.1834556,0.23630641,4988,0,2.2332137,-4.445163,-4.5318284,4902,0,0,2,1
73022903,0.2966433,1.1763463,0.2226886,4988,0,2.2728302,-4.4468703,-4.361564,4901,0,0,2,1
73027892,0.2897265,1.1407868,0.21135858,4989,0,2.4493392,-4.201223,-3.600213,4901,0,0,2,1
73032880,0.24391942,1.1268883,0.20039819,4988,0,2.5376601,-3.7630308,-3.9728284,4901,0,0,2,1
73037868,0.19056554,1.1034974,0.18280804,4988,0,2.496878,-3.4213018,-3.841523,4902,0,0,2,1
73042856,0.11084919,1.0819732,0.15417528,4988,0,2.4821289,-3.25606,-3.4982345,4901,0,0,2,1
73047844,0.031168642,1.0504963,0.1539715,4988,0,2.5112622,-3.3424163,-3.0308251,4902,0,0,2,1
73052836,-0.046657313,1.0342188,0.12607762,4992,0,2.4641626,-3.058016,-3.5787957,4900,0,0,2,1
73057821,-0.1449274,1.0022362,0.12058786,4985,0,2.4577746,-2.777165,-4.063968,4902,0,0,2,1
73062809,-0.15495622,0.96005744,0.10225781,4988,0,2.3098714,-2.865518,-4.4926653,4905,0,0,2,1
73067797,-0.19960621,0.935431,0.08767796,4988,0,2.2815297,-2.6140776,-4.1128235,4900,0,0,2,1
73072785,-0.22448494,0.89064604,0.077553675,4988,0,2.1942186,-2.4858623,-4.578505,4900,0,0,2,1
73077773,-0.24959305,0.8519717,0.06375417,4988,0,1.8377571,-2.5291767,-5.571235,4902,0,0,2,1
73082761,-0.2782195,0.8139146,0.04467505,4988,0,1.6291697,-2.5038626,-5.3873568,4901,0,0,2,1
73087750,-0.28623033,0.788526,0.04700503,4989,0,1.5287136,-2.825363,-4.92833,4902,0,0,2,1
73092738,-0.29601026,0.74936914,0.028740076,4988,0,1.5478673,-3.178994,-4.9650874,4901,0,0,2,1
73097726,-0.29353938,0.72036856,0.026933182,4988,0,1.5673639,-3.2086034,-5.2205048,4902,0,0,2,1
73102714,-0.3142453,0.6900623,0.014810638,4988,0,1.6428213,-3.2399132,-5.2488637,4902,0,0,2,1
73107702,-0.31932178,0.6425832,0.016490454,4988,0,1.7561941,-3.5298347,-4.9346156,7355,0,0,2,1
73112690,-0.30000028,0.61360973,0.01255703,4988,0,1.8728325,-3.9269285,-4.947584,4899,0,0,2,1
73117679,-0.26645973,0.58055377,0.02489865,4989,0,2.0166283,-3.9549048,-5.045152,4902,0,0,2,1
73122669,-0.27715948,0.5506798,0.02410987,4990,0,2.204551,-4.247947,-4.85965,4901,0,0,2,1
73127655,-0.27411187,0.5263628,0.028330805,4986,0,2.4899778,-4.365896,-4.6489415,4902,0,0,2,1
73132643,-0.24727912,0.49669853,0.05093175,4988,0,2.7073097,-4.752796,-4.7693696,4902,0,0,2,1
73137631,-0.2289247,0.47520143,0.058356605,4988,0,2.7340958,-4.6324563,-4.6298246,4903,0,0,2,1
73142620,-0.26849875,0.46661103,0.079464674,4989,0,2.7940195,-4.6677666,-4.6091275,4901,0,0,2,1
73147608,-0.3027182,0.45149305,0.09210924,4988,0,2.8174064,-4.8941646,-4.6917214,4902,0,0,2,1
73152596,-0.32791677,0.44461873,0.113676086,4988,0,2.9547734,-4.9339075,-4.5229306,4902,0,0,2,1
73157584,-0.394118,0.4412314,0.13396518,4988,0,3.1022148,-4.936167,-4.421363,4902,0,0,2,1
73162572,-0.4555966,0.42899835,0.16675559,4988,0,3.1686354,-5.2130213,-4.484759,4902,0,0,2,1
73167561,-0.4895241,0.42292652,0.19299975,4989,0,3.202249,-5.2653985,-4.4637733,4903,0,0,2,1
73172549,-0.5085383,0.41103628,0.21911973,4988,0,3.268201,-5.371454,-4.2953453,4900,0,0,2,1
73177537,-0.5356167,0.40923497,0.25808108,4988,0,3.449583,-5.476365,-4.2031355,4901,0,0,2,1
