timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
53964354,512,0,190,2,0,255,0
55022264,512,0,190,2,0,255,0
56043615,512,0,190,2,0,255,0
69117032,512,0,190,2,0,255,0
