timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
71887642,0,0,211,209,98,78,67
72929659,0,0,209,201,94,77,58
73953129,0,0,199,195,96,79,59
74880793,0,0,187,183,96,83,59
75936033,0,0,193,192,97,79,68
76871351,0,0,186,181,100,80,56
77896882,0,0,186,183,90,85,56
78927533,0,0,182,180,100,74,63
79863516,0,0,174,177,100,83,62
80893646,0,0,173,167,93,83,70
81958571,0,0,185,181,95,80,65
82878998,0,0,192,188,97,75,55
83942639,0,0,199,199,99,85,57
84942886,0,0,198,195,97,87,66
85897247,0,0,198,195,97,83,55
86898692,0,0,198,195,96,83,61
87864912,0,0,200,197,97,87,58
89100465,0,0,203,200,74,86,60
89897001,0,0,195,188,97,85,67
90946843,0,0,194,194,97,86,57
91892496,0,0,186,182,97,96,56
92889187,0,0,176,169,94,89,68
93870596,0,0,190,190,97,87,60
94913221,0,0,183,177,96,88,57
95908686,0,0,187,180,96,86,57
96951112,0,0,186,183,87,85,58
97891726,0,0,181,182,94,92,63
98899836,0,0,174,177,100,86,58
99954989,0,0,170,170,100,97,56
100994059,0,0,183,183,90,101,60
101920040,0,0,172,179,95,88,60
102955340,0,0,143,142,92,92,59
104113226,0,0,124,118,78,91,59
105071644,0,0,126,123,87,87,59
105879171,0,0,124,121,95,85,63
106882173,0,0,116,111,96,87,58
107964697,0,0,114,110,87,93,65
108923247,0,0,117,116,94,80,57
110272066,0,0,114,116,56,86,59
111854655,0,0,102,116,7,86,59
112779027,0,0,98,116,38,88,59
