timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
72923224,72923140,0.6254979,1.6801453,0.5641546,-8.166461,-1.6007113,-2.685204
72925717,72925634,0.595316,1.6667374,0.5580322,-9.55136,-2.9885614,-2.6070366
72945669,72945586,0.410274,1.5687846,0.5010493,-7.2932343,-4.1245866,-2.6148026
72965622,72965539,0.28470513,1.5006096,0.43229005,-4.8504853,-3.8910794,-3.9127097
72985572,72985492,0.33229673,1.3741852,0.3528899,1.4148362,-6.522441,-3.875909
73003031,73002951,0.33889848,1.2760233,0.29282343,0.471923,-5.389652,-3.4390376
73025479,73025397,0.3045152,1.1669059,0.22162613,-2.2770555,-4.662275,-2.8838663
73045430,73045350,0.10102359,1.0778877,0.16062652,-13.175043,-4.6248775,-3.4998782
73062892,73062809,-0.15782139,0.9767172,0.108828045,-12.230698,-6.4164433,-2.92283
73085337,73085256,-0.2802421,0.8130379,0.0479411,-4.8792067,-7.1434097,-2.7301424
73105442,73105208,-0.31621027,0.68182623,0.019218069,-2.0717936,-6.9446464,-1.0587953
73127737,73127655,-0.2781287,0.5334822,0.029326463,0.58934134,-5.866866,0.9020322
73145195,73145114,-0.27226394,0.46171746,0.081238754,-2.9709606,-3.463058,3.2189765
73165149,73165067,-0.459746,0.42935824,0.16744392,-10.561344,-1.6424278,4.993707
73185103,73185019,-0.5692621,0.40739885,0.29843718,-4.96173,-0.55611,7.0346894
73202564,73202478,-0.6262403,0.4264553,0.4300878,-2.615805,1.4940656,8.018706
73225009,73224925,-0.67793286,0.4577464,0.6228526,-0.11704984,0.8607833,8.970141
73244959,73244877,-0.6318577,0.45213476,0.79416907,3.0521219,-0.2557343,8.413104
73267407,73267324,-0.5939423,0.4594213,0.9829371,0.18152301,0.7623817,8.348414
73284866,73284783,-0.5936408,0.43824184,1.1168257,-0.0477687,-1.2917734,7.6319737
73304937,73304736,-0.603027,0.39438707,1.2639582,-0.23578374,-2.120101,7.085877
73327265,73327182,-0.616725,0.33671898,1.3941841,-0.09768513,-2.6970775,5.3637543
73344727,73344641,-0.5769583,0.27332717,1.4768122,3.0050783,-3.8671024,4.482675
73364681,73364597,-0.5161501,0.18995544,1.5562619,2.6374836,-4.422964,4.141256
73384628,73384547,-0.44561484,0.13191736,1.6000563,3.3168817,-2.5175688,2.404024
73407076,73406993,-0.37228423,0.09221857,1.62903,4.0251026,-0.84012586,0.9631036
73424535,73424452,-0.35679817,0.10489491,1.626006,1.1347054,1.0486577,-0.44356233
73444485,73444405,-0.37830368,0.13627951,1.6064311,-1.1846535,1.6889992,-1.3817668
73466934,73466852,-0.34996665,0.19582035,1.5438472,2.266571,3.2046576,-3.219804
73484390,73484310,-0.25916383,0.2422285,1.4777435,6.489708,2.3038085,-3.8595905
73504446,73504263,-0.17185311,0.30379313,1.3905059,4.881892,3.239508,-4.464275
73526800,73526710,-0.11938188,0.37572098,1.2806036,3.0263956,2.8528366,-4.783496
73546749,73546663,-0.11294306,0.44867885,1.1746674,-0.15473479,4.076876,-5.329508
73564202,73564121,-0.13813846,0.5132224,1.0859545,-1.8075953,3.883625,-5.0750027
73584154,73584074,-0.16999461,0.5871712,0.9759782,-1.1536845,4.3306494,-5.4064994
73606600,73606521,-0.18961614,0.6750559,0.86621535,0.7658496,4.623015,-4.8695674
73624062,73623979,-0.13494518,0.8073488,0.7822487,3.8212693,7.6042047,-5.0610824
73644013,73643932,-0.11157939,0.89522225,0.6882452,-0.0007820456,4.559944,-4.551198
73666459,73666379,-0.20262356,0.9787571,0.58326733,-4.1930914,3.936801,-4.5867887
73686414,73686332,-0.16159235,1.0275649,0.49313238,2.9728541,3.1175783,-4.700463
73703953,73703790,-0.10268384,1.0294048,0.415558,1.5113287,0.82378155,-4.8715205
73726322,73726237,-0.06576019,1.0695106,0.31364506,0.78276634,0.5544758,-4.418989
73746272,73746190,-0.1010375,1.0683264,0.21645974,1.8220633,-0.035243794,-3.9314802
73763731,73763649,-0.25289378,1.1077425,0.10811666,-3.7572846,0.6225436,-5.550887
73783684,73783601,-0.17533599,1.0622903,0.01551056,0.3063259,-2.7796068,-5.6744466
73806130,73806048,-0.10195022,1.0288585,-0.076554805,-0.09436384,-0.63469094,-4.303255
73826082,73826001,-0.18131064,1.0180612,-0.17432483,-3.480618,-1.186505,-4.504035
73843540,73843460,-0.22281045,0.9619815,-0.24873261,-2.440553,-2.7876935,-4.633231
73865984,73865906,-0.35870716,0.92308086,-0.33806178,-5.316113,-2.0223858,-3.492928
73885938,73885859,-0.3708288,0.8739051,-0.38636968,-2.0300689,-2.4296134,-2.163349
73903456,73903318,-0.33558515,0.8517418,-0.40680125,-0.7886661,-0.74928856,-0.63096863
73923353,73923271,-0.42432433,0.8307283,-0.40790325,-4.5037694,-0.6794774,0.27992904
73945796,73945717,-0.4614613,0.7740769,-0.3679109,-0.82045525,-2.2397218,2.434082
73965750,73965670,-0.424757,0.72130847,-0.30164087,2.5499287,-2.6756406,3.7217736
73983210,73983129,-0.36441177,0.6472859,-0.21346146,4.61705,-4.4560504,5.2636285
74005653,74005575,-0.31846526,0.56535035,-0.07752414,-0.06334383,-2.7166343,6.3104043
74025606,74025528,-0.34838694,0.4984112,0.059946887,-0.82819545,-3.305128,7.0353475
74043067,74042987,-0.37055433,0.4436175,0.19247083,-2.132992,-3.0045757,7.365261
74065511,74065434,-0.40299886,0.3933729,0.36571884,-1.1533979,-2.006362,7.7756104
74085466,74085386,-0.4045775,0.35352546,0.5103682,0.5715586,-2.1415849,7.273759
74105429,74105339,-0.38997987,0.30114186,0.65083957,-0.16692159,-2.066258,6.683064
74122877,74122798,-0.40066418,0.25583547,0.76985323,-0.15396097,-3.0122082,6.660948
74145322,74145245,-0.3908063,0.19250257,0.90068305,0.7654837,-3.1372252,5.756281
74165275,74165197,-0.36118862,0.13594933,1.0032457,2.025495,-2.3636541,5.018493
74182737,74182656,-0.3379452,0.09204661,1.0754201,1.9347074,-2.6121337,3.9727736
74205181,74205103,-0.3266799,0.033090554,1.1498486,0.21635881,-2.5205922,2.8978448
74225136,74225056,-0.31061262,0.0027542482,1.1987711,1.9982466,-1.7400146,2.2738783
74247583,74247502,-0.26694748,-0.024907133,1.2427373,1.8956419,-0.80293894,1.5825218
74265042,74264961,-0.26594347,-0.03655755,1.2583756,0.18650284,-0.801683,1.0979284
74284993,74284914,-0.21726224,-0.048778772,1.2680336,2.1647706,-0.692682,-0.19089119
74307442,74307361,-0.21401301,-0.04759373,1.2742263,-1.0774845,-0.29670888,-0.3689465
74322405,74322325,-0.2639021,-0.043162093,1.2706438,-2.7305286,0.1852571,-0.3737258
74344850,74344772,-0.3207079,-0.018310718,1.2475858,-0.49995643,0.9772118,-0.9845669
74364804,74364725,-0.3813591,0.009204055,1.2091738,-0.98271143,1.0695328,-2.0905268
74387253,74387172,-0.41066116,0.043171808,1.1514299,0.3098861,1.6402277,-2.9857047
74404711,74404630,-0.4244095,0.079719506,1.0922911,-1.3393617,1.7727909,-3.5712104
74424669,74424583,-0.35281157,0.10122927,1.0133594,2.936395,0.95386106,-4.2986865
74447111,74447030,-0.367385,0.11618045,0.9246852,-0.36680245,-0.13848022,-4.240784
