timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
164528899,16.521015,0.0,15.0,0.015517232,0.89698166,1.0149367,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.521015,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
164538900,16.54579,0.0,15.0,0.015517232,0.89695305,1.014941,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.54579,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
164728900,16.530191,0.0,15.0,0.015517232,0.89721054,1.0149031,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.530191,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
164929298,16.582493,0.0,15.0,0.015517232,0.8952498,1.0151917,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.582493,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
165128900,16.595339,0.0,15.0,0.015517232,0.8947596,1.0152638,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.595339,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
165338915,16.576988,0.0,15.0,0.015517232,0.8959603,1.015087,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.576988,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
165538899,16.52285,0.0,15.0,0.015517232,0.89626974,1.0150415,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.52285,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
165728899,16.565977,0.0,15.0,0.015517232,0.8961291,1.0150622,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.565977,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
165928992,16.64764,0.0,15.0,0.015517232,0.8807921,1.0173247,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.64764,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
166128898,16.533861,0.0,15.0,0.015517232,0.8791465,1.0175681,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004899275,16.533861,16.681274,0.9505314,16.601112,-0.075510025,0.5531781,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
