timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
207580941,1944.9014,45.182728,0,29,841,65536,0,3,1,207
208581963,1988.0264,45.134964,0,29,676,65536,0,3,1,207
209582946,2030.3359,45.07126,0,29,925,65536,0,3,1,207
210584166,2069.878,44.94999,0,29,3345,65536,0,3,1,207
211584947,2112.0,44.889137,0,29,3247,65536,0,3,1,207
212585946,2153.795,44.823807,0,30,3264,65536,0,3,1,207
213586959,2198.1006,44.812317,0,30,1029,65536,0,3,1,207
214587989,2240.0,44.7532,0,30,875,65536,0,3,1,207
215589137,2281.3916,44.68635,0,30,1374,65536,0,3,1,207
216589941,2320.207,44.572876,0,30,4239,65536,0,3,1,207
217590944,2362.796,44.534634,0,30,3191,65536,0,3,1,207
218591951,2406.2686,44.514164,0,30,1340,65536,0,3,1,207
219592941,2448.3447,44.46908,0,30,662,65536,0,3,1,207
220594042,2489.541,44.409824,0,30,1142,65536,0,3,1,207
221594944,2529.42,44.32972,0,30,2961,65536,0,3,1,207
222596221,2572.3438,44.304527,0,30,1464,65536,0,3,1,207
223596949,2613.8438,44.256493,0,30,1479,65536,0,3,1,207
224597949,2653.3945,44.177406,0,30,3379,65536,0,3,1,207
225599308,2692.084,44.086555,0,30,6801,65536,0,3,1,207
226599943,2738.7607,44.12784,0,30,1351,65536,0,3,1,207
227600947,2780.4844,44.089012,0,30,1020,65536,0,3,1,207
228601947,2821.3955,44.038723,0,30,1431,65536,0,3,1,207
229602945,2862.6924,43.995907,0,31,1518,65536,0,3,1,207
230604028,2904.6943,43.965008,0,31,996,65536,0,3,1,207
231604947,2944.0,43.89493,0,31,3114,65536,0,3,1,207
232605941,2986.9678,43.880672,0,31,1413,65536,0,3,1,207
233606947,3028.3613,43.84402,0,31,1373,65536,0,3,1,207
234607944,3069.541,43.80538,0,31,1605,65536,0,3,1,207
235609096,3110.8857,43.770046,0,32,1605,65536,0,3,1,207
236610046,3152.8154,43.743935,0,32,1000,65536,0,3,1,207
237610943,3193.6885,43.704113,0,32,1513,65536,0,3,1,207
238611942,3233.2285,43.64731,0,32,3371,65536,0,3,1,207
239612946,3276.2754,43.63873,0,32,1638,65536,0,3,1,207
240613965,3317.63,43.60812,0,32,1691,65536,0,3,1,207
241614946,3357.4795,43.5588,0,32,3226,65536,0,3,1,207
242615958,3400.2695,43.548393,0,32,1809,65536,0,3,1,207
243616949,3441.666,43.520634,0,32,1897,65536,0,3,1,207
244617948,3483.0488,43.493393,0,32,1959,65536,0,3,1,207
245618995,3524.0674,43.46231,0,32,3947,65536,0,3,1,207
246619982,3566.0059,43.443226,0,32,4219,65536,0,3,1,207
247620942,3608.8447,43.43545,0,32,3664,65536,0,3,1,207
248621944,3653.541,43.44993,0,32,2011,65536,0,3,1,207
249622947,3696.171,43.439777,0,32,2017,65536,0,3,1,207
250623944,3738.3613,43.424763,0,34,1872,65536,0,3,1,207
251624945,3780.3896,43.40823,0,34,2077,65536,0,3,1,207
252625943,3822.003,43.38736,0,34,2130,65536,0,3,1,207
253627487,3864.246,43.373764,0,34,1824,65536,0,3,1,207
254627947,3904.0,43.333366,0,34,3572,65536,0,3,1,207
255628990,3947.4258,43.33388,0,34,2078,65536,0,3,1,207
256630338,3989.5625,43.32025,0,34,1860,65536,0,3,1,207
257630941,4032.0,43.310486,0,34,1400,65536,0,3,1,207
258631944,4073.3613,43.28931,0,34,2052,65536,0,3,1,207
259633152,4116.7715,43.29003,0,34,649,65536,0,3,1,207
260633941,4158.997,43.2786,0,34,490,65536,0,3,1,207
261634947,4201.078,43.265816,0,34,273,65536,0,3,1,207
262636026,4244.161,43.263477,0,35,250,65536,0,3,1,207
263636963,4286.6543,43.255295,0,35,1751,65536,0,3,1,207
264637964,4329.8604,43.254368,0,35,926,65536,0,3,1,207
265639025,4370.17,43.224792,0,35,2905,65536,0,3,1,207
266639943,4412.663,43.21724,0,35,2756,65536,0,3,1,207
267640975,4454.953,43.20781,0,35,2714,65536,0,3,1,207
268642043,4497.6787,43.20274,0,36,2767,65536,0,3,1,207
269642992,4539.8545,43.192574,0,36,2820,65536,0,3,1,207
270644070,4581.9053,43.181377,0,38,2916,65536,0,3,1,207
271644979,4624.3203,43.173855,0,38,2742,65536,0,3,1,207
272645942,4666.462,43.16392,0,38,2825,65536,0,3,1,207
273646996,4708.8916,43.15674,0,38,2709,65536,0,3,1,207
274647944,4752.2656,43.15838,0,38,1507,65536,0,3,1,207
275649338,4792.8174,43.134377,0,38,3158,65536,0,3,1,207
276650041,4835.0986,43.1265,0,39,3263,65536,0,3,1,207
277650945,4877.3154,43.11811,0,39,3316,65536,0,3,1,207
