timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,system_error,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,authentication_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
165068333,0,31.1855666,117.1975453,38.94,34.573,1772877278200000,8748291,0.0005002022,0.0035871703,2.0386884,2.4811792,0.7001953,1.5,0,0,0.38928396,0.269,0.259,-0.11,0.766461,0,0,-0.17506218,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
166068742,0,31.1855693,117.19754470000001,38.92,34.553,1772877279200000,8748291,0.00046896935,0.004564223,2.0097418,2.4709246,0.7001953,1.5,0,0,0.32058385,0.13,-0.293,-0.005,-1.1532055,0,0,-0.2858119,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
167068094,0,31.1855701,117.1975439,38.99,34.623,1772877280200000,8748291,0.00064086914,0.001649947,2.0009763,2.471715,0.7001953,1.5996094,0,0,0.6242708,0.623,-0.017,0.036,-0.02728055,0,0,-0.07619953,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
168066680,0,31.185569700000002,117.1975432,39.08,34.713,1772877281200000,8748291,0.00044608116,0.023546113,1.9440414,2.4502869,0.60009766,1.5996094,0,0,0.14007498,-0.132,-0.039,-0.026,-2.8543112,0,0,-0.041818142,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
169066936,0,31.1855687,117.1975431,39.18,34.813,1772877282200000,8748291,0.0003979206,0.09332098,1.9197779,2.441503,0.60009766,1.5996094,0,0,0.06530696,-0.05,-0.042,0.001,-2.4429328,0,0,-0.05818081,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
170065192,0,31.1855683,117.1975432,39.25,34.883,1772877283200000,8748291,0.0003979206,1.530464,1.8952037,2.4318845,0.60009766,1.5996094,0,0,0.016124515,0.008,0.014,-0.0,1.0516502,0,0,-0.048590183,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
171066866,0,31.1855665,117.1975438,39.25,34.883,1772877284200000,8748291,0.0003979206,0.0081738755,1.8755207,2.4246457,0.60009766,1.5996094,0,0,0.23336238,-0.091,0.201,0.076,1.9959234,0,0,0.0043563843,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
172064877,0,31.1855659,117.19754470000001,39.17,34.803,1772877285200000,8748291,0.00042700768,0.043908246,1.8900439,2.4294739,0.7001953,1.5,0,0,0.10641898,-0.011,0.098,0.04,1.6825733,0,0,0.04888773,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
173065217,0,31.1855655,117.1975454,39.18,34.813,1772877286200000,8748291,0.00042700768,0.37293243,1.8619336,2.4198077,0.7001953,1.5,0,0,0.035014287,-0.011,0.032,0.009,1.9018923,0,0,0.10415602,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
174065605,0,31.1855654,117.1975454,39.2,34.833,1772877287200000,8748291,0.00042700768,1.1326464,1.8640304,2.4206145,0.7001953,1.5,0,0,0.019646883,-0.011,0.016,0.003,2.1730838,0,0,0.10737085,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
175066017,0,31.1855665,117.1975439,39.230000000000004,34.863,1772877288200000,8748291,0.0007009506,0.004194371,1.8624581,2.4198077,0.7001953,1.5,0,0,0.40883002,0.109,-0.394,-0.005,-1.300897,0,0,-0.033430576,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
176065268,0,31.1855658,117.197543,39.44,35.073,1772877289200000,8748291,0.0011558533,0.016043492,1.8635064,2.4206145,0.7001953,1.5,0,0,0.5534447,-0.114,0.243,-0.484,2.009449,0,0,-0.0903039,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
177065695,0,31.1855696,117.1975419,39.38,35.013,1772877290200000,8748291,0.0007300377,0.011448878,1.8429554,2.4125323,0.7001953,1.5,0,0,0.29840577,-0.102,-0.231,0.159,-1.9866081,0,0,-0.3429346,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
178065163,0,31.185568800000002,117.1975413,39.47,35.103,1772877291200000,8748291,0.0008249283,0.05853462,1.8424253,2.4117227,0.7001953,1.5,0,0,0.22065584,-0.118,0.013,-0.186,3.0318656,0,0,-0.16885519,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
179065716,0,31.1855684,117.1975412,39.550000000000004,35.183,1772877292200000,8748291,0.0009689331,0.17752528,1.8408346,2.4117227,0.7001953,1.5,0,0,0.075385675,-0.057,-0.047,0.015,-2.4520535,0,0,-0.20601559,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
180064840,0,31.1855734,117.1975388,39.43,35.063,1772877293200000,8748291,0.001077652,0.0009360647,1.8376487,2.4101024,0.7001953,1.5,0,0,1.1064168,1.067,-0.113,-0.27,-0.105511114,0,0,-0.42576838,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
181065067,0,31.185568200000002,117.1975403,39.61,35.243,1772877294200000,8748291,0.0007300377,0.0011435966,1.8376487,2.4101024,0.7001953,1.5,0,0,0.8091687,-0.699,0.387,-0.128,2.635953,0,0,-0.2540841,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
182070912,0,31.1855847,117.19753180000001,39.88,35.513,1772877295200000,8748291,0.016296387,0.00023596427,2.1111681,2.470134,0.7001953,1.5,0,0,8.41839,7.331,-3.914,-1.344,-0.4903962,0,0,-0.43390465,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
183074340,0,31.1856224,117.1974993,41.68,37.313,1772877296200000,8748291,0.030166626,0.0018457427,1.9709809,2.461421,0.60009766,1.5,0,0,4.082187,2.776,-2.939,-0.566,-0.8139118,0,0,-0.46355963,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
184071699,0,31.1856468,117.1974754,42.1,37.733000000000004,1772877297200000,8748291,0.030227661,0.002978998,1.9665166,2.4574504,0.60009766,1.5,0,0,3.1867807,2.661,-1.751,0.093,-0.58199483,0,0,-0.3915944,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
185071513,0,31.1856766,117.1974534,41.81,37.443,1772877298200000,8748291,0.018707275,0.0010660284,1.9555609,2.452677,0.60009766,1.4003906,0,0,4.224405,3.579,-2.177,0.545,-0.5464785,0,0,-0.39962292,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
186069407,0,31.185709,117.19743100000001,42.4,38.033,1772877299200000,8748291,0.016937256,0.00092564744,1.9520622,2.4518807,0.60009766,1.4003906,0,0,4.4678674,3.73,-2.094,-1.29,-0.511549,0,0,-0.5130954,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
187072068,0,31.1857426,117.1974064,43.36,38.993,1772877300200000,8748291,0.013114929,0.0006854303,1.9570585,2.4534733,0.60009766,1.4003906,0,0,4.514593,3.396,-2.757,-1.117,-0.68191737,0,0,-0.22276878,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
188068237,0,31.1857741,117.1973859,44.57,40.203,1772877301200000,8748291,0.014602661,0.0010789752,1.9852976,2.464593,0.60009766,1.4003906,0,0,3.6986144,3.368,-1.48,-0.382,-0.41402918,0,0,0.20430994,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
189069636,0,31.1857872,117.1973897,45.38,41.013,1772877302200000,8748291,0.015098572,0.01035799,1.9774115,2.4630075,0.60009766,1.5996094,0,0,1.3011144,0.345,1.157,-0.485,1.2810055,0,0,0.79916,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
190070083,0,31.1857864,117.1974138,44.86,40.493,1772877303200000,8748291,0.0069236755,0.0007503192,1.9798793,2.4638004,0.60009766,1.5996094,0,0,3.2382903,-0.704,2.955,1.122,1.8046768,0,0,1.0984821,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
191069649,0,31.1857651,117.1974531,44.04,39.673,1772877304200000,8748291,0.006629944,0.00019923206,1.9759294,2.4622145,0.60009766,1.5996094,0,0,5.8387585,-3.893,4.257,0.902,2.3115616,0,0,1.6116385,0.0,0.0,0.0,0,3,0,0,0,1,28,0,0,0
