timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr
165005105,165004546,45,nan,0,13017,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1094,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
165491403,165490845,45,nan,0,13099,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1094,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
165985236,165984677,45,nan,0,13182,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
166494059,166493457,45,nan,0,13267,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1511,1513,998,998,18,0,0,4,-1,0
167002860,167002301,45,nan,0,13352,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1512,998,998,18,0,0,4,-1,0
167493774,167493215,45,nan,0,13434,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
167997965,167997384,45,nan,0,13519,0,0,1576,1496,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1511,998,998,18,0,0,4,-1,0
168481806,168481247,45,nan,0,13600,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
168990715,168990080,45,nan,0,13685,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
169499394,169498835,45,nan,0,13770,0,0,1577,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
169988271,169987712,45,nan,0,13852,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
170499491,170498932,45,nan,0,13938,0,0,1576,1496,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
170993480,170992921,45,nan,0,14021,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
171502142,171501557,45,nan,0,14106,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
172008409,172007846,45,nan,0,14191,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
172497236,172496677,45,nan,0,14273,0,0,1577,1496,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
173006077,173005486,45,nan,0,14358,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
173497372,173496813,45,nan,0,14440,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
174006141,174005583,45,nan,0,14525,0,0,1576,1497,1094,1503,1927,1094,1868,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
174495005,174494445,45,nan,0,14608,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
175001285,175000727,45,nan,0,14692,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
175492664,175492104,45,nan,0,14775,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
176003948,176003384,45,nan,0,14860,0,0,1576,1496,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
176497738,176497178,45,nan,0,14943,0,0,1576,1497,1094,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
177006543,177005983,45,nan,0,15028,0,0,1576,1496,1094,1493,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
177495406,177494836,45,nan,0,15110,0,0,1575,1497,1153,1502,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
178004149,178003591,45,nan,0,15195,0,0,1576,1497,1203,1503,1927,1094,1867,1893,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
