timestamp,timestamp_sample,time_utc_usec,device_id,position[0],position[1],position[2],position_accuracy[0],position_accuracy[1],position_accuracy[2],heading,heading_accuracy,position_length,accuracy_length,reference_station_id,gnss_fix_ok,differential_solution,relative_position_valid,carrier_solution_floating,carrier_solution_fixed,moving_base_mode,reference_position_miss,reference_observations_miss,heading_valid,relative_position_normalized
165044596,164835000,0,8748291,0.0,0.0,0.035461426,0.0,0.0,0.0,2.9665308,0.0,0.30932617,0.0,0,0,0,0,0,0,0,0,0,0,0
166043890,165835000,0,8748291,0.0,0.0,0.0231781,0.0,0.0,0.0,2.855781,0.0,0.31030273,0.0,0,0,0,0,0,0,0,0,0,0,0
167043225,166834000,0,8748291,0.0,0.0,0.054992676,0.0,0.0,0.0,3.0653932,0.0,0.30786133,0.0,0,0,0,0,0,0,0,0,0,0,0
168041953,167833000,0,8748291,0.0,0.0,0.061645508,0.0,0.0,0.0,3.0997746,0.0,0.30688477,0.0,0,0,0,0,0,0,0,0,0,0,0
169042073,168833000,0,8748291,0.0,0.0,0.04711914,0.0,0.0,0.0,3.0834122,0.0,0.30517578,0.0,0,0,0,0,0,0,0,0,0,0,0
170041453,169833000,0,8748291,0.0,0.0,0.05102539,0.0,0.0,0.0,3.0930028,0.0,0.30419922,0.0,0,0,0,0,0,0,0,0,0,0,0
171042970,170834000,0,8748291,0.0,0.0,0.010513306,0.0,0.0,0.0,3.1459491,0.0,0.3095703,0.0,0,0,0,0,0,0,0,0,0,0,0
172041120,171832000,0,8748291,0.0,0.0,-0.029022217,0.0,0.0,0.0,3.1904812,0.0,0.30859375,0.0,0,0,0,0,0,0,0,0,0,0,0
173041454,172833000,0,8748291,0.0,0.0,-0.031280518,0.0,0.0,0.0,3.2457485,0.0,0.30639648,0.0,0,0,0,0,0,0,0,0,0,0,0
174040828,173832000,0,8748291,0.0,0.0,-0.02949524,0.0,0.0,0.0,3.2489636,0.0,0.3059082,0.0,0,0,0,0,0,0,0,0,0,0,0
175041205,174833000,0,8748291,0.0,0.0,-0.0692749,0.0,0.0,0.0,3.1081624,0.0,0.31103516,0.0,0,0,0,0,0,0,0,0,0,0,0
176041769,175833000,0,8748291,0.0,0.0,0.050354004,0.0,0.0,0.0,3.0512893,0.0,0.30639648,0.0,0,0,0,0,0,0,0,0,0,0,0
177041943,176833000,0,8748291,0.0,0.0,0.035339355,0.0,0.0,0.0,2.7986581,0.0,0.30810547,0.0,0,0,0,0,0,0,0,0,0,0,0
178041238,177833000,0,8748291,0.0,0.0,0.019058228,0.0,0.0,0.0,2.9727373,0.0,0.30395508,0.0,0,0,0,0,0,0,0,0,0,0,0
