timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
261287743,261257175,4,4,3,0,0,0,0,0,0,0,0,0,0,0
262305292,262274799,4,4,3,0,0,0,0,0,0,0,0,0,0,0
263333022,263302329,4,4,3,0,0,0,0,0,0,0,0,0,0,0
264348295,264317667,4,4,3,0,0,0,0,0,0,0,0,0,0,0
265368290,265337503,4,4,3,0,0,0,0,0,0,0,0,0,0,0
266385786,266355065,4,4,3,0,0,0,0,0,0,0,0,0,0,0
267405792,267375155,4,4,3,0,0,0,0,0,0,0,0,0,0,0
268423300,268392735,4,4,3,0,0,0,0,0,0,0,0,0,0,0
269450952,269420341,4,4,3,0,0,0,0,0,0,0,0,0,0,0
270470910,270440391,4,4,3,0,0,0,0,0,0,0,0,0,0,0
271493598,271463007,4,4,3,0,0,0,0,0,0,0,0,0,0,0
272516109,272485507,4,4,3,0,0,0,0,0,0,0,0,0,0,0
273536244,273505582,4,4,3,0,0,0,0,0,0,0,0,0,0,0
274561180,274530656,4,4,3,0,0,0,0,0,0,0,0,0,0,0
275583762,275553214,4,4,3,0,0,0,0,0,0,0,0,0,0,0
276598894,276568385,4,4,3,0,0,0,0,0,0,0,0,0,0,0
277616628,277585888,4,4,3,0,0,0,0,0,0,0,0,0,0,0
