timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
164404410,164380998,2,1,1,0,0,0,0,0,0,0,0,0,0,0
165404667,165383607,2,1,1,0,0,0,0,0,0,0,0,0,0,0
165716330,165692855,3,4,1,0,0,0,0,0,0,0,0,0,0,0
166736452,166712947,3,4,1,0,0,0,0,0,0,0,0,0,0,0
167753983,167730580,3,4,1,0,0,0,0,0,0,0,0,0,0,0
168771517,168748096,3,4,1,0,0,0,0,0,0,0,0,0,0,0
169789093,169765726,3,4,1,0,0,0,0,0,0,0,0,0,0,0
170791718,170768354,3,4,1,0,0,0,0,0,0,0,0,0,0,0
171811807,171788572,3,4,1,0,0,0,0,0,0,0,0,0,0,0
172829357,172805994,3,4,1,0,0,0,0,0,0,0,0,0,0,0
173829485,173806083,3,4,1,0,0,0,0,0,0,0,0,0,0,0
174847191,174826153,3,4,1,0,0,0,0,0,0,0,0,0,0,0
175869621,175846210,3,4,1,0,0,0,0,0,0,0,0,0,0,0
176874874,176851425,3,4,1,0,0,0,0,0,0,0,0,0,0,0
177894830,177871470,3,4,1,0,0,0,0,0,0,0,0,0,0,0
178914872,178891542,3,4,1,0,0,0,0,0,0,0,0,0,0,0
179917497,179894114,3,4,1,0,0,0,0,0,0,0,0,0,0,0
180917613,180894205,3,4,1,0,0,0,0,0,0,0,0,0,0,0
181927869,181906832,3,4,1,0,0,0,0,0,0,0,0,0,0,0
182947832,182924473,3,4,1,0,0,0,0,0,0,0,0,0,0,0
183947940,183924532,3,4,1,0,0,0,0,0,0,0,0,0,0,0
184953024,184929601,3,4,1,0,0,0,0,0,0,0,0,0,0,0
185973173,185949670,3,4,1,0,0,0,0,0,0,0,0,0,0,0
186980789,186957271,3,4,1,0,0,0,0,0,0,0,0,0,0,0
188000813,187977328,3,4,1,0,0,0,0,0,0,0,0,0,0,0
189015843,188992448,3,4,1,0,0,0,0,0,0,0,0,0,0,0
190015954,189992597,3,4,1,0,0,0,0,0,0,0,0,0,0,0
191018582,190995153,3,4,1,0,0,0,0,0,0,0,0,0,0,0
192038593,192015287,3,4,1,0,0,0,0,0,0,0,0,0,0,0
193046349,193022796,3,4,1,0,0,0,0,0,0,0,0,0,0,0
194066246,194042941,3,4,1,0,0,0,0,0,0,0,0,0,0,0
195066398,195042962,3,4,1,0,0,0,0,0,0,0,0,0,0,0
196069004,196052658,3,4,1,0,0,0,0,0,0,0,0,0,0,0
197073852,197045644,3,4,1,0,0,0,0,0,0,0,0,0,0,0
198088890,198058278,3,4,1,0,0,0,0,0,0,0,0,0,0,0
199116263,199085751,3,4,1,0,0,0,0,0,0,0,0,0,0,0
200136348,200105812,3,4,1,0,0,0,0,0,0,0,0,0,0,0
201154263,201123441,3,4,1,0,0,0,0,0,0,0,0,0,0,0
202171509,202140920,3,4,1,0,0,0,0,0,0,0,0,0,0,0
203191716,203160976,3,4,1,0,0,0,0,0,0,0,0,0,0,0
204211706,204181103,3,4,1,0,0,0,0,0,0,0,0,0,0,0
205229345,205198569,3,4,1,0,0,0,0,0,0,0,0,0,0,0
206244326,206213658,3,4,1,0,0,0,0,0,0,0,0,0,0,0
207259193,207228739,3,4,1,0,0,0,0,0,0,0,0,0,0,0
208276803,208246283,3,4,1,0,0,0,0,0,0,0,0,0,0,0
209304392,209273758,3,4,1,0,0,0,0,0,0,0,0,0,0,0
210319466,210291389,3,4,1,0,0,0,0,0,0,0,0,0,0,0
210601634,210578121,4,4,3,0,0,0,0,0,0,0,0,0,0,0
211621593,211598194,4,4,3,0,0,0,0,0,0,0,0,0,0,0
212629157,212605762,4,4,3,0,0,0,0,0,0,0,0,0,0,0
213644227,213620854,4,4,3,0,0,0,0,0,0,0,0,0,0,0
214664269,214640883,4,4,3,0,0,0,0,0,0,0,0,0,0,0
215666863,215643484,4,4,3,0,0,0,0,0,0,0,0,0,0,0
216684463,216661220,4,4,3,0,0,0,0,0,0,0,0,0,0,0
217702129,217678574,4,4,3,0,0,0,0,0,0,0,0,0,0,0
218717052,218693635,4,4,3,0,0,0,0,0,0,0,0,0,0,0
219717242,219693743,4,4,3,0,0,0,0,0,0,0,0,0,0,0
220719748,220696361,4,4,3,0,0,0,0,0,0,0,0,0,0,0
221739892,221716407,4,4,3,0,0,0,0,0,0,0,0,0,0,0
222759886,222736485,4,4,3,0,0,0,0,0,0,0,0,0,0,0
223767469,223744051,4,4,3,0,0,0,0,0,0,0,0,0,0,0
224785039,224761609,4,4,3,0,0,0,0,0,0,0,0,0,0,0
225805199,225781690,4,4,3,0,0,0,0,0,0,0,0,0,0,0
226810170,226786895,4,4,3,0,0,0,0,0,0,0,0,0,0,0
227827918,227804389,4,4,3,0,0,0,0,0,0,0,0,0,0,0
228850296,228826890,4,4,3,0,0,0,0,0,0,0,0,0,0,0
229855410,229832100,4,4,3,0,0,0,0,0,0,0,0,0,0,0
230870489,230847131,4,4,3,0,0,0,0,0,0,0,0,0,0,0
231890545,231867151,4,4,3,0,0,0,0,0,0,0,0,0,0,0
232895703,232872219,4,4,3,0,0,0,0,0,0,0,0,0,0,0
233915762,233892305,4,4,3,0,0,0,0,0,0,0,0,0,0,0
234933339,234912372,4,4,3,0,0,0,0,0,0,0,0,0,0,0
235935897,235912470,4,4,3,0,0,0,0,0,0,0,0,0,0,0
236955944,236932540,4,4,3,0,0,0,0,0,0,0,0,0,0,0
237973610,237950148,4,4,3,0,0,0,0,0,0,0,0,0,0,0
238991089,238967684,4,4,3,0,0,0,0,0,0,0,0,0,0,0
240011178,239987754,4,4,3,0,0,0,0,0,0,0,0,0,0,0
241016299,240992923,4,4,3,0,0,0,0,0,0,0,0,0,0,0
242033839,242010427,4,4,3,0,0,0,0,0,0,0,0,0,0,0
243051429,243028105,4,4,3,0,0,0,0,0,0,0,0,0,0,0
244066624,244045591,4,4,3,0,0,0,0,0,0,0,0,0,0,0
245066635,245043223,4,4,3,0,0,0,0,0,0,0,0,0,0,0
246071748,246048533,4,4,3,0,0,0,0,0,0,0,0,0,0,0
247091838,247068426,4,4,3,0,0,0,0,0,0,0,0,0,0,0
248094637,248071050,4,4,3,0,0,0,0,0,0,0,0,0,0,0
249117074,249093598,4,4,3,0,0,0,0,0,0,0,0,0,0,0
250134567,250111158,4,4,3,0,0,0,0,0,0,0,0,0,0,0
251154680,251131232,4,4,3,0,0,0,0,0,0,0,0,0,0,0
252157260,252133851,4,4,3,0,0,0,0,0,0,0,0,0,0,0
253157401,253134008,4,4,3,0,0,0,0,0,0,0,0,0,0,0
254162493,254146101,4,4,3,0,0,0,0,0,0,0,0,0,0,0
255170025,255141698,4,4,3,0,0,0,0,0,0,0,0,0,0,0
256187408,256159345,4,4,3,0,0,0,0,0,0,0,0,0,0,0
257205023,257174469,4,4,3,0,0,0,0,0,0,0,0,0,0,0
258227488,258196944,4,4,3,0,0,0,0,0,0,0,0,0,0,0
259252660,259222023,4,4,3,0,0,0,0,0,0,0,0,0,0,0
260270045,260239582,4,4,3,0,0,0,0,0,0,0,0,0,0,0
