timestamp,compression_gains[0],compression_gains[1],compression_gains[2],spectral_damper_hpf[0],spectral_damper_hpf[1],spectral_damper_hpf[2],spectral_damper_out[0],spectral_damper_out[1],spectral_damper_out[2]
87586739,1.0,1.0,1.0,2.4438656e-08,8.558594e-08,2.461125e-08,6.699e-09,6.7586136e-08,1.0806556e-08
165739370,0.99999386,0.9999172,0.9999651,0.00024241886,0.0032618104,0.0013770134,1.7659077e-05,0.0002370394,0.00010005976
165841635,0.99653345,0.988819,0.9991167,0.00014506717,1.0637202e-06,0.00042715805,0.009940244,0.032061107,0.0025327695
165943885,0.99974036,0.99946076,0.99978036,0.0003416102,9.781375e-05,0.00048556022,0.00074368226,0.00154446,0.00062906253
166046140,0.99991095,0.99996495,0.9998947,0.00021312416,1.8564178e-05,0.00020350564,0.00025496227,0.00010029734,0.00030159196
166148410,0.99993503,0.9999757,0.9999388,0.00010331667,8.766256e-05,0.00016887278,0.00018614928,6.966082e-05,0.00017534372
166250656,0.9999577,0.999941,0.9998935,9.372011e-05,0.0001648593,0.0002711155,0.00012126485,0.00016896706,0.00030508655
166352908,0.999971,0.99994403,0.9999648,6.595656e-05,0.00015133785,3.364452e-05,8.318389e-05,0.00016036001,0.00010091269
166455168,0.9999937,0.9999885,0.9999968,7.545359e-06,1.06893665e-07,4.4193993e-07,1.8160448e-05,3.3017932e-05,9.273765e-06
166557425,0.999999,0.9999907,0.9999839,6.406909e-07,4.954965e-05,6.871572e-05,2.9399316e-06,2.65993e-05,4.6016143e-05
166659687,0.999998,0.99996656,0.9999312,1.655836e-05,0.00011100149,0.00018557726,5.7869197e-06,9.58423e-05,0.0001969491
166761936,0.9999945,0.99995977,0.999967,2.6066416e-05,5.64742e-05,3.7145455e-05,1.5759768e-05,0.00011515514,9.451536e-05
166864197,0.9999805,0.99999636,0.99998915,9.565864e-05,8.785086e-06,1.8599028e-05,5.5898523e-05,1.036992e-05,3.108087e-05
166966449,0.9999939,0.9999722,0.99998665,7.086065e-07,7.732699e-05,7.3174095e-05,1.7488544e-05,7.948426e-05,3.818931e-05
167068738,0.99999446,0.99995935,0.99996734,1.39319e-05,0.0001938154,6.54176e-05,1.5826414e-05,0.00011657295,9.37378e-05
167170964,0.9999858,0.99994665,0.9999956,5.188038e-05,0.00019527624,1.2250478e-05,4.0566334e-05,0.00015267813,1.2692169e-05
167273223,0.99998975,0.9999574,0.99999535,9.74623e-06,6.0981878e-05,5.5954974e-06,2.9380282e-05,0.00012198758,1.3272633e-05
167375475,0.9999954,0.9999898,0.9999996,2.7879552e-05,6.708353e-07,4.3884953e-07,1.3194202e-05,2.9169325e-05,1.1181244e-06
167477738,0.99996275,0.99997246,0.9999885,0.0001166566,8.042092e-05,5.198389e-05,0.00010664843,7.8898345e-05,3.287261e-05
167579993,0.99994993,0.99995536,0.99995506,0.0001498168,9.4310744e-05,0.00015347374,0.00014339578,0.000127891,0.00012876722
167682251,0.9999915,0.999996,0.9999738,1.6526994e-06,1.0472077e-06,4.0895466e-05,2.4451805e-05,1.1465421e-05,7.5031225e-05
167784523,0.9999988,0.9999996,0.99999774,4.9039513e-06,1.7289032e-09,1.6040298e-07,3.4203379e-06,1.2675857e-06,6.4592014e-06
167886763,0.99999964,0.9999991,0.9999885,1.1342668e-06,1.2416956e-06,3.7742266e-05,9.407866e-07,2.5156974e-06,3.294606e-05
167989020,0.99999154,0.9999774,0.99999744,3.98377e-05,0.000118196614,1.6329424e-05,2.4160241e-05,6.467666e-05,7.249632e-06
168091274,0.99998635,0.9999868,0.99998355,9.003336e-05,7.271977e-07,3.9225204e-05,3.9102542e-05,3.769227e-05,4.7194826e-05
168193530,0.99999106,0.99998283,0.99999166,2.2053342e-05,4.2438332e-05,1.2836446e-05,2.5684265e-05,4.9144888e-05,2.3900322e-05
168295787,0.9999949,0.99999607,0.9999993,5.767786e-06,1.9278765e-05,1.6220142e-08,1.4621743e-05,1.1291424e-05,2.078998e-06
168398044,0.99999946,0.99998194,0.9999997,4.571458e-07,6.5387605e-05,2.4830517e-06,1.5575523e-06,5.179344e-05,7.926889e-07
168500305,0.99999887,0.9999923,0.9999998,4.3424902e-06,1.0803678e-05,4.053652e-09,3.3270082e-06,2.2035338e-05,5.176198e-07
168602575,0.99999887,0.9999982,0.99999994,1.1376089e-06,6.393764e-07,1.9345943e-07,3.1819952e-06,5.03869e-06,1.809313e-07
168704870,0.9999998,0.99999875,0.99999994,8.6234354e-07,1.5147335e-06,8.000552e-08,5.185311e-07,3.5488015e-06,1.3398527e-07
168807253,0.9999922,0.9999974,0.9999985,5.333806e-05,1.4296104e-05,9.207856e-06,2.233928e-05,7.5843063e-06,4.347728e-06
