timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
214851682,0,0,0,0,0,0
215357699,0,0,0,0,0,0
215863684,0,0,0,0,0,0
216369681,0,0,0,0,0,0
216875681,0,0,0,0,0,0
217381695,0,0,0,0,0,0
217887681,0,0,0,0,0,0
218393681,0,0,0,0,0,0
218899699,0,0,0,0,0,0
219405681,0,0,0,0,0,0
219911682,0,0,0,0,0,0
220417681,0,0,0,0,0,0
220923679,0,0,0,0,0,0
221430681,0,0,0,0,0,0
221936710,0,0,0,0,0,0
222442682,0,0,0,0,0,0
222948713,0,0,0,0,0,0
223454681,0,0,0,0,0,0
223960682,0,0,0,0,0,0
224466948,0,0,0,0,0,0
224973681,0,0,0,0,0,0
225479680,0,0,0,0,0,0
225985682,0,0,0,0,0,0
226492040,0,0,0,0,0,0
226997683,0,0,0,0,0,0
227503682,0,0,0,0,0,0
228009681,0,0,0,0,0,0
228515681,0,0,0,0,0,0
229021682,0,0,0,0,0,0
229527701,0,0,0,0,0,0
230033682,0,0,0,0,0,0
230539786,0,0,0,0,0,0
231045911,0,0,0,0,0,0
231551681,0,0,0,0,0,0
232057682,0,0,0,0,0,0
232563681,0,0,0,0,0,0
233069697,0,0,0,0,0,0
233575681,0,0,0,0,0,0
234081904,0,0,0,0,0,0
234587681,0,0,0,0,0,0
235094683,0,0,0,0,0,0
235600681,0,0,0,0,0,0
236106690,0,0,0,0,0,0
236612681,0,0,0,0,0,0
237118726,0,0,0,0,0,0
237624681,0,0,0,0,0,0
238130682,0,0,0,0,0,0
238636692,0,0,0,0,0,0
239142681,0,0,0,0,0,0
239648681,0,0,0,0,0,0
240154680,0,0,0,0,0,0
240660741,0,0,0,0,0,0
241167167,0,0,0,0,0,0
241672680,0,0,0,0,0,0
242178681,0,0,0,0,0,0
242684682,0,0,0,0,0,0
243190682,0,0,0,0,0,0
243697681,0,0,0,0,0,0
244203683,0,0,0,0,0,0
244709682,0,0,0,0,0,0
245215682,0,0,0,0,0,0
245721682,0,0,0,0,0,0
246227722,0,0,0,0,0,0
246733799,0,0,0,0,0,0
247239790,0,0,0,0,0,0
247745696,0,0,0,0,0,0
248251724,0,0,0,0,0,0
248757681,0,0,0,0,0,0
249263681,0,0,0,0,0,0
249769705,0,0,0,0,0,0
250275686,0,0,0,0,0,0
250781682,0,0,0,0,0,0
251287798,0,0,0,0,0,0
251793920,0,0,0,0,0,0
252299682,0,0,0,0,0,0
252805747,0,0,0,0,0,0
253311682,0,0,0,0,0,0
253817681,0,0,0,0,0,0
254323682,0,0,0,0,0,0
254829695,0,0,0,0,0,0
255335698,0,0,0,0,0,0
255842137,0,0,0,0,0,0
256347683,0,0,0,0,0,0
256853683,0,0,0,0,0,0
257359682,0,0,0,0,0,0
257865710,0,0,0,0,0,0
258371682,0,0,0,0,0,0
258878681,0,0,0,0,0,0
259384683,0,0,0,0,0,0
259890684,0,0,0,0,0,0
260396691,0,0,0,0,0,0
260903037,0,0,0,0,0,0
261408952,0,0,0,0,0,0
261914781,0,0,0,0,0,0
262420722,0,0,0,0,0,0
262926690,0,0,0,0,0,0
263432700,0,0,0,0,0,0
263938714,0,0,0,0,0,0
264444773,0,0,0,0,0,0
264950832,0,0,0,0,0,0
265456704,0,0,0,0,0,0
265964682,0,0,0,0,0,0
266470683,0,0,0,0,0,0
266976712,0,0,0,0,0,0
267482681,0,0,0,0,0,0
267988680,0,0,0,0,0,0
268495681,0,0,0,0,0,0
269001803,0,0,0,0,0,0
269507682,0,0,0,0,0,0
270013710,0,0,0,0,0,0
270519681,0,0,0,0,0,0
271026087,0,0,0,0,0,0
271531682,0,0,0,0,0,0
272037681,0,0,0,0,0,0
272543681,0,0,0,0,0,0
273049683,0,0,0,0,0,0
273555722,0,0,0,0,0,0
274061682,0,0,0,0,0,0
274567748,0,0,0,0,0,0
275073723,0,0,0,0,0,0
275579701,0,0,0,0,0,0
276085703,0,0,0,0,0,0
276591682,0,0,0,0,0,0
277097709,0,0,0,0,0,0
277603682,0,0,0,0,0,0
