timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,calibraded_airspeed_synth_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_source
164508030,0.835265,0.8551069,0.8474198,nan,7.0,0.0,0.0,0.0,1
164608030,1.1888636,1.2171053,1.2061625,nan,7.0,0.0,0.0,0.0,1
164708029,-0.76853186,-0.78678846,-0.7797165,nan,7.0,0.0,0.0,0.0,1
164908030,-1.6546379,-1.6939442,-1.6787121,nan,7.0,0.0,0.0,0.0,1
165108030,-2.2102063,-2.26271,-2.2423387,nan,7.0,0.0,0.0,0.0,1
165308031,0.835265,0.8551069,0.8474073,nan,7.0,0.0,0.0,0.0,1
165508030,-2.210206,-2.2627099,-2.2423468,nan,7.0,0.0,0.0,0.0,1
165708029,-2.0488808,-2.0975523,-2.078691,nan,7.0,0.0,0.0,0.0,1
165908033,-2.006524,-2.0541894,-2.0357003,nan,7.0,0.0,0.0044071074,0.0,1
166108029,1.2476149,1.2772522,1.2657561,nan,7.0,0.0,0.0074674855,0.0,1
166308074,-0.76853186,-0.78678846,-0.7797165,nan,7.0,0.0,0.009593156,0.0,1
166508029,-2.1108234,-2.1609664,-2.141556,nan,7.0,0.0,0.011068703,0.0,1
166708030,-0.7685329,-0.78678954,-0.7797118,nan,7.0,0.0,0.012093644,0.0,1
166908030,-1.7796807,-1.8219573,-1.8055719,nan,7.0,0.0,0.012805405,0.0,1
167108029,2.0679243,2.1170483,2.0980062,nan,7.0,0.0,0.013299681,0.0,1
167308029,-1.7796807,-1.8219573,-1.8055696,nan,7.0,0.0,0.01364293,0.0,1
167508029,-1.6546379,-1.6939442,-1.6784347,nan,7.0,0.0,0.013881298,0.0,1
167708029,0.83526593,0.85510784,0.84742284,nan,7.0,0.0,0.014046831,0.0,1
167908029,-1.3707491,-1.4033115,-1.3906859,nan,7.0,0.0,0.014161785,0.0,1
168108029,-1.3707491,-1.4033115,-1.3906876,nan,7.0,0.0,0.014241613,0.0,1
168308029,1.2476149,1.2772522,1.2657546,nan,7.0,0.0,0.01429705,0.0,1
168508037,-0.93644726,-0.9586927,-0.9500709,nan,7.0,0.0,0.014335549,0.0,1
168708030,-2.3966405,-2.4535732,-2.4314895,nan,7.0,0.0,0.014362282,0.0,1
168908029,-0.7685329,-0.78678954,-0.7797108,nan,7.0,0.0,0.014380847,0.0,1
169108029,-2.0065236,-2.054189,-2.0357275,nan,7.0,0.0,0.01439374,0.0,1
169308029,0.51791155,0.53021467,0.5254437,nan,7.0,0.0,0.014402694,0.0,1
169508036,0.83526593,0.85510784,0.84742284,nan,7.0,0.0,0.014408912,0.0,1
