timestamp,uptime_sec,node_id,vendor_specific_status_code,health,mode,sub_mode
187452530,187,125,65535,0,0,0
187758530,187,125,65535,0,0,0
187962530,187,125,65535,0,0,0
188268798,188,125,65535,0,0,0
188472550,188,125,65535,0,0,0
188778530,188,125,65535,0,0,0
188982072,188,125,65535,0,0,0
189186547,188,125,65535,0,0,0
189492531,189,125,65535,0,0,0
189696530,189,125,65535,0,0,0
190002802,189,125,65535,0,0,0
190206530,189,125,65535,0,0,0
190512531,190,125,65535,0,0,0
190716530,190,125,65535,0,0,0
191022530,190,125,65535,0,0,0
191226742,190,125,65535,0,0,0
191532530,191,125,65535,0,0,0
191736787,191,125,65535,0,0,0
191940530,191,125,65535,0,0,0
192246530,192,125,65535,0,0,0
192450530,192,125,65535,0,0,0
192756530,192,125,65535,0,0,0
192960530,192,125,65535,0,0,0
193265271,193,125,65535,0,0,0
193465677,193,125,65535,0,0,0
193770598,193,125,65535,0,0,0
193974550,193,125,65535,0,0,0
194280546,194,125,65535,0,0,0
194484532,194,125,65535,0,0,0
194688530,194,125,65535,0,0,0
194993646,194,125,65535,0,0,0
195198530,194,125,65535,0,0,0
195504532,195,125,65535,0,0,0
195708530,195,125,65535,0,0,0
196014532,195,125,65535,0,0,0
196218530,195,125,65535,0,0,0
196524532,196,125,65535,0,0,0
196728530,196,125,65535,0,0,0
197034532,196,125,65535,0,0,0
197236624,196,125,65535,0,0,0
197439530,197,125,65535,0,0,0
197742530,197,125,65535,0,0,0
197946530,197,125,65535,0,0,0
198252530,198,125,65535,0,0,0
198456531,198,125,65535,0,0,0
198759530,198,125,65535,0,0,0
198963532,198,125,65535,0,0,0
199265235,199,125,65535,0,0,0
199465745,199,125,65535,0,0,0
199770550,199,125,65535,0,0,0
199974532,199,125,65535,0,0,0
200280557,200,125,65535,0,0,0
200484575,200,125,65535,0,0,0
200686832,200,125,65535,0,0,0
200991530,200,125,65535,0,0,0
201195530,200,125,65535,0,0,0
201502180,201,125,65535,0,0,0
201705532,201,125,65535,0,0,0
202011530,201,125,65535,0,0,0
202215532,201,125,65535,0,0,0
202521549,202,125,65535,0,0,0
202725532,202,125,65535,0,0,0
203031530,202,125,65535,0,0,0
203232623,202,125,65535,0,0,0
203436530,203,125,65535,0,0,0
203742530,203,125,65535,0,0,0
203944029,203,125,65535,0,0,0
204246423,204,125,65535,0,0,0
204450530,204,125,65535,0,0,0
204756532,204,125,65535,0,0,0
204957530,204,125,65535,0,0,0
205263071,205,125,65535,0,0,0
205465716,205,125,65535,0,0,0
205767530,205,125,65535,0,0,0
205968530,205,125,65535,0,0,0
206271530,206,125,65535,0,0,0
206475760,206,125,65535,0,0,0
206781530,206,125,65535,0,0,0
206985534,206,125,65535,0,0,0
207189530,206,125,65535,0,0,0
207495586,207,125,65535,0,0,0
207699530,207,125,65535,0,0,0
208005531,207,125,65535,0,0,0
208209702,207,125,65535,0,0,0
208515534,208,125,65535,0,0,0
208719531,208,125,65535,0,0,0
209025532,208,125,65535,0,0,0
209229530,208,125,65535,0,0,0
209535531,209,125,65535,0,0,0
209739544,209,125,65535,0,0,0
209943989,209,125,65535,0,0,0
210249531,210,125,65535,0,0,0
210453555,210,125,65535,0,0,0
210756530,210,125,65535,0,0,0
210957530,210,125,65535,0,0,0
211260535,211,125,65535,0,0,0
211464532,211,125,65535,0,0,0
211770530,211,125,65535,0,0,0
211974532,211,125,65535,0,0,0
212277530,212,125,65535,0,0,0
212481530,212,125,65535,0,0,0
212787530,212,125,65535,0,0,0
212991530,212,125,65535,0,0,0
213195544,212,125,65535,0,0,0
213498530,213,125,65535,0,0,0
213702733,213,125,65535,0,0,0
214008530,213,125,65535,0,0,0
214212530,213,125,65535,0,0,0
214518530,214,125,65535,0,0,0
214722530,214,125,65535,0,0,0
215028531,214,125,65535,0,0,0
215232530,214,125,65535,0,0,0
215436530,215,125,65535,0,0,0
215742543,215,125,65535,0,0,0
215946530,215,125,65535,0,0,0
216252530,216,125,65535,0,0,0
216456531,216,125,65535,0,0,0
216759530,216,125,65535,0,0,0
216960545,216,125,65535,0,0,0
217261785,217,125,65535,0,0,0
217463030,217,125,65535,0,0,0
217767695,217,125,65535,0,0,0
217971531,217,125,65535,0,0,0
218277530,218,125,65535,0,0,0
218481530,218,125,65535,0,0,0
218787604,218,125,65535,0,0,0
218991530,218,125,65535,0,0,0
219195571,218,125,65535,0,0,0
219501530,219,125,65535,0,0,0
219705532,219,125,65535,0,0,0
220010669,219,125,65535,0,0,0
220215532,219,125,65535,0,0,0
220521530,220,125,65535,0,0,0
220725935,220,125,65535,0,0,0
221031531,220,125,65535,0,0,0
221235532,220,125,65535,0,0,0
221538654,221,125,65535,0,0,0
221742531,221,125,65535,0,0,0
221946530,221,125,65535,0,0,0
222252215,222,125,65535,0,0,0
222456530,222,125,65535,0,0,0
222762531,222,125,65535,0,0,0
222963550,222,125,65535,0,0,0
223266531,223,125,65535,0,0,0
223470530,223,125,65535,0,0,0
223776531,223,125,65535,0,0,0
223980530,223,125,65535,0,0,0
224183647,223,125,65535,0,0,0
224490551,224,125,65535,0,0,0
224694631,224,125,65535,0,0,0
225000570,224,125,65535,0,0,0
225204532,224,125,65535,0,0,0
225507531,225,125,65535,0,0,0
225711530,225,125,65535,0,0,0
226017530,225,125,65535,0,0,0
226221547,225,125,65535,0,0,0
226527530,226,125,65535,0,0,0
226731531,226,125,65535,0,0,0
226935730,226,125,65535,0,0,0
227241530,226,125,65535,0,0,0
227445535,227,125,65535,0,0,0
227751565,227,125,65535,0,0,0
227955533,227,125,65535,0,0,0
228259984,228,125,65535,0,0,0
228461314,228,125,65535,0,0,0
228762531,228,125,65535,0,0,0
228963532,228,125,65535,0,0,0
229266530,229,125,65535,0,0,0
229470544,229,125,65535,0,0,0
229776545,229,125,65535,0,0,0
229980559,229,125,65535,0,0,0
230286530,230,125,65535,0,0,0
230490530,230,125,65535,0,0,0
230694538,230,125,65535,0,0,0
230998958,230,125,65535,0,0,0
231201536,230,125,65535,0,0,0
231507535,231,125,65535,0,0,0
231711548,231,125,65535,0,0,0
232017621,231,125,65535,0,0,0
232221531,231,125,65535,0,0,0
232527742,232,125,65535,0,0,0
232731533,232,125,65535,0,0,0
232935532,232,125,65535,0,0,0
233241543,232,125,65535,0,0,0
233445563,233,125,65535,0,0,0
233751531,233,125,65535,0,0,0
233955533,233,125,65535,0,0,0
234259841,234,125,65535,0,0,0
234461108,234,125,65535,0,0,0
234764446,234,125,65535,0,0,0
234966552,234,125,65535,0,0,0
235272530,235,125,65535,0,0,0
235476530,235,125,65535,0,0,0
235782530,235,125,65535,0,0,0
235986567,235,125,65535,0,0,0
236190531,235,125,65535,0,0,0
236496531,236,125,65535,0,0,0
236700530,236,125,65535,0,0,0
237007007,236,125,65535,0,0,0
237210530,236,125,65535,0,0,0
237516530,237,125,65535,0,0,0
237720530,237,125,65535,0,0,0
238026627,237,125,65535,0,0,0
238230530,237,125,65535,0,0,0
238536530,238,125,65535,0,0,0
238740540,238,125,65535,0,0,0
238942546,238,125,65535,0,0,0
239247531,238,125,65535,0,0,0
239451539,239,125,65535,0,0,0
239754535,239,125,65535,0,0,0
239958531,239,125,65535,0,0,0
240264536,240,125,65535,0,0,0
240469060,240,125,65535,0,0,0
240774533,240,125,65535,0,0,0
240978530,240,125,65535,0,0,0
241284532,241,125,65535,0,0,0
241488530,241,125,65535,0,0,0
241692531,241,125,65535,0,0,0
241998530,241,125,65535,0,0,0
242202835,241,125,65535,0,0,0
242508585,242,125,65535,0,0,0
242712530,242,125,65535,0,0,0
243018530,242,125,65535,0,0,0
243222530,242,125,65535,0,0,0
243528530,243,125,65535,0,0,0
243732530,243,125,65535,0,0,0
243936532,243,125,65535,0,0,0
244242530,243,125,65535,0,0,0
244446545,244,125,65535,0,0,0
244752578,244,125,65535,0,0,0
244956530,244,125,65535,0,0,0
245260947,245,125,65535,0,0,0
245461571,245,125,65535,0,0,0
245763532,245,125,65535,0,0,0
245964545,245,125,65535,0,0,0
246265571,246,125,65535,0,0,0
246466943,246,125,65535,0,0,0
246768541,246,125,65535,0,0,0
246969532,246,125,65535,0,0,0
247275184,247,125,65535,0,0,0
247479530,247,125,65535,0,0,0
247785532,247,125,65535,0,0,0
247989530,247,125,65535,0,0,0
248193545,247,125,65535,0,0,0
248499596,248,125,65535,0,0,0
248703552,248,125,65535,0,0,0
249009530,248,125,65535,0,0,0
249213568,248,125,65535,0,0,0
249519530,249,125,65535,0,0,0
249723532,249,125,65535,0,0,0
250029530,249,125,65535,0,0,0
250233532,249,125,65535,0,0,0
250437536,250,125,65535,0,0,0
250743536,250,125,65535,0,0,0
250947530,250,125,65535,0,0,0
251253046,251,125,65535,0,0,0
251457530,251,125,65535,0,0,0
251763533,251,125,65535,0,0,0
251964532,251,125,65535,0,0,0
252265808,252,125,65535,0,0,0
252468531,252,125,65535,0,0,0
252774589,252,125,65535,0,0,0
252979072,252,125,65535,0,0,0
253284532,253,125,65535,0,0,0
253487182,253,125,65535,0,0,0
253689580,253,125,65535,0,0,0
253995543,253,125,65535,0,0,0
254199530,253,125,65535,0,0,0
254505532,254,125,65535,0,0,0
254709573,254,125,65535,0,0,0
255015532,254,125,65535,0,0,0
255219536,254,125,65535,0,0,0
255525530,255,125,65535,0,0,0
255729556,255,125,65535,0,0,0
256032530,255,125,65535,0,0,0
256236530,255,125,65535,0,0,0
256439750,256,125,65535,0,0,0
256746545,256,125,65535,0,0,0
256950531,256,125,65535,0,0,0
257256530,257,125,65535,0,0,0
257460032,257,125,65535,0,0,0
257766530,257,125,65535,0,0,0
257967531,257,125,65535,0,0,0
258270530,258,125,65535,0,0,0
258474532,258,125,65535,0,0,0
258778747,258,125,65535,0,0,0
258981851,258,125,65535,0,0,0
259185532,258,125,65535,0,0,0
259491531,259,125,65535,0,0,0
259695530,259,125,65535,0,0,0
260001536,259,125,65535,0,0,0
260205532,259,125,65535,0,0,0
260511530,260,125,65535,0,0,0
260715736,260,125,65535,0,0,0
261021531,260,125,65535,0,0,0
261224620,260,125,65535,0,0,0
261531530,261,125,65535,0,0,0
261735532,261,125,65535,0,0,0
261939531,261,125,65535,0,0,0
262245573,261,125,65535,0,0,0
262449804,262,125,65535,0,0,0
262755676,262,125,65535,0,0,0
262959530,262,125,65535,0,0,0
263263967,263,125,65535,0,0,0
263464614,263,125,65535,0,0,0
263769549,263,125,65535,0,0,0
263970555,263,125,65535,0,0,0
264273532,264,125,65535,0,0,0
264477530,264,125,65535,0,0,0
264783532,264,125,65535,0,0,0
264987530,264,125,65535,0,0,0
265191531,264,125,65535,0,0,0
265494578,265,125,65535,0,0,0
265698764,265,125,65535,0,0,0
266004532,265,125,65535,0,0,0
266208530,265,125,65535,0,0,0
266514532,266,125,65535,0,0,0
266718530,266,125,65535,0,0,0
267024532,266,125,65535,0,0,0
267228531,266,125,65535,0,0,0
267534532,267,125,65535,0,0,0
267738614,267,125,65535,0,0,0
267939529,267,125,65535,0,0,0
268245531,267,125,65535,0,0,0
268449530,268,125,65535,0,0,0
268755533,268,125,65535,0,0,0
268958601,268,125,65535,0,0,0
269263582,269,125,65535,0,0,0
269464844,269,125,65535,0,0,0
269766530,269,125,65535,0,0,0
269967534,269,125,65535,0,0,0
270270530,270,125,65535,0,0,0
270474664,270,125,65535,0,0,0
270780530,270,125,65535,0,0,0
270984532,270,125,65535,0,0,0
271188530,270,125,65535,0,0,0
271495084,271,125,65535,0,0,0
271698530,271,125,65535,0,0,0
272004532,271,125,65535,0,0,0
272208623,271,125,65535,0,0,0
272514545,272,125,65535,0,0,0
272718530,272,125,65535,0,0,0
273024532,272,125,65535,0,0,0
273225580,272,125,65535,0,0,0
273526566,273,125,65535,0,0,0
273729728,273,125,65535,0,0,0
274035532,273,125,65535,0,0,0
274239530,273,125,65535,0,0,0
274441983,274,125,65535,0,0,0
274743535,274,125,65535,0,0,0
274944534,274,125,65535,0,0,0
275247530,274,125,65535,0,0,0
275451529,275,125,65535,0,0,0
275757530,275,125,65535,0,0,0
275961530,275,125,65535,0,0,0
276265842,276,125,65535,0,0,0
276468529,276,125,65535,0,0,0
276774531,276,125,65535,0,0,0
276978529,276,125,65535,0,0,0
277284531,277,125,65535,0,0,0
277488529,277,125,65535,0,0,0
277692529,277,125,65535,0,0,0
