timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
163969020,0,0,160,151,79,60,35
164974274,0,0,164,158,83,66,38
166013355,0,0,164,158,76,64,38
166937677,0,0,164,158,94,64,43
167973664,0,0,164,159,90,71,43
168900353,0,0,164,156,91,54,40
169938238,0,0,164,156,91,59,45
170879844,0,0,164,156,96,61,35
171890093,0,0,164,157,100,61,40
172923040,0,0,165,158,100,61,41
173893332,0,0,165,158,98,60,41
174943679,0,0,165,158,97,59,31
175945332,0,0,165,157,88,79,42
176991679,0,0,161,153,87,62,46
177902677,0,0,158,150,97,75,41
178868679,0,0,157,150,100,71,37
179914105,0,0,157,147,97,93,39
180865684,0,0,158,152,97,76,38
182073325,0,0,161,154,77,62,48
183000361,0,0,156,145,89,74,37
183926589,0,0,151,144,89,66,34
184963703,0,0,143,134,87,61,40
185889502,0,0,134,126,99,69,40
186920281,0,0,129,120,100,60,46
187967110,0,0,131,124,84,61,32
189010065,0,0,135,126,86,67,39
190168174,0,0,138,132,56,67,30
190931346,0,0,138,130,89,61,38
192132377,0,0,133,124,59,60,44
193012489,0,0,129,122,87,63,43
193890262,0,0,133,130,97,60,36
194959278,0,0,133,127,98,63,45
195976327,0,0,128,112,98,66,40
196933093,0,0,124,112,94,65,39
197945488,0,0,119,109,80,58,40
198866728,0,0,121,112,97,66,40
199894546,1,0,111,92,97,65,38
200937678,1,0,120,114,97,65,40
201949651,1,0,114,97,93,65,41
202988567,1,0,116,102,91,62,43
203909283,1,0,107,98,91,62,47
204955537,1,0,100,84,91,63,45
205868161,2,0,98,91,100,65,46
206992575,3,0,95,85,86,59,49
208114947,5,0,90,79,74,56,42
208995679,7,0,81,79,100,92,42
209955677,10,0,82,75,95,82,46
210874556,15,0,84,76,96,62,46
211889310,15,0,86,79,93,60,49
212912851,15,0,87,82,96,61,48
214317267,16,0,81,81,27,60,58
215473305,16,0,75,81,16,56,58
216201679,17,0,75,81,65,57,58
217318781,19,0,74,69,63,55,50
218046732,19,0,74,69,90,59,50
218974910,23,0,72,69,76,56,50
219903631,26,0,72,69,97,55,50
221244797,26,0,72,69,48,59,50
222519007,34,0,75,68,14,58,55
223133161,34,0,75,68,80,58,55
224053926,36,0,75,68,95,56,55
224973321,38,0,75,68,99,60,55
225901406,41,0,74,67,96,61,58
227291676,43,0,73,69,72,58,59
227979054,44,0,73,66,100,55,51
228988320,46,0,73,66,89,59,51
230028015,48,0,72,67,90,58,48
230948907,51,0,73,68,90,56,58
231899255,53,0,73,68,99,59,58
232917007,54,0,71,68,100,61,58
233979595,56,0,71,64,97,56,50
234934048,58,0,73,68,94,55,56
235872429,60,0,69,69,100,59,57
236949578,64,0,72,69,95,56,57
237915663,66,0,72,69,97,58,57
239039203,66,0,72,69,93,56,57
239962276,67,0,71,68,76,56,49
240917072,69,0,71,68,94,56,49
242041459,72,0,72,68,89,60,49
242949569,73,0,72,68,98,54,49
243902170,75,0,73,67,100,55,49
245045083,77,0,70,63,83,40,47
245965757,80,0,80,67,93,49,52
247123053,81,0,91,85,78,45,44
248317349,82,0,101,96,42,57,54
248871680,84,0,100,90,97,60,48
249879125,84,0,104,94,97,65,49
250895735,89,0,103,95,95,68,54
251876797,94,0,101,92,98,66,55
252871282,97,0,100,92,100,63,51
254052259,98,0,104,97,78,65,58
254981725,98,0,105,97,93,65,48
255882550,99,0,105,97,96,67,43
256982677,99,0,106,97,88,68,48
257906229,99,0,107,99,95,64,52
258929937,99,0,107,99,97,58,53
259935582,100,0,107,99,98,59,42
260931676,100,0,105,98,100,72,53
262069116,105,0,98,93,80,59,52
262868207,106,0,102,93,97,57,52
263883678,106,0,108,100,100,55,57
264910610,106,0,107,96,97,76,54
265894678,106,0,109,102,95,60,53
266921351,106,0,100,89,95,86,46
267924677,107,0,99,89,97,56,46
268921049,107,0,91,87,85,65,52
270075432,109,0,89,82,77,58,49
271427375,111,0,83,82,30,62,49
272153923,111,0,84,77,64,61,53
273047677,112,0,94,88,78,56,55
273928251,114,0,100,91,97,52,53
275041306,114,0,101,93,87,55,59
276162158,114,0,106,98,72,55,47
277906682,124,0,95,87,100,62,50
