timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
207455940,1,0,1,0,0,0,0
207962847,1,0,1,0,0,0,0
208468686,1,0,1,0,0,0,0
208974684,1,0,1,0,0,0,0
209481684,1,0,1,0,0,0,0
209987846,1,0,1,0,0,0,0
210493698,1,0,1,0,0,0,0
210999684,1,0,1,0,0,0,0
211505685,1,0,1,0,0,0,0
212012831,1,0,1,0,0,0,0
212518684,1,0,1,0,0,0,0
213024714,1,0,1,0,0,0,0
213531698,1,0,1,0,0,0,0
214037684,1,0,1,0,0,0,0
214543881,1,0,1,0,0,0,0
215049683,1,0,1,0,0,0,0
215555683,1,0,1,0,0,0,0
216062230,1,0,1,0,0,0,0
216567683,1,0,1,0,0,0,0
217073851,1,0,1,0,0,0,0
217579684,1,0,1,0,0,0,0
218085683,1,0,1,0,0,0,0
218591686,1,0,1,0,0,0,0
219097685,1,0,1,0,0,0,0
219603863,1,0,1,0,0,0,0
220109698,1,0,1,0,0,0,0
220616168,1,0,1,0,0,0,0
221121683,1,0,1,0,0,0,0
221628787,1,0,1,0,0,0,0
222134684,1,0,1,0,0,0,0
222640684,1,0,1,0,0,0,0
223146694,1,0,1,0,0,0,0
223652696,1,0,1,0,0,0,0
224158708,1,0,1,0,0,0,0
224664685,1,0,1,0,0,0,0
224831103,1,0,1,0,0,0,0
225336706,1,0,1,0,0,0,0
225842684,1,0,1,0,0,0,0
226348684,1,0,1,0,0,0,0
226854683,1,0,1,0,0,0,0
227360829,1,0,1,0,0,0,0
227866696,1,0,1,0,0,0,0
228372682,1,0,1,0,0,0,0
228878699,1,0,1,0,0,0,0
229385179,1,0,1,0,0,0,0
229890895,1,0,1,0,0,0,0
230396695,1,0,1,0,0,0,0
230902685,1,0,1,0,0,0,0
231408683,1,0,1,0,0,0,0
231914683,1,0,1,0,0,0,0
232420830,1,0,1,0,0,0,0
232926858,1,0,1,0,0,0,0
233432684,1,0,1,0,0,0,0
233938684,1,0,1,0,0,0,0
234444683,1,0,1,0,0,0,0
234951863,1,0,1,0,0,0,0
235457757,1,0,1,0,0,0,0
235963759,1,0,1,0,0,0,0
236469685,1,0,1,0,0,0,0
236975685,1,0,1,0,0,0,0
237481683,1,0,1,0,0,0,0
237987683,1,0,1,0,0,0,0
238493683,1,0,1,0,0,0,0
238999683,1,0,1,0,0,0,0
239505802,1,0,1,0,0,0,0
240011683,1,0,1,0,0,0,0
240517684,1,0,1,0,0,0,0
241023687,1,0,1,0,0,0,0
241529683,1,0,1,0,0,0,0
242035684,1,0,1,0,0,0,0
242541697,1,0,1,0,0,0,0
243047703,1,0,1,0,0,0,0
243553696,1,0,1,0,0,0,0
244060684,1,0,1,0,0,0,0
244566692,1,0,1,0,0,0,0
245061894,1,0,1,0,0,0,0
245238406,1,0,1,0,0,0,0
245743683,1,0,1,0,0,0,0
246216990,1,0,1,0,0,0,0
246370833,1,0,1,0,0,0,0
246876696,1,0,1,0,0,0,0
247382706,1,0,1,0,0,0,0
247624832,1,0,1,0,0,0,0
247712684,1,0,1,0,0,0,0
248218682,1,0,1,0,0,0,0
248493897,1,0,1,0,0,0,0
248504831,1,0,1,0,0,0,0
249010936,1,0,1,0,0,0,0
249517226,1,0,1,0,0,0,0
250022683,1,0,1,0,0,0,0
250528683,1,0,1,0,0,0,0
251034829,1,0,1,0,0,0,0
251540684,1,0,1,0,0,0,0
252046693,1,0,1,0,0,0,0
252552714,1,0,1,0,0,0,0
253058784,1,0,1,0,0,0,0
253564864,1,0,1,0,0,0,0
253619688,1,0,1,0,0,0,0
254125721,1,0,1,0,0,0,0
254631684,1,0,1,0,0,0,0
255137684,1,0,1,0,0,0,0
255643703,1,0,1,0,0,0,0
256149683,1,0,1,0,0,0,0
256655702,1,0,1,0,0,0,0
257161703,1,0,1,0,0,0,0
257667823,1,0,1,0,0,0,0
258173965,1,0,1,0,0,0,0
258679684,1,0,1,0,0,0,0
259186693,1,0,1,0,0,0,0
259693026,1,0,1,0,0,0,0
260198722,1,0,1,0,0,0,0
260704831,1,0,1,0,0,0,0
261210683,1,0,1,0,0,0,0
261716692,1,0,1,0,0,0,0
262201379,1,0,1,0,0,0,0
262211952,1,0,1,0,0,0,0
262717702,1,0,1,0,0,0,0
263015236,1,0,1,0,0,0,0
263025845,1,0,1,0,0,0,0
263531734,1,0,1,0,0,0,0
263597872,1,0,1,0,0,0,0
263608914,1,0,1,0,0,0,0
263916863,1,0,1,0,0,0,0
263928212,1,0,1,0,0,0,0
264433696,1,0,1,0,0,0,0
264939684,1,0,1,0,0,0,0
265445683,1,0,1,0,0,0,0
265953683,1,0,1,0,0,0,0
266459865,1,0,1,0,0,0,0
266965797,1,0,1,0,0,0,0
267471686,1,0,1,0,0,0,0
267978155,1,0,1,0,0,0,0
268407784,1,0,1,0,0,0,0
268418917,1,0,1,0,0,0,0
268924723,1,0,1,0,0,0,0
269430684,1,0,1,0,0,0,0
269936684,1,0,1,0,0,0,0
270442685,1,0,1,0,0,0,0
270948830,1,0,1,0,0,0,0
271455321,1,0,1,0,0,0,0
271960686,1,0,1,0,0,0,0
272466694,1,0,1,0,0,0,0
272972683,1,0,1,0,0,0,0
273478829,1,0,1,0,0,0,0
273984687,1,0,1,0,0,0,0
274490684,1,0,1,0,0,0,0
274996694,1,0,1,0,0,0,0
275502684,1,0,1,0,0,0,0
276009528,1,0,1,0,0,0,0
276118970,1,0,1,0,0,0,0
276624702,1,0,1,0,0,0,0
277130684,1,0,1,0,0,0,0
277636715,1,0,1,0,0,0,0
