timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
164534747,164534635,0.014423043,0.0,0.0
164537235,164537129,0.014423043,0.0,0.0
164557201,164557082,0.014423043,0.0,0.0
164574642,164574540,0.014423043,0.0,0.0
164597087,164596987,0.014423043,0.0,0.0
164617040,164616939,0.014423043,0.0,0.0
164637163,164636892,0.014423043,0.0,0.0
164656946,164656844,0.014423043,0.0,0.0
164676897,164676797,0.014423043,0.0,0.0
164696850,164696749,0.014423043,0.0,0.0
164714328,164714208,0.014423043,0.0,0.0
164736777,164736655,0.014423043,0.0,0.0
164756708,164756607,0.014423043,0.0,0.0
164779157,164779054,0.014423043,0.0,0.0
164796611,164796512,0.014423043,0.0,0.0
164816565,164816465,0.014423043,0.0,0.0
164836678,164836417,0.014423043,0.0,0.0
164856495,164856370,0.014423043,0.0,0.0
164876423,164876322,0.014423043,0.0,0.0
164896376,164896275,0.014423043,0.0,0.0
164918829,164918721,0.014423043,0.0,0.0
164936285,164936180,0.014423043,0.0,0.0
164956234,164956132,0.014423043,0.0,0.0
164978685,164978579,0.014423043,0.0,0.0
164996140,164996037,0.014423043,0.0,0.0
165016091,165015990,0.014423043,0.0,0.0
165036171,165035942,0.014423043,0.0,0.0
165058492,165058389,0.014423043,0.0,0.0
165075948,165075847,0.014423043,0.0,0.0
165095902,165095800,0.014423043,0.0,0.0
165118349,165118247,0.014423043,0.0,0.0
165135809,165135705,0.014423043,0.0,0.0
165155759,165155658,0.014423043,0.0,0.0
165178205,165178104,0.014423043,0.0,0.0
165198158,165198057,0.014423043,0.0,0.0
165215615,165215515,0.014423043,0.0,0.0
165235694,165235468,0.014423043,0.0,0.0
165258018,165257914,0.014423043,0.0,0.0
165275474,165275373,0.014423043,0.0,0.0
165295424,165295325,0.014423043,0.0,0.0
165317874,165317772,0.014423043,0.0,0.0
165337843,165337724,0.014423043,0.0,0.0
165355282,165355183,0.014423043,0.0,0.0
165377731,165377629,0.014423043,0.0,0.0
165397688,165397582,0.014423043,0.0,0.0
165415137,165415040,0.014423043,0.0,0.0
165435275,165434993,0.014423043,0.0,0.0
165457542,165457440,0.014423043,0.0,0.0
165477500,165477392,0.014423043,0.0,0.0
165494947,165494850,0.014423043,0.0,0.0
165517397,165517297,0.014423043,0.0,0.0
165537349,165537249,0.014423043,0.0,0.0
165554806,165554708,0.014423043,0.0,0.0
165577274,165577155,0.014423043,0.0,0.0
165597221,165597107,0.014423043,0.0,0.0
165617174,165617060,0.014423043,0.0,0.0
165634716,165634518,0.014423043,0.0,0.0
165657064,165656964,0.014423043,0.0,0.0
165677016,165676917,0.014423043,0.0,0.0
165694474,165694375,0.014423043,0.0,0.0
165716936,165716822,0.014423043,0.0,0.0
165736875,165736775,0.014423043,0.0,0.0
165759343,165759221,0.014423043,0.0,0.0
165776783,165776680,0.014423043,0.0,0.0
165796740,165796632,0.014423043,0.0,0.0
165816692,165816585,0.014423043,0.0,0.0
165834234,165834043,0.014423043,0.0,0.0
165856601,165856490,0.014423043,0.0,0.0
165876550,165876442,0.014423043,0.0,0.0
165898991,165898889,0.014423043,0.0,0.0
165916450,165916347,0.014423043,0.0,0.0
165936404,165936300,0.014423043,0.0,0.0
165958852,165958746,0.014423043,0.0,0.0
165976310,165976206,0.014423043,0.0,0.0
