timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
87613831,0.0,0.0,0.0
165741865,0.0,0.0,0.0
165744357,0.0,0.0,0.0
165943887,0.0,0.0,0.0
166143410,0.0,0.0,0.0
166342935,0.0,0.0,0.0
166542460,0.0,0.0,0.0
166741986,0.0,0.0,0.0
166941512,0.0,0.0,0.0
167143553,0.0,0.0,0.0
167343057,0.0,0.0,0.0
167542580,0.0,0.0,0.0
167742108,0.0,0.0,0.0
167941632,0.0,0.0,0.0
168141157,0.0,0.0,0.0
168340695,0.0,0.0,0.0
168545206,0.0,0.0,0.0
168744721,0.0,0.0,0.0
168944247,0.0,0.0,0.0
169143771,0.0,0.0,0.0
169343296,0.0,0.0,0.0
169542830,0.0,0.0,0.0
169742393,0.0,0.0,0.0
169941873,0.0,0.0,0.0
170143892,0.0,0.0,0.0
170343414,0.0,0.0,0.0
170542941,0.0,0.0,0.0
170742468,0.0,0.0,0.0
170941993,0.0,0.0,0.0
171141520,0.0,0.0,0.0
171343539,0.0,0.0,0.0
171543062,0.0,0.0,0.0
171742589,0.0,0.0,0.0
171942116,0.0,0.0,0.0
172141636,0.0,0.0,0.0
172341166,0.0,0.0,0.0
172540691,0.0,0.0,0.0
172745202,0.0,0.0,0.0
172944729,0.0,0.0,0.0
173144252,0.0,0.0,0.0
173343783,0.0,0.0,0.0
173543307,0.0,0.0,0.0
173742832,0.0,0.0,0.0
173942352,0.0,0.0,0.0
174141886,0.0,0.0,0.0
174343897,0.0,0.0,0.0
174543426,0.0,0.0,0.0
174742966,0.0,0.0,0.0
174942491,0.0,0.0,0.0
175141999,0.0,0.0,0.0
175341548,0.0,0.0,0.0
175543548,0.0,0.0,0.0
175743075,0.0,0.0,0.0
175942599,0.0,0.0,0.0
176142122,0.0,0.0,0.0
176341649,0.0,0.0,0.0
176541172,0.0,0.0,0.0
176740700,0.0,0.0,0.0
176945230,0.0,0.0,0.0
177144740,0.0,0.0,0.0
177344265,0.0,0.0,0.0
177543796,0.0,0.0,0.0
177743312,0.0,0.0,0.0
177942839,0.0,0.0,0.0
178142364,0.0,0.0,0.0
178341905,0.0,0.0,0.0
178543917,0.0,0.0,0.0
178743441,0.0,0.0,0.0
178942967,0.0,0.0,0.0
179142493,0.0,0.0,0.0
179342018,0.0,0.0,0.0
179541707,0.0,0.0,0.0
179738580,0.0,0.0,0.0
179943198,0.0,0.0,0.0
180142709,0.00685403,0.01329907,-0.0050487705
180342241,0.015093307,0.033409372,-0.017949153
180541739,0.01942009,0.049013805,-0.02279848
180741256,0.025975263,0.07262752,-0.02300136
180940838,0.029109776,0.08488996,-0.03493505
181145226,0.025455672,0.09250725,-0.043520924
181344751,0.032748066,0.09917297,-0.0641115
181544276,0.03035417,0.10004341,-0.06453501
181743801,0.03178357,0.10065809,-0.07271555
181943369,0.01460415,0.076755725,-0.057592288
182142849,0.009925868,0.04852067,-0.049881287
182342376,0.016516175,0.038185403,-0.05007105
182541921,0.005206121,0.018697543,-0.053986505
182743918,0.007075019,0.0026405607,-0.060880993
182943444,-0.0016655879,-0.011590258,-0.06569788
183142967,-0.016215794,-0.034800477,-0.069088235
183342496,-0.03680963,-0.043303184,-0.068286695
183542019,-0.05795091,-0.052054733,-0.065465175
183741544,-0.08091882,-0.054487493,-0.057475753
183943566,-0.07859754,-0.05029004,-0.056112815
184143087,-0.091783576,-0.048033815,-0.059319768
184342611,-0.09661696,-0.044508487,-0.059437275
184542137,-0.09734175,-0.04256221,-0.060769647
184741675,-0.10691962,-0.04276546,-0.059988137
184941185,-0.11277768,-0.05325566,-0.05274186
185140710,-0.11148894,-0.051402345,-0.051242474
185345221,-0.1310107,-0.047884103,-0.054084916
185544748,-0.13214017,-0.069164686,-0.04507135
185744271,-0.13154067,-0.061729874,-0.0371041
185943796,-0.13408539,-0.050364,-0.039358642
186143322,-0.13936017,-0.034576114,-0.043667756
186342845,-0.14679721,-0.045625567,-0.04194526
186542368,-0.14575675,-0.064620525,-0.04316278
186741899,-0.13417144,-0.06341451,-0.050289195
186943912,-0.1474013,-0.0601215,-0.06284921
