timestamp,normalized_wheel_setpoint
164534953,0.009615483
164540193,0.009615483
164634737,0.009615483
164734429,0.009615483
164834237,0.009615483
164933961,0.009615483
165033890,0.009615483
165133565,0.009615483
165233398,0.009615483
165338313,0.009615483
165432936,0.009615483
165537750,0.009615483
165632410,0.009615483
165737346,0.009615483
165831953,0.009615483
165936843,0.009615483
166036649,0.009615483
166136362,0.009615483
166236177,0.009615483
166335882,0.009615483
166435722,0.009615483
166535393,0.009615483
166635192,0.009615483
166734975,0.009615483
166834715,0.009615483
166934446,0.009615483
167034221,0.009615483
167133993,0.009615483
167233773,0.009615483
167333534,0.009615483
167438005,0.009615483
167533020,0.009615483
167637579,0.009615483
167732544,0.009615483
167837067,0.009615483
167932132,0.009615483
168036579,0.009615483
168136379,0.009615483
168236105,0.009615483
168335885,0.009615483
168435634,0.009615483
168535406,0.009615483
168635156,0.009615483
168734921,0.009615483
168834725,0.009615483
168934442,0.009615483
169034211,0.009615483
169134007,0.009615483
169233734,0.009615483
169333508,0.009615483
169433272,0.009615483
169538527,0.009615483
169632792,0.009615483
169737834,0.009615483
169832321,0.009615483
169937314,0.009615483
170031876,0.009615483
170136856,0.009615483
170236620,0.009615483
170336362,0.009615483
170436109,0.009615483
170535909,0.009615483
170635703,0.009615483
170735391,0.009615483
170835171,0.009615483
170934930,0.009615483
171034711,0.009615483
171134442,0.009615483
171234211,0.009615483
171334068,0.009615483
171433744,0.009615483
171533491,0.009615483
171638018,0.009615483
171733058,0.009615483
171837538,0.009615483
171932581,0.009615483
172037070,0.009615483
172132112,0.009615483
172236632,0.009615483
172336372,0.009615483
172436138,0.009615483
172535884,0.009615483
172635644,0.009615483
172735396,0.009615483
172835206,0.009615483
172934929,0.009615483
173034696,0.009615483
173134484,0.009615483
173234218,0.009615483
173333976,0.009615483
173433744,0.009615483
173533506,0.009615483
173633265,0.009615483
173738567,0.009615483
173832788,0.009615483
173937864,0.009615483
174032311,0.009615483
174137336,0.009615483
174231842,0.009615483
174336883,0.009615483
174436688,0.009615483
174536384,0.009615483
174636116,0.009615483
174735956,0.009615483
174835674,0.009615483
174935420,0.009615483
175035179,0.009615483
175134981,0.009615483
175234711,0.009615483
175334517,0.009615483
175434221,0.009615483
175534044,0.009615483
175633815,0.009615483
175733516,0.009615483
175838025,0.009615483
175933042,0.009615483
176037550,0.009615483
176132633,0.009615483
176237070,0.009615483
176332101,0.009615483
176436599,0.009615483
176536375,0.009615483
176636127,0.009615483
176735915,0.009615483
176835653,0.0072116363
176935428,-0.0023979573
177035180,-0.004796039
177134960,0.009615483
177234740,0.00480779
177334476,0.009615483
177434229,0.0072116363
177534001,0.009615483
177633756,0.009615483
177733535,0.009615483
177833307,0.009615483
177938334,0.009615483
178032832,0.009615483
178137866,0.009615483
178232325,0.00480779
178337390,0.009615483
178431865,0.009615483
178536916,0.009615483
178636614,-0.016786447
178736435,0.009615483
178836138,0.009615483
178935992,0.009615483
179035646,0.009615483
179135550,0.009615483
179235183,0.009615483
179335027,0.009615483
179434758,0.009615483
179534520,0.009615483
179634226,0.009615483
179734096,0.009615483
179833753,0.009615483
179933582,0.009615483
180038070,0.009615483
180133082,0.009615483
180237578,0.009615483
180332654,0.009615483
180437091,0.009615483
180532139,0.009615483
180636620,0.009615483
180736504,0.009615483
180836127,0.009615483
180936056,0.009615483
181035677,0.009615483
181135529,0.009615483
181235181,0.009615483
181335038,0.009615483
181434710,0.009615483
181534573,0.009615483
181634249,0.009615483
181734065,0.009615483
181833764,0.009615483
181933625,0.009615483
182033293,0.009615483
182138351,0.009615483
182232825,0.009615483
182337862,0.009615483
182432343,0.009615483
182537402,0.009615483
182631867,0.009615483
182736926,0.009615483
182836672,0.009615483
182936393,0.009615483
183036141,0.009615483
183135981,0.009615483
183235682,0.009615483
183335424,0.009615483
183435242,0.009615483
183539705,0.009615483
183634713,0.009615483
183734472,0.009615483
