timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
22240673,22196125,-6.462231,-6.433712,1.0
23263292,23230198,2.4127142,2.4016488,1.0
24290924,24256781,-6.468873,-6.4403396,1.0
25278541,25251226,1.6346236,1.6274258,1.0
26266220,26238040,0.6177836,0.61506563,1.0
27293811,27253487,1.0475595,1.0429513,1.0
28251566,28223491,1.2356478,1.230206,1.0
29239261,29210197,1.2356453,1.2302147,1.0
30291782,30256791,2.2276251,2.2177966,1.0
31294440,31268930,2.0951695,2.0859358,1.0
32227296,32200206,-9.300955,-9.259943,1.0
33239893,33200076,-8.505077,-8.467542,1.0
34292542,34264551,1.2356478,1.2301881,1.0
35280168,35253490,1.6778362,1.6704228,1.0
36252982,36216785,2.7457137,2.7336028,1.0
37240625,37211210,2.3526363,2.3422532,1.0
38278108,38255767,2.2276251,2.217779,1.0
39280772,39253505,2.5845826,2.5731368,1.0
40213587,40186784,2.5845826,2.5731597,1.0
41281097,41240077,-2.5753598,-2.563967,1.0
42238862,42206862,-2.3848934,-2.3743458,1.0
43251503,43224552,-1.1558965,-1.1507748,1.0
44254167,44228957,1.4489341,1.4425334,1.0
45226897,45198050,-3.6551774,-3.638922,1.0
46294408,46264554,-2.0491478,-2.040315,1.0
47252284,47223487,-1.3815482,-1.3754933,1.0
48279794,48253495,-2.0139167,-2.004848,1.0
49252516,49224557,-5.8286614,-5.802779,1.0
50280152,50255768,4.121475,4.1035094,1.0
51267877,51242444,4.58199,4.5619783,1.0
52265500,52236781,-2.737034,-2.7251234,1.0
53253214,53233507,4.258135,4.23986,1.0
54265872,54233506,-6.593797,-6.5655117,1.0
55293546,55253494,-5.9501896,-5.9247723,1.0
56241232,56215760,-10.629662,-10.584535,1.0
57254022,57209491,-6.078711,-6.0542564,1.0
58251588,58228962,-2.76306,-2.7520034,1.0
59279160,59253490,1.3986628,1.3930613,1.0
60251923,60224553,3.089172,3.0769863,1.0
61224655,61196781,4.2749104,4.258038,1.0
62267203,62246825,-2.1843972,-2.1758153,1.0
63279851,63243508,-4.8353405,-4.8173165,1.0
64267550,64222849,-5.935738,-5.9136786,1.0
65265224,65240201,-8.6303835,-8.59845,1.0
66292839,66264553,-9.246932,-9.21341,1.0
67240650,67203487,-6.1976457,-6.175451,1.0
68278248,68253498,-3.8460085,-3.8329546,1.0
69280884,69255767,3.980124,3.9660254,1.0
70293524,70273485,3.6025653,3.5906541,1.0
71251302,71240066,-2.96305,-2.953438,1.0
72278902,72243484,-1.9043168,-1.8981776,1.0
73276585,73251205,-2.3117473,-2.304411,1.0
74294213,74264570,1.4489341,1.4444348,1.0
75251994,75224540,-4.4338174,-4.4202113,1.0
76289765,76273484,-3.1503704,-3.1408362,1.0
77292239,77266777,1.0475595,1.0444498,1.0
78264995,78242429,1.2356478,1.2320108,1.0
79292587,79264552,-7.0714645,-7.050576,1.0
80240383,80211222,2.2276251,2.2211404,1.0
81253031,81226797,-9.114399,-9.088191,1.0
82280651,82253498,-6.162903,-6.1461105,1.0
83293285,83266786,-5.2606926,-5.2462606,1.0
84266028,84240209,-4.607965,-4.595183,1.0
85253726,85228938,-3.2399719,-3.2307518,1.0
86281397,86253485,-1.0245967,-1.021609,1.0
