timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
22265907,0,0,-29,1,0
24271657,0,0,-29,1,0
26296749,0,0,-29,1,0
28321902,0,0,-29,1,0
30347648,0,0,-29,1,0
32362745,0,0,-29,1,0
34387939,0,0,-29,1,0
36413025,0,0,-29,1,0
38438307,0,0,-29,1,0
40463467,0,0,-29,1,0
42488961,0,0,-29,1,0
44514467,0,0,-29,1,0
46539175,0,0,-29,1,0
48564424,0,0,-29,1,0
50580235,0,0,-29,1,0
52605029,0,0,-29,1,0
54630337,0,0,-29,1,0
56655788,0,0,-29,1,0
58680912,0,0,-29,1,0
60706227,0,0,-29,1,0
62731577,0,0,-29,1,0
64756804,0,0,-29,1,0
66772081,0,0,-29,1,0
68797976,0,0,-29,1,0
70822649,0,0,-29,1,0
72847936,0,0,-29,1,0
74873322,0,0,-29,1,0
76898525,0,0,-29,1,0
78923744,0,0,-29,1,0
80949153,0,0,-29,1,0
82974552,0,0,-29,1,0
84989714,0,0,-29,1,0
