timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
8006696,0,0,153,147,78,82,80
8946063,0,0,144,140,87,83,82
9966858,0,0,134,132,77,82,77
11012980,1,0,137,131,67,80,74
11933170,1,0,145,135,82,75,87
12974725,1,0,155,161,71,74,86
13885909,1,0,157,163,95,68,88
14923223,1,0,154,148,93,76,74
15883595,1,0,160,157,97,82,74
16936371,1,0,163,163,94,84,84
17867622,1,0,171,169,100,75,82
19054150,1,0,174,167,74,76,78
19932870,1,0,179,175,100,76,86
20939296,1,0,180,178,98,74,83
21986489,1,0,176,175,90,76,86
22938844,1,0,187,184,98,83,86
23885341,1,0,193,193,97,74,78
24871642,1,0,184,193,100,76,85
25948071,1,0,170,168,93,74,81
26941114,1,0,179,175,100,77,86
27995079,1,0,188,186,88,76,89
29186693,1,0,191,191,67,82,90
29955390,1,0,191,191,89,77,86
30917739,1,0,188,191,87,70,74
31920395,1,0,182,184,92,81,86
33076394,1,0,179,177,72,85,72
33958309,1,0,178,176,97,69,85
34960176,1,0,173,169,93,82,86
35910369,1,0,179,159,97,74,86
36923293,1,0,177,176,88,73,78
37964712,1,0,183,179,90,78,75
