timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
8944871,63.987305,102708.35,0,15,59105,65536,0,3,1,207
9945704,162.71973,162.48315,0,15,3231,65536,0,3,1,207
10946444,201.25879,100.51902,0,16,4360,65536,0,3,1,207
11947446,243.36914,81.03666,0,16,4587,65536,0,3,1,207
12948401,284.77148,71.11903,0,16,4490,65536,0,3,1,207
13949413,328.333,65.59883,0,16,2234,65536,0,3,1,207
14950401,367.43848,61.177006,0,16,4344,65536,0,3,1,207
15951459,409.08398,58.380432,0,16,4663,65536,0,3,1,207
16952418,452.11328,56.456505,0,16,3512,65536,0,3,1,207
17953401,492.8662,54.707275,0,16,4059,65536,0,3,1,207
18954401,537.30566,53.676067,0,16,1815,65536,0,3,1,207
19955400,580.5908,52.72753,0,16,170,65536,0,3,1,207
20956415,622.3828,51.812695,0,16,132,65536,0,3,1,207
21957492,660.42773,50.750427,0,16,3633,65536,0,3,1,207
22958566,701.01465,50.021317,0,16,3083,65536,0,3,1,207
23959413,740.86035,49.340805,0,16,2491,65536,0,3,1,207
24960400,780.21875,48.714497,0,16,2918,65536,0,3,1,207
25961400,818.61523,48.1053,0,16,3612,65536,0,3,1,207
26963069,862.583,47.871223,0,16,223,65536,0,3,1,207
27963397,900.26074,47.334435,0,17,2087,65536,0,3,1,207
28964400,942.04395,47.054787,0,17,2282,65536,0,3,1,207
29965405,984.46484,46.832096,0,17,2322,65536,0,3,1,207
30966403,1028.0107,46.680748,0,17,2107,65536,0,3,1,207
31967412,1072.207,46.570793,0,17,558,65536,0,3,1,207
32968401,1113.0801,46.33171,0,17,2538,65536,0,3,1,207
33969399,1156.1484,46.19946,0,17,3514,65536,0,3,1,207
34970403,1201.3164,46.15804,0,17,2405,65536,0,3,1,207
35971406,1246.4082,46.11688,0,17,649,65536,0,3,1,207
36972577,1288.4375,45.969116,0,17,2157,65536,0,3,1,207
37973397,1332.4258,45.899582,0,17,671,65536,0,3,1,207
