timestamp,normalized_wheel_setpoint
8942863,0.009615483
8948191,0.009615483
9042622,0.009615483
9147822,0.009615483
9242114,0.009615483
9347062,0.009615483
9441635,0.009615483
9546543,0.009615483
9646297,0.009615483
9746092,0.009615483
9845865,0.009615483
9945583,0.009615483
10045331,0.009615483
10145022,0.009615483
10244790,0.009615483
10344582,0.009615483
10444265,0.009615483
10544050,0.009615483
10643769,0.009615483
10743590,0.0072116363
10843262,0.009615483
10943090,0.0072116363
11047522,0.00480779
11142531,0.00480779
11247066,0.0072116363
11342044,0.00480779
11446546,-0.009592202
11541566,0.0024039438
11646014,0.00480779
11745760,0.009615483
11845520,0.009615483
11945272,0.009615483
12045012,0.009615483
12144762,0.009615483
12244506,0.009615483
12344249,0.009615483
12443982,0.009615483
12543750,0.009615483
12643502,0.009615483
12743322,0.009615483
12843002,0.009615483
12942751,0.009615483
13042551,0.009615483
13147487,0.009615483
13241999,0.009615483
13347036,0.009615483
13441491,0.009615483
13546457,0.009615483
13641042,0.009615483
13745967,0.009615483
13845794,0.009615483
13945486,0.009615483
14045270,0.009615483
14144974,0.009615483
14244792,0.009615483
14344491,0.009615483
14444246,0.009615483
14544016,0.009615483
14643750,0.009615483
14743479,0.009615483
14843296,0.009615483
14942956,0.009615483
15042767,0.009615483
15142460,0.009615483
15246968,0.009615483
15341950,0.009615483
15446492,0.009615483
15541479,0.009615483
15645951,0.009615483
15741002,0.009615483
15845455,0.009615483
15945185,0.009615483
16044900,0.009615483
16144689,0.009615483
16244462,0.009615483
16344176,0.009615483
16443940,0.009615483
16543684,0.009615483
16643517,0.009615483
16743181,0.009615483
16842941,0.009615483
16942676,0.009615483
17042478,0.009615483
17142174,0.009615483
17241971,0.009615483
17346966,0.009615483
17441428,0.009615483
17546382,0.009615483
17640987,0.00480779
17745937,0.0024039438
17840466,0.0072116363
17945416,0.0072116363
18045209,0.009615483
18144933,0.009615483
18244786,0.009615483
18344383,0.009615483
18444176,0.009615483
18543921,0.009615483
