timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
8879685,8856260,5,4,1,0,0,0,0,0,0,0,0,0,0,0
9899773,9876274,5,4,1,0,0,0,0,0,0,0,0,0,0,0
10904627,10881158,5,4,1,0,0,0,0,0,0,0,0,0,0,0
11909524,11886244,5,4,1,0,0,0,0,0,0,0,0,0,0,0
12926971,12903558,5,4,1,0,0,0,0,0,0,0,0,0,0,0
13944510,13921036,5,4,1,0,0,0,0,0,0,0,0,0,0,0
14959345,14935957,5,4,1,0,0,0,0,0,0,0,0,0,0,0
15979332,15955883,5,4,1,0,0,0,0,0,0,0,0,0,0,0
16996720,16973308,5,4,1,0,0,0,0,0,0,0,0,0,0,0
18016701,17993261,5,4,1,0,0,0,0,0,0,0,0,0,0,0
19019175,18995716,5,4,1,0,0,0,0,0,0,0,0,0,0,0
20024116,20000698,5,4,1,0,0,0,0,0,0,0,0,0,0,0
21024119,21000684,5,4,1,0,0,0,0,0,0,0,0,0,0,0
21330845,21307445,6,1,1,0,0,0,0,0,0,0,0,0,0,0
22350753,22327358,6,1,1,0,0,0,0,0,0,0,0,0,0,0
22620110,22596674,7,1,3,0,0,0,0,0,0,0,0,0,0,0
23622737,23601659,7,1,3,0,0,0,0,0,0,0,0,0,0,0
24642502,24619223,7,1,3,0,0,0,0,0,0,0,0,0,0,0
25659951,25636540,7,1,3,0,0,0,0,0,0,0,0,0,0,0
26679899,26656507,7,1,3,0,0,0,0,0,0,0,0,0,0,0
27615135,27594157,8,1,1,0,0,0,0,0,0,0,0,0,0,0
28285868,28262441,9,4,1,0,0,0,0,0,0,0,0,0,0,0
29308287,29284880,9,4,1,0,0,0,0,0,0,0,0,0,0,0
30328257,30304844,9,4,1,0,0,0,0,0,0,0,0,0,0,0
31348199,31324792,9,4,1,0,0,0,0,0,0,0,0,0,0,0
32368134,32344717,9,4,1,0,0,0,0,0,0,0,0,0,0,0
33380669,33359725,9,4,1,0,0,0,0,0,0,0,0,0,0,0
34398054,34374792,9,4,1,0,0,0,0,0,0,0,0,0,0,0
35420959,35397075,9,4,1,0,0,0,0,0,0,0,0,0,0,0
36427962,36404575,9,4,1,0,0,0,0,0,0,0,0,0,0,0
37442991,37422003,9,4,1,0,0,0,0,0,0,0,0,0,0,0
