timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
8928214,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
8948091,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
9027914,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
9147708,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9227249,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9346939,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9426731,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9546441,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9646179,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9745942,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9845744,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
9945482,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10045228,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10144920,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10244684,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10344481,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10444166,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10543950,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10643650,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10743491,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10843164,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
10942990,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11042692,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11142411,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11242201,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11341944,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11441650,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11541467,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11641190,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11740911,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11840643,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
11940419,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
12040201,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
