timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
13071664,0.0,0.0,1.1352463,0.0,0.0,-1.1352463,0.0,0.0,0.0,1,0,0,0,0
26601776,31.185588489865264,117.19755341928408,48.20443,59.1959,193.693,3.3828201,0.040318694,0.06288799,-0.49649453,2,1,1,1,0
30803801,31.1855908842078,117.19755115867213,48.840733,59.462135,193.47794,2.7465172,-0.03956314,0.24014272,-0.107216015,3,1,1,1,0
36361664,31.1855908842078,117.19755115867213,47.705486,59.462135,193.47794,3.8817635,-0.03956314,0.24014272,-0.107216015,4,1,1,1,0
