timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
9890449,9860261,18.120653,17.936785,1.0
10927772,10895979,18.43781,18.250662,1.0
11890390,11864831,18.025608,17.842623,1.0
12902794,12869206,18.262293,18.07673,1.0
13915227,13889288,19.056297,18.862484,1.0
14902741,14875845,17.603758,17.421846,1.0
15890282,15860269,17.721273,17.520748,1.0
16927731,16895978,16.868773,16.677593,1.0
17900194,17865855,16.180092,15.996441,1.0
18937592,18905943,16.430296,16.243624,1.0
19940088,19895202,17.056118,16.86214,1.0
20937558,20905979,16.81778,16.626493,1.0
21925076,21901519,16.430296,16.243734,1.0
22897622,22862580,16.792227,16.601719,1.0
23925046,23892568,16.833094,16.642218,1.0
24872667,24852574,17.071218,16.877588,1.0
25925035,25895863,17.296137,17.099983,1.0
26912544,26892549,17.378702,17.181522,1.0
27900069,27852547,17.526339,17.327425,1.0
28897613,28865953,17.688932,17.488369,1.0
29900064,29855209,17.708344,17.507395,1.0
30912530,30885879,17.51817,17.31948,1.0
31924986,31885328,17.407507,17.209967,1.0
32897549,32865955,17.320948,17.124098,1.0
33939950,33910311,16.860285,16.668882,1.0
34922537,34897087,17.607822,17.40815,1.0
35900038,35873719,14.837114,14.668288,1.0
36907515,36880286,13.461216,13.310542,1.0
37939959,37915738,15.898968,15.718927,1.0
