timestamp,compression_gains[0],compression_gains[1],compression_gains[2],spectral_damper_hpf[0],spectral_damper_hpf[1],spectral_damper_hpf[2],spectral_damper_out[0],spectral_damper_out[1],spectral_damper_out[2]
8925203,0.9999999,1.0,1.0,3.6539478e-07,5.4134177e-09,1.9627104e-09,3.761291e-07,1.8115886e-08,1.368448e-09
9027456,0.99999744,1.0,1.0,1.1796128e-08,3.642307e-08,1.9703043e-08,1.3801136e-07,2.1255781e-08,1.3492925e-08
9129688,0.9999971,1.0,1.0,1.2630235e-07,5.160396e-08,7.4158453e-09,6.1221414e-08,5.94794e-08,1.1371912e-08
9231931,0.9999942,1.0,1.0,5.338852e-07,1.895292e-08,2.1989652e-09,4.1996714e-07,3.5508283e-08,2.5275315e-09
9334171,0.99998593,1.0,1.0,4.4234957e-07,6.230435e-08,1.2602769e-08,5.184241e-07,3.1041015e-08,1.0261253e-08
9436416,0.9999807,0.99999964,1.0,2.0609811e-07,8.971049e-08,1.5682687e-08,2.6796334e-07,8.8447e-08,1.0485131e-08
9538655,0.99997824,0.9999996,1.0,2.7056026e-07,1.1085652e-08,1.2536055e-08,2.0764821e-07,1.7762734e-08,1.5759168e-08
9640905,0.99997675,0.9999996,1.0,5.774146e-09,2.9771108e-08,1.4722232e-08,3.293612e-08,1.4640683e-08,7.681559e-09
9743139,0.99997574,0.9999996,1.0,2.8836664e-07,2.5109907e-08,7.735934e-09,2.3685412e-07,2.254324e-08,6.084786e-09
9845382,0.9999733,0.9999989,1.0,2.1476042e-07,1.4815139e-07,4.0074695e-09,2.4076664e-07,1.0898027e-07,1.719632e-09
9947616,0.9999682,0.9999971,1.0,2.1351825e-07,3.8586368e-08,1.3509091e-08,3.8876044e-07,6.569199e-08,1.3432154e-08
10049863,0.99996525,0.9999971,1.0,1.6896576e-07,1.0181915e-08,5.3022164e-09,2.3434599e-07,3.2752105e-08,8.493021e-09
10152105,0.9999628,0.9999971,1.0,8.9924725e-08,1.1700385e-08,1.0409768e-10,1.279976e-07,6.1829435e-09,2.193126e-09
10254344,0.99996066,0.9999971,1.0,8.5188624e-08,3.902057e-08,4.740318e-13,1.2884962e-07,2.6084262e-08,2.0254903e-10
10356585,0.9999593,0.9999971,1.0,1.2298191e-09,9.808753e-08,1.6181042e-09,1.05400844e-07,7.030247e-08,8.8477636e-10
10458831,0.9999593,0.99999523,1.0,9.680147e-11,6.172425e-08,1.7135825e-08,7.6203595e-09,9.3470526e-08,1.2702806e-08
