timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
8942668,0.0,0.0,0.0
8945161,0.0,0.0,0.0
9147148,-0.006783994,0.020079657,0.0010075605
9346641,-0.015784288,0.041089512,0.0033765314
9546139,-0.0251941,0.062271252,0.0038549262
9745633,-0.03450461,0.08070898,0.004081654
9945128,-0.04483186,0.10089392,0.005223542
10144623,-0.055583153,0.12212215,0.005102107
10346627,-0.06633352,0.14243767,0.005074188
10546113,-0.07660426,0.16436529,0.0037390226
10745607,-0.08620825,0.18449953,0.0024235393
10945104,-0.09615519,0.20581435,0.0022988208
11144607,-0.10613496,0.22633742,0.0014990788
11344100,-0.11497748,0.24642727,0.0011321988
11543608,-0.1206626,0.26621887,0.0006155722
11745586,-0.12790675,0.2847993,0.0005320039
11945093,-0.14011319,0.30306578,0.0014855763
12144581,-0.15464668,0.3212843,0.0029569734
12344077,-0.16344264,0.3396524,0.0031399427
12543574,-0.17017587,0.35607654,-2.4140056e-05
12743087,-0.17665817,0.3800069,-0.0021487633
12942569,-0.1820599,0.39822584,-0.0034739298
13147055,-0.18704256,0.4,-0.0036879925
13346551,-0.19868131,0.4,-0.003307935
13546049,-0.2,0.4,-0.0016803741
13745545,-0.2,0.4,-0.004631078
13945070,-0.19854304,0.4,-0.0053676437
14144541,-0.2,0.4,-0.0014005424
14344040,-0.2,0.39537463,0.0036801987
14546030,-0.2,0.4,0.0027407133
14745526,-0.19681135,0.4,0.0008735853
14945025,-0.2,0.4,0.0073045497
15144520,-0.2,0.39896628,0.008812978
15344020,-0.2,0.4,0.010264302
15543519,-0.2,0.4,0.009273402
15743030,-0.2,0.4,0.008405029
15947499,-0.2,0.4,0.009836772
16147014,-0.2,0.4,0.0106654875
16346493,-0.2,0.4,0.009028671
16545994,-0.2,0.3990556,0.009537085
16745490,-0.2,0.4,0.014595721
16944988,-0.2,0.4,0.014886568
17144487,-0.2,0.4,0.015172353
17346482,-0.2,0.4,0.0153086595
17545978,-0.2,0.4,0.011118371
17745475,-0.2,0.4,-0.0047875037
17944976,-0.2,0.4,-0.026426453
18144472,-0.2,0.4,-0.04246718
18343973,-0.2,0.4,-0.053390164
18543471,-0.2,0.4,-0.06551314
18747957,-0.2,0.39397967,-0.08277426
18947457,-0.2,0.39264086,-0.10070115
19146954,-0.2,0.38137197,-0.118874654
19346451,-0.2,0.3666231,-0.1287845
19545950,-0.2,0.3500609,-0.13425508
19745457,-0.2,0.32661906,-0.14135164
19944948,-0.2,0.2913403,-0.14998478
20146937,-0.2,0.26186925,-0.16737251
20346448,-0.2,0.2416641,-0.1924314
20545933,-0.2,0.22909003,-0.2
20745434,-0.2,0.20551705,-0.2
20944943,-0.2,0.17474556,-0.2
21144429,-0.2,0.13469245,-0.2
21341441,-0.2,0.12143139,-0.2
28316431,-0.00030163035,0.00019369721,-2.8369528e-05
28318920,-0.00038067423,0.0002417126,-3.6009278e-05
28518418,-0.010905235,0.0017570936,-0.00028205107
28717920,-0.02370794,0.0040261564,0.000854946
28917417,-0.03749873,0.0064657964,0.0033385502
29116918,-0.04888255,0.007487995,0.00878923
29316418,-0.05922912,0.0068199183,0.009511023
29515915,-0.07528657,0.014213013,0.00625642
29715418,-0.079923816,0.015493079,0.011399875
29919907,-0.08092707,0.01774087,0.012976536
30119409,-0.084030405,0.021898378,0.010107416
30318908,-0.09151906,0.025984049,0.008599437
30518407,-0.09896221,0.030292468,0.0075590783
30717902,0.0,0.0,0.0
30917408,-0.0045976713,-0.00409312,-0.00022239717
31116905,-0.010865117,-0.0016627745,-0.0051496346
31318901,-0.011154747,0.00028623838,-0.006784009
31518397,-0.011223343,0.0028913168,-0.0110727735
31717901,-0.016562646,-0.0021147698,-0.014389256
31917397,-0.027943455,-0.006563096,-0.014655937
32116899,-0.034508485,-0.0062747826,-0.0130940415
32316397,-0.031370837,-0.016227791,-0.013989395
32518393,-0.04013247,-0.0127649745,-0.016270807
32717903,-0.042155255,-0.017580045,-0.023409704
32917400,-0.048466343,-0.024581332,-0.020423729
33116895,-0.058693707,-0.014171112,-0.021580946
33316452,-0.06090746,-0.021966873,-0.021990204
33515895,-0.08068624,-0.011813337,-0.019590817
33715413,-0.078613885,-0.010474151,-0.020116685
33914896,-0.08696207,0.0024462983,-0.019558033
34119383,-0.0869528,0.0058409376,-0.013737624
34318889,-0.09758366,-0.012212264,-0.011152718
34518383,-0.09148884,-0.009823372,-0.02367697
34717887,-0.09020181,-0.02039488,-0.029777534
34917402,-0.09664026,-0.03523826,-0.03764597
35116887,-0.08800069,-0.048431996,-0.046502322
35316390,-0.099390216,-0.058298483,-0.052193373
35518396,-0.10957201,-0.06682235,-0.04441089
35717882,-0.14863665,-0.10137919,-0.038196348
35917384,-0.1804685,-0.13555406,-0.014383896
36116887,-0.19275981,-0.15556996,-0.0024468382
36316383,-0.2,-0.17271331,0.0011554642
36515885,-0.2,-0.19511038,0.005001112
36720374,-0.2,-0.21361993,0.007565768
36919877,-0.2,-0.22694542,0.008368499
37119395,-0.2,-0.23082809,0.004783685
37318882,-0.2,-0.23656398,-0.011659646
37518403,-0.19485997,-0.23698267,-0.0433455
37717885,-0.2,-0.23156592,-0.08372031
37917380,-0.2,-0.22857901,-0.12521929
38116879,-0.2,-0.22265127,-0.16474354
38318873,-0.19976595,-0.22913189,-0.2
