timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,system_error,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,authentication_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
10838702,10838702,31.1855451,117.1976016,46.297000000000004,44.102000000000004,1772504794800476,10813493,0.09900001,0.6771926,0.901,1.598,0.0,0.0,0,0,0.022000002,-0.021000002,-0.004,0.024,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,0,1,0,1,13,0,0,0
11064667,11064667,31.1855451,117.1976012,46.382,44.187,1772504795000476,10813493,0.102000006,0.6771968,0.8880001,1.572,0.76,1.49,0,0,0.026,-0.013,0.022000002,0.025,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,0,1,0,1,13,0,0,0
11140670,11140670,31.1855452,117.1976009,46.485,44.29,1772504795100476,10813493,0.120000005,0.6771993,0.87500006,1.5460001,0.76,1.49,0,0,0.026,0.020000001,0.017,0.045,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,0,1,0,1,13,0,0,0
11239675,11239675,31.1855452,117.1976006,46.573,44.378,1772504795200476,10813493,0.055000003,0.6772003,0.864,1.5230001,0.76,1.49,0,0,0.038000003,-0.032,-0.020000001,0.001,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,0,1,0,1,13,0,0,0
11339691,11339691,31.185545299999998,117.19760029999999,46.647,44.452,1772504795300476,10813493,0.085,0.677202,0.85200006,1.501,0.76,1.49,101,10,0.032,-0.032,0.003,0.035,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
11439674,11439674,31.185545299999998,117.1976,46.718,44.524,1772504795400476,10813493,0.053000003,0.6772031,0.841,1.4790001,0.76,1.49,101,10,0.029000001,0.012,0.026,-0.006,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
11537692,11537692,31.1855454,117.1975997,46.779,44.584,1772504795500476,10813493,0.066,0.6772045,0.83100003,1.4580001,0.76,1.49,101,10,0.0050000004,-0.002,-0.0050000004,0.006,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
11639691,11639691,31.1855455,117.1975995,46.858000000000004,44.663000000000004,1772504795600476,10813493,0.051000003,0.6772061,0.82100004,1.437,0.76,1.49,101,10,0.079,-0.034,0.071,-0.017,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
11739671,11739671,31.1855455,117.1975993,46.926,44.732,1772504795700476,10813493,0.104,0.6772082,0.814,1.419,0.76,1.49,101,10,0.033,0.029000001,0.015000001,-0.046000004,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
11840810,11840810,31.185545599999998,117.19759909999999,46.995,44.800000000000004,1772504795800476,10813493,0.078,0.67721003,0.80600005,1.4000001,0.76,1.49,101,10,0.085,0.052,0.067,0.031000001,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
11940671,11940671,31.1855457,117.19759889999999,47.059,44.864000000000004,1772504795900476,10813493,0.060000002,0.67721146,0.799,1.383,0.76,1.49,101,10,0.071,0.05,0.051000003,-0.011000001,0.0013747958,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
12064672,12064672,31.1855458,117.19759859999999,47.112,44.917,1772504796000476,10813493,0.060000002,0.47679374,0.791,1.366,0.76,1.49,101,10,0.119,0.11800001,-0.008,0.018000001,6.2373805,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
12138671,12138671,31.1855458,117.197598,47.138,44.944,1772504796100476,10813493,0.115,0.4432309,0.785,1.3510001,0.76,1.49,101,10,0.113000005,0.093,0.064,0.15900001,0.30471197,0,0,nan,0.0,0.0,0.0,0,3,1,1,0,1,13,0,0,0
