timestamp,lat_accel,lat_accel_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,airspeed_ref,bearing,heading_ref,min_ground_speed_ref,adapted_period,p_gain,time_const,can_run_factor,wind_est_valid
55107606,-0.3850249,0.65124273,1.0,1.0,76.44507,40.937008,4.5702972,-1.834314,-1.9610658,5.0,10.0,0.87964594,7.0,1.0,1
55127366,-0.38875785,0.6424146,1.0,1.0,76.33363,41.317318,4.5898447,-1.8320098,-1.9630023,5.0,10.0,0.87964594,7.0,1.0,1
55206040,-0.5219594,0.76487386,1.0,1.0,75.8987,39.07833,4.667726,-1.8222189,-1.9470882,5.0,10.0,0.87964594,7.0,1.0,1
55304817,-0.7246566,0.93004256,1.0,1.0,75.36238,40.704784,4.7654104,-1.8045632,-1.9242532,5.0,10.0,0.87964594,7.0,1.0,1
55403266,-0.68839014,0.8072456,1.0,1.0,74.79865,42.687492,4.862696,-1.7892382,-1.901776,5.0,10.0,0.87964594,7.0,1.0,1
55502475,-1.0038381,1.0534501,1.0,1.0,74.24267,42.757935,4.9609246,-1.7728225,-1.879496,5.0,10.0,0.87964594,7.0,1.0,1
55600360,-1.0355339,1.0152419,1.0,1.0,73.66923,44.55117,5.05765,-1.7536808,-1.8541921,5.0,10.0,0.87964594,7.0,1.0,1
55708504,-1.1136689,0.96556306,1.0,1.0,73.01354,43.252792,5.1647058,-1.7353128,-1.8281316,5.0,10.0,0.87964594,7.0,1.0,1
55807039,-1.4248297,1.1888349,1.0,1.0,72.41891,46.100266,5.2621803,-1.7160062,-1.8004094,5.0,10.0,0.87964594,7.0,1.0,1
55905890,-1.3877726,1.1013031,1.0,1.0,71.79733,47.783253,5.3599215,-1.6975946,-1.7754751,5.0,10.0,0.87964594,7.0,1.0,1
56004228,-1.6955601,1.2786838,1.0,1.0,71.17068,49.014988,5.4573135,-1.6785883,-1.7501159,5.0,10.0,0.87964594,7.0,1.0,1
56102780,-1.7112062,1.2243693,1.0,1.0,70.51192,50.16532,5.5547414,-1.657292,-1.7225523,5.0,10.0,0.87964594,7.0,1.0,1
56201093,-1.6902324,1.1116861,1.0,1.0,69.83422,49.542694,5.651931,-1.6375375,-1.6964229,5.0,10.0,0.87964594,7.0,1.0,1
56300267,-2.0348275,1.3277177,1.0,1.0,69.1528,52.422787,5.7500405,-1.6165966,-1.6694216,5.0,10.0,0.87964594,7.0,1.0,1
56407954,-1.9698136,1.2188069,1.0,1.0,68.37682,53.422035,5.8564568,-1.5938085,-1.6408257,5.0,10.0,0.87964594,7.0,1.0,1
56506697,-2.0620327,1.2068055,1.0,1.0,67.66768,53.72477,5.954256,-1.5743785,-1.614747,5.0,10.0,0.87964594,7.0,1.0,1
56605182,-2.1183774,1.1957163,1.0,1.0,66.9369,54.925983,6.0514894,-1.5551239,-1.5901756,5.0,10.0,0.87964594,7.0,1.0,1
56703638,-2.0529358,1.0901123,1.0,1.0,66.19153,54.839375,6.149024,-1.5369602,-1.5665784,5.0,10.0,0.87964594,7.0,1.0,1
56802048,-2.233956,1.1771356,1.0,1.0,65.45556,57.114883,6.2462583,-1.5199147,-1.5443666,5.0,10.0,0.87964594,7.0,1.0,1
56900796,-2.2189112,1.1169645,1.0,1.0,64.70525,57.491764,6.3438425,-1.5031267,-1.5231439,5.0,10.0,0.87964594,7.0,1.0,1
57008910,-2.0686238,0.95508057,1.0,1.0,63.88134,56.02663,6.4508967,-1.4855117,-1.5009372,5.0,10.0,0.87964594,7.0,1.0,1
57107435,-2.0972106,0.95021904,1.0,1.0,63.11732,57.50606,6.5482416,-1.4702408,-1.4817615,5.0,10.0,0.87964594,7.0,1.0,1
57205908,-2.053786,0.88960326,1.0,1.0,62.346073,57.619823,6.64571,-1.455485,-1.463697,5.0,10.0,0.87964594,7.0,1.0,1
57304686,-2.0105429,0.84751713,1.0,1.0,61.585773,58.517296,6.743496,-1.441934,-1.4466203,5.0,10.0,0.87964594,7.0,1.0,1
57403211,-2.0354643,0.8333227,1.0,1.0,60.802547,59.208084,6.8407464,-1.429083,-1.4312677,5.0,10.0,0.87964594,7.0,1.0,1
57501525,-1.8078573,0.68159795,1.0,1.0,60.017,57.386387,6.9240866,-1.416638,-1.4162369,5.0,10.0,0.87964594,7.0,1.0,1
57619676,-1.7594187,0.6532235,1.0,1.0,59.0753,59.006264,6.924087,-1.4040978,-1.40074,5.0,10.0,0.87964594,7.0,1.0,1
57708345,-1.7374567,0.63420355,1.0,1.0,58.353455,59.731495,6.9238343,-1.3941246,-1.3887213,5.0,10.0,0.87964594,7.0,1.0,1
57806983,-1.4894102,0.5417073,1.0,1.0,57.561226,60.625206,6.924113,-1.3819957,-1.3746704,5.0,10.0,0.87964594,7.0,1.0,1
57906116,-1.5159291,0.54896915,1.0,1.0,56.75007,61.17931,6.923844,-1.3695192,-1.3596952,5.0,10.0,0.87964594,7.0,1.0,1
58004085,-1.246915,0.41635823,1.0,1.0,55.93254,59.4753,6.9240785,-1.3641064,-1.3538163,5.0,10.0,0.87964594,7.0,1.0,1
58102649,-0.8696757,0.31782302,1.0,1.0,55.108345,61.086273,6.9240003,-1.3487757,-1.3349335,5.0,10.0,0.87964594,7.0,1.0,1
58201158,-0.83159655,0.32137656,1.0,1.0,54.263847,61.809,6.923974,-1.3349271,-1.3188988,5.0,10.0,0.87964594,7.0,1.0,1
58309573,-0.3018923,0.18141517,1.0,1.0,53.333736,62.70397,6.924034,-1.318256,-1.2988881,5.0,10.0,0.87964594,7.0,1.0,1
58408042,-0.25204322,0.19403526,1.0,1.0,52.4599,63.436306,6.923966,-1.3032665,-1.2805045,5.0,10.0,0.87964594,7.0,1.0,1
58506667,-0.034374308,0.12075276,1.0,1.0,51.573822,62.46878,6.9239473,-1.2995696,-1.2771485,5.0,10.0,0.87964594,7.0,1.0,1
58605052,0.5499499,0.011586114,1.0,1.0,50.68683,64.37668,6.9238787,-1.2749878,-1.2476354,5.0,10.0,0.87964594,7.0,1.0,1
58703346,0.55969304,0.027571945,1.0,1.0,49.78671,64.2374,6.923781,-1.2657946,-1.2363217,5.0,10.0,0.87964594,7.0,1.0,1
58802058,0.7596454,0.0,1.0,1.0,48.90571,62.832138,6.923973,-1.2676293,-1.2400254,5.0,10.0,0.87964594,7.0,1.0,1
58900699,1.1084867,0.0,1.0,1.0,48.015594,64.592674,6.9238605,-1.2417028,-1.2081032,5.0,10.0,0.87964594,7.0,1.0,1
59008762,1.2389393,0.0,1.0,1.0,47.022297,64.69798,6.923861,-1.2283084,-1.1924987,5.0,10.0,0.87964594,7.0,1.0,1
59107473,1.7234399,0.0,1.0,1.0,46.12053,65.84791,6.923922,-1.2053852,-1.16498,5.0,10.0,0.87964594,7.0,1.0,1
59205785,1.8453687,0.0,1.0,1.0,45.1932,66.19764,6.923878,-1.1896763,-1.1457572,5.0,10.0,0.87964594,7.0,1.0,1
59304582,1.9019839,0.0,1.0,1.0,44.266697,64.91292,6.9237905,-1.19042,-1.148204,5.0,10.0,0.87964594,7.0,1.0,1
59403123,2.4506273,0.0,1.0,1.0,43.343918,66.49217,6.9237823,-1.161168,-1.113775,5.0,10.0,0.87964594,7.0,1.0,1
59501667,2.4919758,0.0,1.0,1.0,42.41304,66.23189,6.9236603,-1.1508064,-1.1010978,5.0,10.0,0.87964594,7.0,1.0,1
59600048,2.5810404,0.0,1.0,1.0,41.501785,65.07469,6.924034,-1.1502196,-1.1014879,5.0,10.0,0.87964594,7.0,1.0,1
59708246,2.7694814,0.0,1.0,1.0,40.488846,65.63558,6.9237204,-1.1287432,-1.0765057,5.0,10.0,0.87964594,7.0,1.0,1
59806738,2.6293206,0.0,1.0,1.0,39.571117,63.746044,6.923948,-1.1360377,-1.0851047,5.0,10.0,0.87964594,7.0,1.0,1
59905308,2.8245726,0.0,1.0,1.0,38.665253,64.59811,6.9239826,-1.1113635,-1.0555832,5.0,10.0,0.87964594,7.0,1.0,1
60003802,3.0087783,0.0,1.0,1.0,37.751736,65.20129,6.9238787,-1.0886884,-1.0276533,5.0,10.0,0.87964594,7.0,1.0,1
60102303,2.930409,0.0,1.0,1.0,36.85067,64.174095,6.9241753,-1.0848076,-1.023449,5.0,10.0,0.87964594,7.0,1.0,1
60220592,3.104713,0.0,1.0,1.0,35.760475,64.946594,6.9239483,-1.0549353,-0.98713857,5.0,10.0,0.87964594,7.0,1.0,1
60309177,2.924943,0.0,1.0,1.0,34.946968,63.026054,6.9241476,-1.062145,-0.9961297,5.0,10.0,0.87964594,7.0,1.0,1
60407782,3.0751188,0.0,1.0,1.0,34.052353,64.03141,6.92426,-1.0311041,-0.95823354,5.0,10.0,0.87964594,7.0,1.0,1
60506257,3.308548,0.0,1.0,1.0,33.152557,64.78278,6.9241047,-1.0022905,-0.9233333,5.0,10.0,0.87964594,7.0,1.0,1
60604700,3.225178,0.0,1.0,1.0,32.25954,64.07033,6.924419,-0.990624,-0.90898883,5.0,10.0,0.87964594,7.0,1.0,1
60703256,3.353852,0.0,1.0,1.0,31.356411,64.44455,6.924322,-0.96440434,-0.877353,5.0,10.0,0.87964594,7.0,1.0,1
60801846,3.3403363,0.0,1.0,1.0,30.450026,63.67234,6.9242787,-0.9513752,-0.86179334,5.0,10.0,0.87964594,7.0,1.0,1
60920009,3.4301453,0.032961212,1.0,1.0,29.373547,64.33824,6.924409,-0.91514254,-0.8176913,5.0,10.0,0.87964594,7.0,1.0,1
60999603,3.6000693,0.036600906,1.0,1.0,28.651537,64.69756,6.9242787,-0.8912804,-0.78916734,5.0,10.0,0.87964594,7.0,1.0,1
61107146,3.3392658,0.07567315,1.0,1.0,27.668772,63.13331,6.9246006,-0.88279134,-0.7788717,5.0,10.0,0.87964594,7.0,1.0,1
61205896,3.4650428,0.10410942,1.0,1.0,26.773983,63.761265,6.9244876,-0.84890866,-0.73814976,5.0,10.0,0.87964594,7.0,1.0,1
61304184,3.5546873,0.105379894,1.0,1.0,25.880604,63.342617,6.9245663,-0.8270334,-0.7118577,5.0,10.0,0.87964594,7.0,1.0,1
61402746,3.467372,0.18565819,1.0,1.0,25.002737,64.22055,6.9246106,-0.7891924,-0.66593593,5.0,10.0,0.87964594,7.0,1.0,1
61501262,3.569007,0.20007177,1.0,1.0,24.11697,64.248665,6.924435,-0.7599969,-0.6305742,5.0,10.0,0.87964594,7.0,1.0,1
61599711,3.3422158,0.21931188,1.0,1.0,23.2398,62.68612,6.9247494,-0.7484944,-0.61685276,5.0,10.0,0.87964594,7.0,1.0,1
61708084,3.6501162,0.26820603,1.0,1.0,22.273651,64.61066,6.9247675,-0.69260174,-0.55021656,5.0,10.0,0.87964594,7.0,1.0,1
61806863,3.9510632,0.26350972,1.0,1.0,21.388119,65.121346,6.924645,-0.6553956,-0.50655323,5.0,10.0,0.87964594,7.0,1.0,1
61905403,3.9531229,0.3146312,1.0,1.0,20.511251,65.52411,6.9248714,-0.61905146,-0.46432152,5.0,10.0,0.87964594,7.0,1.0,1
