timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
28014636,0,31.185633399999997,117.1975787,35.45,33.255,1769069960400172,10813493,0.063,0.34976575,0.707,1.016,0.5,0.7,91,7,0.072000004,0.064,-0.034,-0.11800001,2.3174028,0,nan,0.0,0.0,0.0,0,3,1,1,1,30,0,0,0
29010647,0,31.1856333,117.1975779,35.508,33.313,1769069961400172,10813493,0.071,0.4777828,0.69000006,0.99200004,0.51,0.72999996,91,6,0.071,-0.048,0.051000003,-0.042000003,4.2990007,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
30025013,0,31.185633,117.19757829999999,35.477000000000004,33.282000000000004,1769069962400172,10813493,0.048,0.18060598,0.674,0.9710001,0.51,0.72999996,85,4,0.215,-0.18400002,0.11100001,0.067,2.62106,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
31025626,0,31.185633,117.1975768,35.51,33.315,1769069963400172,10813493,0.045,0.09466404,0.661,0.952,0.51,0.72999996,97,6,0.47700003,0.23300001,-0.416,-0.0050000004,5.110527,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
32025622,0,31.185635899999998,117.1975744,35.505,33.31,1769069964400172,10813493,0.052,0.055850536,0.648,0.934,0.51,0.72999996,97,5,0.716,0.708,-0.106000006,-0.07300001,6.0791473,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
32939625,0,31.1856387,117.19757229999999,35.517,33.322,1769069965300172,10813493,0.051000003,0.099563524,0.637,0.92,0.51,0.72999996,97,7,0.49300003,0.16100001,-0.46600002,0.07700001,5.2284074,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
34029626,0,31.1856418,117.19756869999999,35.493,33.298,1769069966400172,10813493,0.061000004,0.06933721,0.625,0.90300006,0.51,0.72999996,104,5,0.59300005,0.47200003,-0.35900003,-0.021000002,5.841325,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
35022622,0,31.1856413,117.19756509999999,35.484,33.289,1769069967400173,10813493,0.053000003,0.15368322,0.614,0.8880001,0.51,0.72999996,104,7,0.411,-0.119,-0.39400002,-0.162,4.2252326,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
36015622,0,31.185643499999998,117.1975631,35.534,33.339,1769069968400173,10813493,0.066,0.22425997,0.60300004,0.87500006,0.51,0.72999996,103,7,0.24100001,0.23400001,-0.058000002,-0.13800001,5.8209553,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
37013625,0,31.1856433,117.1975616,35.508,33.313,1769069969400173,10813493,0.065000005,0.46673888,0.59300005,0.86100006,0.51,0.72999996,103,6,0.15400001,-0.064,-0.14,-0.083000004,4.444764,0,nan,0.0,0.0,0.0,0,3,1,1,1,29,0,0,0
