timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
28266052,28252566,-1.4000692,-1.3843373,0.87
29246303,29217816,-2.4430037,-2.4155498,0.86
30241336,30211162,-2.4430037,-2.4155366,1.0
31270856,31246781,-1.9177959,-1.8962395,1.0
32295436,32261203,-2.823527,-2.791813,1.0
33241248,33207807,-2.9717305,-2.9383302,1.0
34251057,34246975,-1.9177959,-1.8962442,0.89
35260883,35232670,-1.9177959,-1.8962649,0.78000003
36260815,36234494,-2.823527,-2.791804,0.93
37275542,37256217,-3.1585364,-3.1230314,1.0
38241026,38216177,-1.9177959,-1.8962424,1.0
39280693,39263248,-4.1737185,-4.1268325,1.0
40240971,40206166,-4.5667734,-4.515554,1.0
41295121,41269560,-1.9177959,-1.8962251,1.0
42270473,42236197,-6.658176,-6.583461,1.0
43295016,43269572,-4.928581,-4.8734646,1.0
44240823,44223238,-3.2479126,-3.2115345,1.0
45255522,45236455,3.5553715,3.5153244,1.0
46294889,46266251,3.494456,3.4553664,1.0
47280057,47249542,3.348015,3.3108642,1.0
48294785,48267533,4.879142,4.8251243,1.0
49279957,49245229,4.760342,4.708173,1.0
50279902,50246352,-3.0431268,-3.0099337,1.0
51255219,51236470,3.6741717,3.633892,1.0
52294571,52259838,1.3801228,1.3649068,1.0
53294509,53262999,3.7512827,3.7101858,0.99
54279677,54249793,-4.7511225,-4.6996117,1.0
55269761,55232790,-5.0575914,-5.002949,1.0
56230296,56205140,-4.1045513,-4.0601716,1.0
57294269,57269862,-3.2479126,-3.212726,1.0
58269694,58243059,7.4842367,7.4031005,1.0
59294160,59262858,5.2193413,5.1625247,1.0
60240211,60209540,2.082837,2.0602279,1.0
61254595,61242887,7.0407557,6.9646816,1.0
62254533,62222866,5.3813815,5.3236547,1.0
63269242,63243225,6.5346193,6.463603,1.0
64293800,64262854,4.966377,4.9123693,1.0
65293727,65262857,10.0977,9.988489,1.0
66283811,66256434,4.1152196,4.0711293,1.0
67254169,67229672,3.7321544,3.6922355,1.0
68283663,68256437,4.4172,4.3695745,1.0
69258942,69224572,-6.869806,-6.7958508,1.0
70258874,70231223,-15.925145,-15.758742,1.0
71298274,71277836,-11.028599,-10.913461,1.0
72243953,72211160,3.4324613,3.396491,1.0
73258916,73231343,4.2182827,4.1734405,1.0
74283164,74254500,5.6537886,5.59387,1.0
75219032,75166807,6.220383,6.1545687,1.0
76297807,76273449,5.8894053,5.8274984,1.0
77282934,77264494,5.2193413,5.164654,1.0
78258176,78231205,5.6156826,5.557024,1.0
79258092,79245465,4.0095086,3.9678473,1.0
80272805,80243196,-2.196158,-2.173462,1.0
81267758,81224498,3.304984,3.2717028,1.0
82267709,82241206,-3.313363,-3.2801247,1.0
83267566,83239100,15.51821,15.362895,1.0
84252693,84221193,-4.2417574,-4.1991796,1.0
85292055,85261176,4.513373,4.468165,1.0
86267310,86231208,4.465545,4.4207177,1.0
87291800,87274508,-6.0735273,-6.011571,1.0
88281848,88254498,5.136404,5.0840263,1.0
89281753,89252224,5.273908,5.220324,1.0
90291498,90247791,6.401836,6.336858,1.0
91266765,91243439,4.879142,4.8296494,1.0
92306063,92274509,2.5069892,2.481604,1.0
93266553,93241202,7.598128,7.521712,1.0
94266467,94231216,-6.8593783,-6.7904944,1.0
95266337,95239057,-2.4430037,-2.4184806,1.0
96241639,96214497,6.5016775,6.436542,1.0
