timestamp,time_estimate,safe_time_estimate,valid
26279743,0.0,0.0,0
28320639,0.0,0.0,0
30340269,0.0,0.0,0
32369827,0.0,0.0,0
34389399,0.0,0.0,0
36418789,0.0,0.0,0
38438408,0.0,0.0,0
40468419,0.0,0.0,0
42487867,125.04701,237.55171,1
44517199,123.69062,236.0597,1
46526798,122.17592,234.39351,1
48536531,120.33468,232.36815,1
50556291,118.007355,229.80809,1
52585876,119.63609,231.5997,1
54595354,116.88225,228.57048,1
56614954,116.74915,228.42407,1
58644596,117.29917,229.0291,1
60664064,116.37841,228.01625,1
62693354,116.229004,227.85191,1
64712956,118.70023,230.57027,1
66742550,115.92687,227.51956,1
68762163,116.99955,228.69951,1
70791247,113.42553,224.76808,1
72810748,112.62609,223.8887,1
74830356,112.77957,224.05753,1
76860025,113.2064,224.52704,1
78869382,113.21139,224.53253,1
80908767,109.16906,220.08597,1
82918239,107.02489,217.72737,1
84947780,105.2519,215.7771,1
86967369,107.05916,217.76508,1
88996667,109.46208,220.4083,1
91016224,110.51753,221.56929,1
93045523,107.66422,218.43065,1
95064973,105.34751,215.88226,1
97094127,105.1475,215.66225,1
99113588,105.46741,216.01414,1
101143194,104.89972,215.3897,1
103162448,104.05643,214.46207,1
105191811,102.299965,212.52997,1
107221435,99.60872,209.5696,1
109240565,96.22251,205.84477,1
111269837,92.6616,201.92776,1
113279770,90.42374,199.46611,1
115318685,89.84513,198.82965,1
117328307,88.98252,197.88077,1
119367433,88.95376,197.84914,1
121376944,88.66885,197.53574,1
123406559,88.60928,197.47021,1
125425869,88.7166,197.58826,1
127455126,88.61825,197.48007,1
129474424,88.50449,197.35495,1
131503841,88.0033,196.80363,1
133523178,87.373764,196.11115,1
135552355,87.31247,196.04372,1
137572092,86.38324,195.02156,1
139601210,85.02569,193.52826,1
141630385,84.63803,193.10184,1
143649823,83.48939,191.83833,1
145669342,84.64437,193.10881,1
147698528,85.337364,193.87111,1
149718090,86.44447,195.08893,1
151747270,86.43076,195.07384,1
153766691,84.577965,193.03577,1
155805697,82.787735,191.06651,1
157815203,83.61515,191.97667,1
159854326,83.75462,192.13008,1
161873926,83.00606,191.30667,1
163903182,83.642746,192.00702,1
165912400,84.05567,192.46124,1
167942129,84.804565,193.28502,1
169971168,85.72687,194.29956,1
171990272,86.14956,194.76451,1
174009663,84.21072,192.63179,1
176029048,84.91307,193.40437,1
178058291,84.61301,193.07431,1
180077678,86.381165,195.01929,1
182106930,88.43623,197.27986,1
184126564,90.899254,199.98918,1
186155390,90.80865,199.88951,1
188175007,90.84941,199.93436,1
190204113,91.44275,200.58702,1
192223350,92.10274,201.31302,1
194242773,93.167076,202.48378,1
196272036,93.07821,202.38603,1
198301899,93.46593,202.81252,1
200320672,93.58136,202.9395,1
202349660,95.17248,204.68973,1
204369071,96.915474,206.60703,1
206398714,95.474525,205.02197,1
208417670,94.69953,204.16948,1
210446833,94.050255,203.45528,1
212466478,95.59662,205.15628,1
214495533,97.65767,207.42343,1
216514640,100.38169,210.41986,1
218543899,100.740715,210.81479,1
220563274,99.26887,209.19576,1
222592669,97.74952,207.52448,1
224611803,96.40424,206.04468,1
226641347,96.00687,205.60756,1
228660419,97.05273,206.758,1
230689412,99.309425,209.24037,1
232708799,100.98844,211.0873,1
234738031,102.73518,213.0087,1
236757498,104.71565,215.18723,1
238786843,107.39209,218.1313,1
240805881,110.459595,221.50555,1
242835160,114.33233,225.76556,1
244854298,116.9391,228.63301,1
246883495,119.06349,230.96985,1
248902892,121.843155,234.02747,1
250932066,124.138374,236.55222,1
252951494,126.456085,239.1017,1
254980654,127.15948,239.87543,1
257000043,0.0,0.0,0
259029056,0.0,0.0,0
261048401,0.0,0.0,0
263077643,0.0,0.0,0
265097027,0.0,0.0,0
