timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
27305562,-0.5181435,-0.123859964,0.18148674,0.014778346,0.0,0.0,1
27310482,-0.5209251,-0.12637976,0.18380633,0.014778346,0.0,0.0,1
27325287,-0.5293634,-0.13246223,0.19101378,0.014778346,0.0,0.0,1
27345010,-0.5408336,-0.13734153,0.20096026,0.014778346,0.0,0.0,1
27364705,-0.55265087,-0.14000401,0.21130201,0.014778346,0.0,0.0,1
27384418,-0.5664255,-0.14004101,0.22352982,0.014778346,0.0,0.0,1
27404099,-0.58268726,-0.13853176,0.23806982,0.014778346,0.0,0.0,1
27429156,-0.6080834,-0.13368244,0.26085606,0.014778346,0.0,0.0,1
27443581,-0.6247615,-0.12963064,0.27573216,0.014778346,0.0,0.0,1
27463191,-0.6467822,-0.12321537,0.29524803,0.014778346,0.0,0.0,1
27487819,-0.67124295,-0.11501028,0.31690407,0.014778346,0.0,0.0,1
27507519,-0.6891146,-0.10797602,0.3328872,0.014778346,0.0,0.0,1
27522301,-0.70243955,-0.10230316,0.344909,0.014778346,0.0,0.0,1
27546920,-0.7256287,-0.09262154,0.3658028,0.014778346,0.0,0.0,1
27566646,-0.74359983,-0.084100805,0.38193792,0.014778346,0.0,0.0,1
27581407,-0.7555066,-0.078017406,0.38817856,0.014778346,0.0,0.0,1
27606032,-0.76845753,-0.06971012,0.38837522,0.014778346,0.0,0.0,1
27625769,-0.7760246,-0.062461432,0.38836315,0.014778346,0.0,0.0,1
27645473,-0.78128386,-0.054815385,0.38822138,0.014778346,0.0,0.0,1
27665142,-0.784625,-0.047022283,0.387984,0.014778346,0.0,0.0,1
27684851,-0.7866265,-0.038804796,0.38766545,0.014778346,0.0,0.0,1
27704571,-0.787513,-0.03064395,0.38730156,0.014778346,0.0,0.0,1
27724252,-0.7875336,-0.022882476,0.38692388,0.014778346,0.0,0.0,1
27743964,-0.78667325,-0.015630879,0.38654712,0.014778346,0.0,0.0,1
27763661,-0.78513896,-0.009010731,0.38618872,0.014778346,0.0,0.0,1
27788318,-0.7815731,-0.0011865043,0.38574788,0.014778346,0.0,0.0,1
27803094,-0.77955955,0.004154327,0.38545436,0.014778346,0.0,0.0,1
27828007,-0.7718494,0.014211726,0.38489768,0.014778346,0.0,0.0,1
27847473,-0.76208997,0.024203435,0.38438684,0.014778346,0.0,0.0,1
27862212,-0.75439644,0.03304539,0.38397568,0.014778346,0.0,0.0,1
27886818,-0.73182154,0.050408043,0.37728855,0.014778346,0.0,0.0,1
27906548,-0.72010046,0.06854096,0.3766029,0.014778346,0.0,0.0,1
27926216,-0.30102736,0.0433219,-0.0052417726,0.014778346,0.0,0.0,1
27945927,-0.060417786,0.110231705,0.35118565,0.014778346,0.0,0.0,1
27965627,0.31202722,0.13412608,0.33807358,0.014778346,0.0,0.0,1
27985356,0.47229397,-0.033473734,0.34125727,0.014778346,0.0,0.0,1
28005037,0.4657375,-0.22560072,0.3434464,0.014778346,0.0,0.0,1
28024766,0.3641172,-0.38905215,0.3446535,0.014778346,0.0,0.0,1
28044481,0.19827291,-0.42575252,0.33423278,0.014778346,0.0,0.0,1
28069072,-0.0112559255,-0.17179303,0.29940847,0.014778346,0.0,0.0,1
28083847,0.000109670014,-0.14634241,0.28839418,0.014778346,0.0,0.0,1
28103553,-0.6755822,0.3623665,0.23408848,0.014778346,0.0,0.0,1
28128183,-0.69491065,0.4465079,0.21339257,0.014778346,0.0,0.0,1
28142985,-0.6849742,0.6228716,0.19348748,0.014778346,0.0,0.0,1
28162670,-0.5872654,0.68726254,0.18689476,0.014778346,0.0,0.0,1
28187295,-0.5123285,0.45659482,0.1951209,0.014778346,0.0,0.0,1
28207119,-0.49562174,0.49275368,0.18315132,0.014778346,0.0,0.0,1
28226963,-0.48617813,0.51345265,0.17423186,0.014778346,0.0,0.0,1
28246399,-0.47033998,0.53144157,0.1585825,0.014778346,0.0,0.0,1
28266127,-0.45078692,0.5490537,0.13903962,0.014778346,0.0,0.0,1
28285801,-0.42979878,0.56466234,0.11788406,0.014778346,0.0,0.0,1
28305502,-0.40837523,0.58018774,0.09613963,0.014778346,0.0,0.0,1
28325206,-0.38951772,0.5949352,0.07692468,0.014778346,0.0,0.0,1
28344907,-0.37239444,0.6086556,0.059367597,0.014778346,0.0,0.0,1
28364607,-0.35729396,0.6224199,0.04382165,0.014778346,0.0,0.0,1
28384350,-0.34473255,0.6352412,0.03083762,0.014778346,0.0,0.0,1
28404049,-0.3312038,0.6468548,0.016776603,0.014778346,0.0,0.0,1
28423779,-0.31697398,0.65760875,0.0019363046,0.014778346,0.0,0.0,1
28443438,-0.30367133,0.66745365,-0.011980537,0.014778346,0.0,0.0,1
28468063,-0.28864732,0.6788548,-0.027746152,0.014778346,0.0,0.0,1
28487772,-0.27879447,0.68745947,-0.038122885,0.014778346,0.0,0.0,1
28502540,-0.2730908,0.69331247,-0.044147395,0.014778346,0.0,0.0,1
28527169,-0.26549888,0.7013219,-0.052185178,0.014778346,0.0,0.0,1
28546877,-0.26225126,0.7057419,-0.05564006,0.014778346,0.0,0.0,1
28561654,-0.2607023,0.7073988,-0.057292532,0.014778346,0.0,0.0,1
28586324,-0.26135638,0.7064462,-0.0566214,0.014778346,0.0,0.0,1
28606107,-0.26419306,0.70184594,-0.053610664,0.014778346,0.0,0.0,1
28625959,-0.26774007,0.6934493,-0.049833268,0.014778346,0.0,0.0,1
28645392,-0.27412507,0.6816952,-0.0430602,0.014778346,0.0,0.0,1
28665098,-0.28095576,0.6673747,-0.03580787,0.014778346,0.0,0.0,1
28684797,-0.2884129,0.65147007,-0.02792032,0.014778346,0.0,0.0,1
28704502,-0.29935578,0.6352988,-0.016417297,0.014778346,0.0,0.0,1
28724208,-0.31126782,0.61891615,-0.0039609796,0.014778346,0.0,0.0,1
28743907,-0.32448184,0.60319364,0.0098023,0.014778346,0.0,0.0,1
28768540,-0.33894467,0.5846844,0.024726523,0.014778346,0.0,0.0,1
28783343,-0.3446892,0.5743883,0.030614117,0.014778346,0.0,0.0,1
28803023,-0.35252282,0.56227124,0.038652375,0.014778346,0.0,0.0,1
28827687,-0.36023015,0.55043423,0.04645393,0.014778346,0.0,0.0,1
28842449,-0.3626852,0.5455564,0.048942305,0.014778346,0.0,0.0,1
28867086,-0.37045833,0.54112726,0.056938227,0.014778346,0.0,0.0,1
28886797,-0.3762414,0.5403728,0.06283728,0.014778346,0.0,0.0,1
28906526,-0.38076922,0.54180324,0.06749151,0.014778346,0.0,0.0,1
