timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
27286521,-2.1299791,-2.1375108,-2.1134872,nan,nan,0.0,0.0,0.0,1,1
27386507,-2.3228633,-2.3310769,-2.3048751,nan,nan,0.0,0.0,0.0,1,1
27486521,-1.9177959,-1.9245772,-1.9029541,nan,nan,0.0,0.0,0.0,1,1
27686519,-2.026667,-2.0338335,-2.010983,nan,nan,0.0,0.0,0.0,1,1
27886513,-0.49238864,-0.49412972,-0.4885805,nan,nan,0.0,0.0,0.0,1,1
28086507,-2.3228621,-2.3310757,-2.3048825,nan,nan,0.0,0.0,0.0,1,1
28286510,-1.4000692,-1.4050199,-1.3892272,nan,nan,0.0,0.0,0.0,1,1
28486507,-0.49238864,-0.49412972,-0.48857313,nan,nan,0.0,0.0,0.0,1,1
28686507,-1.9177959,-1.9245772,-1.9029685,nan,nan,0.0,0.0,0.0,1,1
28886507,-2.1299791,-2.1375108,-2.1134741,nan,nan,0.0,0.0,0.0,1,1
29086507,-2.4430037,-2.451642,-2.424091,nan,nan,0.0,0.0,0.0,1,1
29286507,-2.4430037,-2.451642,-2.4240851,nan,nan,0.0,0.0,0.0,1,1
29486507,-2.4135299,-2.422064,-2.3948364,nan,nan,0.0,0.0,0.0,1,1
29686507,-2.026667,-2.0338335,-2.010965,nan,nan,0.0,0.0,0.0,1,1
29886507,-2.3228621,-2.3310757,-2.3048708,nan,nan,0.0,0.0,0.0,1,1
30086507,-2.6671023,-2.6765332,-2.6464317,nan,nan,0.0,0.0,0.0,1,1
30286507,-2.4430037,-2.451642,-2.4241002,nan,nan,0.0,0.0,0.0,1,1
30486507,-2.2285085,-2.2363884,-2.2112482,nan,nan,0.0,0.0,0.0,1,1
30686507,-2.3228633,-2.3310769,-2.3048983,nan,nan,0.0,0.0,0.0,1,1
30886532,-2.3228621,-2.3310757,-2.3048592,nan,nan,0.0,0.0,0.0,1,1
31086507,-2.3228621,-2.3310757,-2.3048854,nan,nan,0.0,0.0,0.0,1,1
31286507,-1.9177959,-1.9245772,-1.9029447,nan,nan,0.0,0.0,0.0,1,1
31486507,-1.1779683,-1.1821336,-1.1688416,nan,nan,0.0,0.0,0.0,1,1
31686507,-2.0616803,-2.0689704,-2.0457222,nan,nan,0.0,0.0,0.0,1,1
31886534,-1.9177959,-1.9245772,-1.9029565,nan,nan,0.0,0.0,0.0,1,1
32086506,-2.5575087,-2.566552,-2.5377257,nan,nan,0.0,0.0,0.0,1,1
32286507,-2.196158,-2.2039235,-2.1791728,nan,nan,0.0,0.0,0.0,1,1
32486509,-2.3228621,-2.3310757,-2.3048825,nan,nan,0.0,0.0,0.0,1,1
32686508,-2.0266654,-2.0338316,-2.0109785,nan,nan,0.0,0.0,0.0,1,1
32886507,-2.500913,-2.509756,-2.4815614,nan,nan,0.0,0.0,0.0,1,1
33086507,-2.2285085,-2.2363884,-2.211237,nan,nan,0.0,0.0,0.0,1,1
33286507,-2.9717305,-2.9822385,-2.9487102,nan,nan,0.0,0.0,0.0,1,1
33486507,-3.0851715,-3.0960805,-3.0612838,nan,nan,0.0,0.0,0.0,1,1
33686507,-2.1299791,-2.1375108,-2.113482,nan,nan,0.0,0.0,0.0,1,1
33886515,-2.1299806,-2.1375122,-2.1135073,nan,nan,0.0,0.0,0.0,1,1
34086507,-1.6790069,-1.6849439,-1.666011,nan,nan,0.0,0.0,0.0,1,1
34286507,-1.9177959,-1.9245772,-1.9029636,nan,nan,0.0,0.0,0.0,1,1
34486517,-2.500913,-2.509756,-2.481555,nan,nan,0.0,0.0,0.0,1,1
34686507,-2.4135299,-2.422064,-2.3948483,nan,nan,0.0,0.0,0.0,1,1
34886510,-2.196158,-2.2039235,-2.1791809,nan,nan,0.0,0.0,0.0,1,1
35086507,-1.9177959,-1.9245772,-1.9029685,nan,nan,0.0,0.0,0.0,1,1
35286517,-1.9177959,-1.9245772,-1.9029589,nan,nan,0.0,0.0,0.0,1,1
35486507,-2.1299791,-2.1375108,-2.113498,nan,nan,0.0,0.0,0.0,1,1
35686507,-2.3228633,-2.3310769,-2.3049011,nan,nan,0.0,0.0,0.0,1,1
35886506,-2.9717305,-2.9822385,-2.9487693,nan,nan,0.0,0.0,0.0,1,1
36086507,-2.5575087,-2.566552,-2.5377321,nan,nan,0.0,0.0,0.0,1,1
36286507,-2.823527,-2.833511,-2.801669,nan,nan,0.0,0.0,0.0,1,1
36486507,-2.22851,-2.2363899,-2.21128,nan,nan,0.0,0.0,0.0,1,1
36686507,-1.8023621,-1.8087353,-1.7884158,nan,nan,0.0,0.0,0.0,1,1
36886507,-2.9717305,-2.9822385,-2.948751,nan,nan,0.0,0.0,0.0,1,1
37086507,-2.4430037,-2.451642,-2.4240758,nan,nan,0.0,0.0,0.0,1,1
37286507,-3.1585364,-3.169705,-3.1340847,nan,nan,0.0,0.0,0.0,1,1
