timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
26936680,0,0,174,172,81,78,49
27857916,0,0,180,177,97,85,56
28890686,0,0,180,175,97,81,48
29923289,0,0,167,169,99,82,49
30979894,0,0,177,171,83,73,50
31904298,0,0,193,187,95,87,51
32937387,0,0,203,198,97,79,54
33980920,0,0,206,203,93,85,60
34929394,0,0,205,201,97,80,60
35942437,0,0,197,192,97,81,53
36987640,0,0,195,191,93,96,52
37907657,0,0,191,188,95,79,47
38950137,0,0,184,182,90,75,51
39987059,0,0,179,174,88,103,57
40912515,0,0,176,171,92,82,45
41955478,0,0,178,170,90,100,48
42872367,0,0,179,174,97,81,58
43907895,0,0,167,169,92,85,47
44959605,0,0,160,154,92,87,51
45880892,0,0,150,144,97,86,47
46920002,0,0,142,137,93,86,46
47961851,0,0,136,130,91,90,40
48883641,0,0,132,128,95,89,51
49925825,0,0,124,112,97,89,49
50960078,0,0,136,141,93,79,46
52003438,0,0,126,117,89,91,47
52862335,0,0,126,122,100,87,50
53866331,0,0,136,132,100,87,45
54952880,0,0,146,144,100,87,50
55929951,0,0,144,141,94,88,57
56893243,0,0,139,133,95,88,54
57920394,0,0,130,121,97,89,49
58932674,0,0,130,124,95,82,57
59974640,0,0,121,112,80,89,44
60900813,1,0,115,108,97,86,49
61877736,1,0,111,103,94,90,51
63325105,1,0,108,92,38,88,51
64714631,1,0,106,94,12,83,50
65176867,1,0,110,102,54,91,51
65866991,1,0,123,123,100,85,46
66921152,1,0,127,124,96,86,49
67979907,1,0,120,109,96,89,49
68892192,1,0,122,110,96,90,45
70060989,1,0,114,112,69,92,52
71135446,1,0,114,109,53,90,52
72218640,1,0,125,118,47,87,38
72978969,1,0,132,131,75,89,53
73947553,1,0,127,130,90,85,44
74875345,1,0,123,116,94,84,49
75898881,1,0,114,112,97,89,59
77066996,1,0,110,106,81,90,46
77868290,1,0,114,106,100,83,44
78911252,1,0,127,129,98,77,55
79954317,1,0,123,119,90,88,46
80917127,1,0,124,120,89,80,55
82072639,1,0,122,116,72,83,47
82988908,1,0,117,119,95,85,50
83885234,1,0,122,118,98,87,56
84961022,1,0,137,137,95,87,58
85908991,1,0,140,137,96,82,53
86879040,1,0,131,122,96,84,46
88045246,1,0,123,119,76,86,57
