timestamp,normalized_wheel_setpoint
94572807,0.009615483
94578191,0.009615483
94672557,0.009615483
94777698,0.009615483
94877527,0.009615483
94977255,0.009615483
95077030,0.009615483
95176719,0.009615483
95276582,0.009615483
95376214,0.009615483
95476051,0.009615483
95575748,-0.30455625
95675494,-0.8609112
95775214,-0.97122294
95875062,-0.97122294
95974716,-0.944844
96074579,-0.60191834
96174337,0.009615483
96278559,0.009615483
96373731,0.009615483
96478078,-0.026378773
96573342,0.49038473
96677582,1.0
96772766,1.0
96877074,0.5769232
96976833,-0.3501198
97076586,-0.97122294
97176344,-0.97122294
97276112,-0.97122294
97375870,-0.3357313
97475596,0.009615483
97575351,0.009615483
97675113,0.009615483
97774861,0.009615483
97874607,0.009615483
97974382,0.009615483
98074116,0.009615483
98173905,0.009615483
98273605,0.009615483
98378764,0.009615483
98473103,0.009615483
98578323,0.009615483
98672612,0.009615483
98777775,0.009615483
98872124,0.009615483
98977266,0.009615483
99077060,0.009615483
99176818,0.009615483
99276596,0.009615483
99376273,0.009615483
99476121,0.009615483
99575784,0.009615483
99675629,0.009615483
99775332,0.009615483
99875067,0.009615483
99974827,0.009615483
100074686,0.009615483
100174331,0.009615483
100274098,0.009615483
100373944,0.009615483
100478172,0.009615483
100573376,0.009615483
100677740,0.009615483
100772832,0.009615483
100877196,0.009615483
100972402,0.009615483
101076704,0.009615483
