timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,calibraded_airspeed_synth_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_source
94505491,-2.78351,-2.8500936,-2.8320618,nan,7.0,0.0,0.014423041,0.0,1
94605491,-2.360532,-2.416998,-2.4016824,nan,7.0,0.0,0.014423041,0.0,1
94705492,-2.5695834,-2.6310499,-2.6143422,nan,7.0,0.0,0.014423041,0.0,1
94905492,-3.0297496,-3.1022236,-3.0825276,nan,7.0,0.0,0.014423041,0.0,1
95105492,-3.168321,-3.2441096,-3.223537,nan,7.0,0.0,0.014423041,0.0,1
95305492,-3.168321,-3.2441096,-3.223553,nan,7.0,0.0,0.014423041,0.0,1
95505494,-3.3010802,-3.3800447,-3.3592236,nan,7.0,0.0,0.014423041,0.0,1
95705514,-2.9821284,-3.0534632,-3.0340922,nan,7.0,0.0,0.014423041,0.0,1
95905491,-2.9821286,-3.0534635,-3.034096,nan,7.0,0.0,0.014423041,0.0,1
96105491,-3.168321,-3.2441096,-3.2235491,nan,7.0,0.0,0.014423041,0.0,1
96305491,-3.168321,-3.2441096,-3.2240858,nan,7.0,0.0,0.014423041,0.0,1
96505530,-2.78351,-2.8500936,-2.831995,nan,7.0,0.0,0.014423041,0.0,1
96705491,-3.0297496,-3.1022236,-3.083106,nan,7.0,0.0,0.014423041,0.0,1
96905491,-2.9821286,-3.0534635,-3.0340657,nan,7.0,0.0,0.014423041,0.0,1
97105492,-2.5695834,-2.6310499,-2.6148427,nan,7.0,0.0,0.014423041,0.0,1
97305492,-2.699974,-2.7645595,-2.7474682,nan,7.0,0.0,0.014423041,0.0,1
97505518,-2.78351,-2.8500936,-2.832009,nan,7.0,0.0,0.014423041,0.0,1
97705491,-2.3966405,-2.45397,-2.438396,nan,7.0,0.0,0.014423041,0.0,1
97905492,-2.731599,-2.796941,-2.779218,nan,7.0,0.0,0.014423041,0.0,1
98105491,-2.884529,-2.9535294,-2.9348068,nan,7.0,0.0,0.014423041,0.0,1
98305492,-2.9821284,-3.0534632,-3.0345747,nan,7.0,0.0,0.014423041,0.0,1
98505491,-2.78351,-2.8500936,-2.8324842,nan,7.0,0.0,0.014423041,0.0,1
98705491,-2.78351,-2.8500936,-2.832509,nan,7.0,0.0,0.014423041,0.0,1
98905493,-2.8845294,-2.9535296,-2.9353359,nan,7.0,0.0,0.014423041,0.0,1
99105504,-2.78351,-2.8500936,-2.8324947,nan,7.0,0.0,0.014423041,0.0,1
99305492,-2.3966405,-2.45397,-2.438811,nan,7.0,0.0,0.014423041,0.0,1
99505491,-3.168321,-3.2441096,-3.2240977,nan,7.0,0.0,0.014423041,0.0,1
99705492,-2.5695834,-2.6310499,-2.614794,nan,7.0,0.0,0.014423041,0.0,1
99905492,-2.7315993,-2.7969413,-2.7796566,nan,7.0,0.0,0.014423041,0.0,1
100105491,-2.7315993,-2.7969413,-2.7791872,nan,7.0,0.0,0.014423041,0.0,1
100305491,-3.168321,-3.2441096,-3.2240858,nan,7.0,0.0,0.014423041,0.0,1
100505521,-3.344162,-3.424157,-3.4029922,nan,7.0,0.0,0.014423041,0.0,1
100705492,-2.943477,-3.0138872,-2.9952695,nan,7.0,0.0,0.014423041,0.0,1
100905492,-3.168321,-3.2441096,-3.2240577,nan,7.0,0.0,0.014423041,0.0,1
