phase,t_start,t_end,throttle_mean,throttle_p95,flap_mean,flap_p95,tas_mean,tas_p95
phase1,2.6000000000000227,17.0,0.47857869913333334,0.63046494,3.1482092899999996,4.01474109,3.2382885433333333,7.994370884999998
phase2,17.400014,31.600000000000023,0.6231765072413794,0.63656656,3.734867372413793,4.0549882,7.710493672413794,9.3105636
phase3,32.19999999999999,46.80000000000001,0.5998396436666666,0.65112718,3.4984877786666666,4.13416047,8.844864613333334,10.7932611
