timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
158161461,158160494,527633,0.90748835,0.6730302,-1.2370086,3
158768804,158767843,527633,0.84600455,0.63683695,-1.0835677,3
159196165,159195206,527633,0.521887,0.4151704,-0.97943205,3
159798925,159753966,527633,0.48169765,0.36502263,-1.0022682,3
160259838,160258867,527633,0.5614188,0.4034677,-0.99201053,3
160709147,160708185,527633,0.55164754,0.3607753,-1.0151602,3
161303162,161302203,527633,0.5965103,0.35508806,-1.0414299,3
161769861,161719531,527633,0.57846624,0.3701929,-1.014955,3
162210883,162209890,527633,0.5400051,0.3652532,-0.9972871,3
162826709,162825746,527633,0.51560396,0.38561076,-0.9860055,3
163266743,163245752,527633,0.48585933,0.36037326,-0.9968351,3
163831290,163830331,527633,0.49834895,0.35149744,-1.0094546,3
164316970,164266010,527633,0.49432227,0.3485106,-1.0076268,3
164816970,164796006,527633,0.49970937,0.38029307,-0.98747176,3
165330157,165279198,527633,0.48306093,0.3420614,-1.0210454,3
165775027,165774069,527633,0.493063,0.33096358,-1.0217195,3
166241370,166240407,527633,0.414215,0.31627652,-1.0363314,3
166738087,166693127,527633,0.43064126,0.33822352,-1.0079743,3
167167044,167166082,527633,0.41974336,0.3473976,-1.0130244,3
167767136,167766159,527633,0.44566387,0.38268012,-0.9834147,3
168207124,168206160,527633,0.512754,0.36605504,-0.9944179,3
168769348,168768384,527633,0.50089705,0.355246,-1.010413,3
169334799,169252122,527633,0.43667755,0.35872954,-0.9996532,3
169719793,169718834,527633,0.27280474,0.34179866,-1.0715305,3
170224826,170223864,527633,0.22615503,0.35002667,-1.039147,3
170784823,170733833,527633,0.33584818,0.50924325,-0.95789474,3
171319647,171318684,527633,0.47308844,0.3858262,-0.9734382,3
171759650,171758684,527633,0.43975645,0.3896541,-0.9793577,3
172266873,172265880,527633,0.37067196,0.4208794,-0.96969223,3
172738295,172687274,527633,0.28477943,0.42276356,-0.9973297,3
173282382,173281423,527633,0.1861659,0.37443942,-1.0420647,3
173733238,173732274,527633,0.14654955,0.35847658,-1.0929414,3
174324450,174323462,527633,0.09234214,0.4082855,-1.1106398,3
174775391,174774428,527633,0.06319708,0.41549313,-1.1362779,3
175334888,175333922,527633,0.08381832,0.44351467,-1.1151798,3
175819889,175818903,527633,0.096111685,-0.029520452,-0.82629716,3
176278090,176277127,527633,0.010178238,0.4437984,-1.176132,3
176619379,176618389,527633,0.059870154,0.4253186,-1.1349674,3
177323677,177322718,527633,0.21166097,0.50223565,-0.9904686,3
177805823,177764839,527633,0.57478374,0.48376307,-0.9557708,3
178285804,178264983,527633,0.95524526,0.5698306,-1.5016536,3
178785824,178754841,527633,0.8144536,0.7904372,-1.7419591,3
179265791,179244833,527633,0.81631804,0.8093574,-1.743428,3
179825793,179804833,527633,0.7991605,0.82968014,-1.7317322,3
180245798,180244833,527633,0.7818501,0.82667285,-1.7248437,3
180805797,180804833,527633,0.75544095,0.8207182,-1.7238057,3
181225794,181224834,527633,0.7665991,0.8356017,-1.7135766,3
181785796,181784837,527633,0.77200484,0.83568305,-1.711926,3
182325797,182274838,527633,0.76919526,0.8331002,-1.711546,3
182785794,182784835,527633,0.76951814,0.8307368,-1.7142336,3
183325797,183274838,527633,0.76575035,0.8321568,-1.7138007,3
183765797,183764833,527633,0.7682459,0.8322777,-1.713047,3
184325798,184324834,527633,0.768288,0.8322088,-1.7151121,3
184745797,184744834,527633,0.7678658,0.833057,-1.7147282,3
185285797,185234838,527633,0.7665865,0.8329074,-1.7135928,3
185785824,185774849,527633,0.76660895,0.8353746,-1.7141062,3
186305838,186264834,527633,0.76925606,0.8324415,-1.713301,3
186765828,186754848,527633,0.769113,0.83392024,-1.7141383,3
187325902,187314850,527633,0.76826465,0.83414596,-1.7135259,3
187745835,187734855,527633,0.7682409,0.8329188,-1.7126559,3
188325797,188324833,527633,0.76788867,0.83259743,-1.7159526,3
188745793,188744835,527633,0.767839,0.8343668,-1.71312,3
189305796,189304833,527633,0.7682543,0.83226395,-1.71346,3
189725799,189724833,527633,0.77125365,0.82811147,-1.7178636,3
190285795,190284833,527633,0.767514,0.8297386,-1.718747,3
190725800,190724833,527633,0.77409303,0.8303821,-1.7129812,3
191285796,191284833,527633,0.7695049,0.83143353,-1.7134311,3
191825792,191774843,527633,0.7693269,0.82990444,-1.7153071,3
192265792,192264833,527633,0.76746726,0.8289711,-1.7166526,3
192825823,192824833,527633,0.7665509,0.8299414,-1.7125516,3
193245797,193244833,527633,0.7641238,0.83426595,-1.7155972,3
193825817,193824834,527633,0.7720308,0.8326865,-1.7138886,3
194245798,194244835,527633,0.76867354,0.8339526,-1.7131057,3
194805796,194804833,527633,0.7732876,0.82990474,-1.7146184,3
195225792,195224833,527633,0.76786196,0.83390725,-1.7143445,3
195785793,195784834,527633,0.7686919,0.83265656,-1.7143008,3
196225794,196224833,527633,0.76996875,0.83811337,-1.7140783,3
196785793,196784833,527633,0.76666117,0.8376101,-1.7161279,3
197325799,197274839,527633,0.7698097,0.83329165,-1.7142543,3
197765813,197764833,527633,0.77157867,0.83273965,-1.7122365,3
198325816,198324835,527633,0.771598,0.83777213,-1.711999,3
198745794,198744833,527633,0.7686912,0.82945055,-1.7150156,3
199305794,199304833,527633,0.7699671,0.83474,-1.7147874,3
199725798,199724834,527633,0.7703197,0.83358383,-1.7118524,3
