timestamp,io_errors,frames_tx,frames_rx,interface
157775710,6520,6379,0,0
157877717,6525,6384,0,0
157979714,6530,6401,0,0
158081724,6546,6401,0,0
158183956,6546,6401,0,0
158285711,6546,6401,0,0
158387721,6546,6403,0,0
158490124,6548,6403,0,0
158591717,6548,6403,0,0
158693723,6548,6403,0,0
158795711,6548,6403,0,0
158897716,6549,6420,0,0
158999711,6566,6422,0,0
159101717,6567,6422,0,0
159203716,6567,6422,0,0
159305712,6567,6422,0,0
159407950,6567,6424,0,0
159509788,6569,6424,0,0
159611742,6569,6424,0,0
159713715,6569,6424,0,0
159815729,6569,6424,0,0
159918101,6570,6443,0,0
160019711,6588,6443,0,0
160121712,6588,6443,0,0
160223710,6588,6443,0,0
160325944,6588,6443,0,0
160427718,6588,6445,0,0
160529730,6590,6445,0,0
160631712,6590,6445,0,0
160733712,6590,6445,0,0
160835712,6590,6445,0,0
160937716,6591,6464,0,0
161039710,6609,6464,0,0
161141716,6609,6464,0,0
161243716,6609,6464,0,0
161345711,6609,6464,0,0
161447812,6609,6466,0,0
161549711,6611,6466,0,0
161651868,6611,6466,0,0
161753713,6611,6466,0,0
161855710,6612,6466,0,0
161957716,6612,6485,0,0
162059711,6630,6485,0,0
162161713,6630,6485,0,0
162263710,6630,6485,0,0
162365725,6630,6485,0,0
162467751,6630,6487,0,0
162569711,6632,6487,0,0
162671713,6632,6487,0,0
162773712,6632,6487,0,0
162875741,6633,6487,0,0
162977716,6633,6506,0,0
163079711,6651,6506,0,0
163181712,6651,6506,0,0
163283713,6651,6506,0,0
163385961,6651,6506,0,0
163487717,6651,6508,0,0
163589711,6653,6508,0,0
163691722,6653,6508,0,0
163793716,6653,6508,0,0
163895716,6654,6525,0,0
163997723,6671,6527,0,0
164099722,6672,6527,0,0
164201752,6672,6527,0,0
164303712,6672,6527,0,0
164406024,6672,6527,0,0
164507717,6672,6529,0,0
164609727,6674,6529,0,0
164711712,6674,6529,0,0
164813722,6674,6529,0,0
164915712,6675,6546,0,0
165017718,6691,6548,0,0
165119816,6693,6548,0,0
165221712,6693,6548,0,0
165324113,6693,6548,0,0
165425717,6693,6548,0,0
165527716,6693,6550,0,0
165629711,6695,6550,0,0
165731712,6695,6550,0,0
165833718,6695,6550,0,0
165935711,6696,6567,0,0
166037716,6712,6569,0,0
166139710,6714,6569,0,0
166241720,6714,6569,0,0
166343716,6714,6569,0,0
166445908,6714,6571,0,0
166547717,6716,6571,0,0
166649711,6716,6571,0,0
166751712,6716,6571,0,0
166853828,6717,6571,0,0
166955711,6717,6590,0,0
167057717,6735,6590,0,0
167159870,6735,6590,0,0
167261712,6735,6590,0,0
167363724,6735,6590,0,0
167465733,6735,6592,0,0
167567717,6737,6592,0,0
167669710,6737,6592,0,0
167771713,6737,6592,0,0
167873713,6738,6592,0,0
167975711,6738,6611,0,0
168077717,6756,6611,0,0
168179710,6756,6611,0,0
168281719,6756,6611,0,0
168383711,6756,6611,0,0
168485710,6756,6611,0,0
168587772,6756,6613,0,0
168689711,6758,6613,0,0
168791716,6758,6613,0,0
168893912,6759,6628,0,0
168995712,6774,6632,0,0
169097719,6777,6632,0,0
169199710,6777,6632,0,0
169301719,6777,6632,0,0
169404089,6777,6632,0,0
169505711,6777,6634,0,0
169607718,6779,6634,0,0
169709711,6779,6634,0,0
169811713,6779,6634,0,0
169913713,6780,6651,0,0
170015711,6796,6653,0,0
170117717,6798,6653,0,0
170219711,6798,6653,0,0
170322662,6798,6653,0,0
170423713,6798,6653,0,0
170525711,6798,6655,0,0
170627718,6800,6655,0,0
170729711,6800,6655,0,0
170831713,6800,6655,0,0
170933713,6801,6672,0,0
171035711,6819,6674,0,0
171137717,6821,6674,0,0
