timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
157844535,157819611,4028193,140.08786,99653.67,5.105032,1.2474326,2,1
157898632,157876353,4028193,139.9161,99655.67,5.105032,1.2474576,2,1
158071516,158049299,4028193,140.14864,99652.92,5.105032,1.2474232,2,1
158244403,158222195,4028193,140.02179,99654.42,5.105032,1.2474419,2,1
158471177,158451672,4028193,140.25432,99651.67,5.105032,1.2474074,2,1
158644110,158624588,4028193,140.25432,99651.67,5.105032,1.2474074,2,1
158817080,158797547,4028193,140.25432,99651.67,5.105032,1.2474074,2,1
159054706,159029806,4028193,140.38115,99650.17,5.0073276,1.2478269,2,1
159227469,159202572,4028193,140.5714,99647.92,5.0073276,1.2477987,2,1
159454282,159432071,4028193,140.44456,99649.42,5.0073276,1.2478175,2,1
159627208,159604914,4028193,140.55026,99648.17,5.0073276,1.2478019,2,1
159853972,159834398,4028193,140.4023,99649.92,5.0073276,1.2478238,2,1
160026709,160007194,4028193,140.38115,99650.17,5.0073276,1.2478269,2,1
160264417,160239511,4028193,140.61368,99647.42,5.0073276,1.2477925,2,1
160437285,160412347,4028193,140.38115,99650.17,5.0073276,1.2478269,2,1
160664283,160642078,4028193,140.46571,99649.17,5.0073276,1.2478144,2,1
160837168,160814941,4028193,140.61368,99647.42,5.105032,1.2473543,2,1
161063915,161044416,4028193,140.5714,99647.92,5.0073276,1.2477987,2,1
161236666,161217165,4028193,140.44456,99649.42,5.0073276,1.2478175,2,1
161474299,161449371,4028193,140.48685,99648.92,5.0073276,1.2478112,2,1
161647303,161622387,4028193,140.42343,99649.67,5.0073276,1.2478207,2,1
161874163,161851882,4028193,140.27547,99651.42,5.0073276,1.2478427,2,1
162046871,162024675,4028193,140.50798,99648.67,5.0073276,1.2478082,2,1
162273710,162254209,4028193,140.48685,99648.92,5.0073276,1.2478112,2,1
162446476,162426984,4028193,140.48685,99648.92,5.0073276,1.2478112,2,1
162619285,162599772,4028193,140.33887,99650.67,5.0073276,1.2478331,2,1
162856873,162831988,4028193,140.36002,99650.42,5.0073276,1.2478302,2,1
163029696,163004787,4028193,140.52911,99648.42,5.0073276,1.247805,2,1
163256478,163234287,4028193,140.31773,99650.92,5.0073276,1.2478364,2,1
163429596,163407392,4028193,140.50798,99648.67,5.0073276,1.2478082,2,1
163656444,163636942,4028193,140.4023,99649.92,5.0073276,1.2478238,2,1
163829284,163809787,4028193,140.48685,99648.92,5.0073276,1.2478112,2,1
