timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
158170808,157980767,0.094866306,0.02364109,0.055560865,0.026713647,0.01594952,0.09500122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112257004,0.0,0.0,0.0,0.0,0.0,-0.48798043,-0.68058205,1.3971611,-0.016847968,0.010804892,0.005191624,0.0,0.0,25.172245,-0.051256843,0.0,0.0
158669620,158479580,0.3614259,-0.024717584,-0.06512036,0.024414873,0.012050939,0.1058197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10920334,0.0,0.0,0.0,0.0,0.0,-0.4791119,-0.71723026,1.3913476,-0.050685674,-0.03424549,0.058478296,0.0,0.0,25.405678,-0.051256843,0.0,0.0
159168415,158978393,-0.04887823,0.563517,-0.6878936,0.039017104,0.0772797,-0.07792091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.095062256,0.0,0.0,0.0,0.0,0.0,-0.5388028,-0.6728425,1.4533883,-0.22170424,-0.120846234,-0.08016199,0.0,0.0,25.30906,-0.25910252,0.0,0.0
159667253,159477206,-0.15554073,0.17945802,0.14321369,-0.012428524,0.08187605,-0.0700531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031078339,0.0,0.0,0.0,0.0,0.0,-0.45338255,-0.7136105,1.4120772,-0.016781688,-0.03173811,-0.0060628057,0.0,0.0,26.313847,-0.5036681,0.0,0.0
160166049,159976019,0.09627809,-0.18561316,0.13649747,0.004032833,0.058147915,-0.013332367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048999786,0.0,0.0,0.0,0.0,0.0,-0.4608701,-0.7034411,1.4198322,-0.06914821,-0.09688277,-0.024223566,0.0,0.0,27.36916,-0.41130984,0.0,0.0
160674856,160484809,0.00031031668,0.061817378,0.0315945,0.0062261964,0.015359774,0.026725769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0884552,0.0,0.0,0.0,0.0,0.0,-0.4999789,-0.67144257,1.4377729,0.09259765,0.08923415,0.0011295676,0.0,0.0,27.52689,-0.3224268,0.0,0.0
161173698,160983622,-0.115076154,-0.12778473,0.33520418,0.010190227,-0.0014576693,0.06094742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013669968,0.0,0.0,0.0,0.0,0.0,-0.49524903,-0.66260153,1.4313422,0.0054220483,-0.060537837,0.002010107,0.0,0.0,27.426361,-0.3216623,0.0,0.0
161672459,161482435,-0.03960307,0.069873,0.038411807,0.0015954395,0.013779962,0.07693672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060007095,0.0,0.0,0.0,0.0,0.0,-0.51127565,-0.44961965,1.2908034,-0.103410415,-0.11524786,-0.020723104,0.0,0.0,27.513172,-0.3216623,0.0,0.0
162171548,161981248,0.0057529286,-0.06729716,-0.22428818,-5.642895e-05,0.035897903,0.06303024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06804848,0.0,0.0,0.0,0.0,0.0,-0.503715,-0.6666897,1.4299756,0.001508072,0.014378294,-0.0019674897,0.0,0.0,28.14491,-0.3216623,0.0,0.0
162670078,162480061,-0.076680146,0.086452276,-0.13866925,0.0015405288,0.021846479,0.03519249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08834839,0.0,0.0,0.0,0.0,0.0,-0.49477875,-0.6536271,1.436511,0.15472281,0.08191137,-0.0039286017,0.0,0.0,27.526571,-0.3216623,0.0,0.0
