timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
156963071,0,0,165,169,98,79,83
157888450,0,0,165,170,97,80,74
158915392,0,0,168,170,98,88,75
159969899,0,0,177,180,100,84,85
161010246,0,0,177,180,92,79,85
161908644,0,0,177,180,97,78,84
162962222,0,0,177,180,100,77,77
163908002,0,0,177,181,100,78,73
164935277,0,0,178,181,100,79,90
165978418,0,0,179,183,98,80,89
166883407,0,0,179,182,97,83,74
167929390,0,0,179,182,94,95,85
168979001,0,0,177,179,94,95,91
169877247,0,0,176,180,98,82,86
170919903,0,0,166,168,97,86,82
171965157,0,0,137,132,99,77,76
172888645,0,0,130,131,100,87,76
173924887,0,0,124,129,100,85,91
174886494,0,0,124,126,100,91,84
175907978,0,0,122,127,96,85,79
176938267,1,0,115,122,98,82,78
177985642,3,0,108,107,100,85,94
179028477,3,0,103,107,98,83,94
179949401,3,0,100,107,96,84,94
180870985,3,0,97,107,100,88,94
182026160,3,0,95,0,100,85,0
182945914,3,0,94,0,98,82,0
183873426,3,0,94,0,96,83,0
185025601,3,0,94,0,100,83,0
185951207,3,0,94,0,97,80,0
186874643,3,0,94,0,100,82,0
188022362,3,0,94,0,97,82,0
188969092,3,0,94,0,98,83,0
189881459,3,0,94,0,100,84,0
191047657,3,0,94,0,100,83,0
191956315,3,0,94,0,96,83,0
192888335,3,0,94,0,100,80,0
194051069,3,0,94,0,100,81,0
194962992,3,0,94,0,100,83,0
195881045,3,0,94,0,94,84,0
197058522,3,0,94,0,82,81,0
197968174,3,0,94,0,100,84,0
198898592,3,0,94,0,100,84,0
200065250,3,0,94,0,93,86,0
200990409,3,0,94,0,100,82,0
201921321,3,0,94,0,100,81,0
203056557,3,0,94,0,100,82,0
203971645,3,0,94,0,97,83,0
204902879,3,0,94,0,100,83,0
206061961,3,0,94,0,100,84,0
206989305,3,0,94,0,100,84,0
207895637,3,0,94,0,97,84,0
209070139,3,0,94,0,98,68,0
209914477,3,0,98,0,97,75,0
210928130,5,0,110,117,95,69,81
211868643,5,0,105,112,100,65,75
213006011,7,0,111,110,93,70,92
213912473,9,0,107,113,100,73,87
215082056,9,0,104,110,96,70,85
215874441,9,0,102,107,98,70,73
216934643,11,0,97,107,97,72,73
217970612,13,0,101,99,98,81,85
218896691,15,0,104,103,96,85,90
219927626,17,0,109,114,100,97,81
221126195,19,0,109,113,88,86,81
221893401,19,0,117,118,93,83,86
222924217,19,0,114,117,97,79,85
223977660,19,0,119,122,93,82,88
224919831,19,0,128,131,97,82,70
225930409,19,0,130,132,99,82,85
226969642,19,0,132,134,96,80,81
227882998,19,0,132,135,100,82,84
228919629,19,0,132,136,100,82,77
229983665,19,0,131,134,97,83,88
230905847,19,0,132,133,97,83,80
231942628,19,0,131,132,100,84,90
232985557,19,0,133,136,97,83,74
233905401,19,0,135,138,91,85,76
234927606,19,0,136,140,96,84,85
235988224,19,0,135,140,99,82,90
236891233,19,0,135,139,98,74,81
237928079,19,0,135,139,100,81,82
238903204,19,0,132,136,95,83,76
239902280,19,0,132,137,100,76,86
240928366,19,0,129,132,100,84,86
241868644,19,0,127,128,100,81,73
242911560,19,0,122,124,100,83,76
243991064,19,0,128,132,93,80,90
244998086,19,0,140,143,100,83,91
245906946,19,0,148,152,100,84,81
246936363,19,0,154,157,100,85,72
247867949,19,0,160,162,100,83,75
248900270,19,0,168,172,100,84,71
249933646,19,0,172,174,100,84,88
250889121,19,0,173,177,97,86,77
251925642,19,0,170,174,100,82,69
252951059,19,0,161,165,100,81,75
253884028,19,0,167,173,100,87,83
254927484,19,0,166,172,97,82,88
255959962,19,0,159,158,97,81,70
256863645,19,0,169,175,100,75,87
257914033,19,0,163,173,100,69,89
258947973,19,0,157,158,97,79,86
259866652,19,0,163,167,98,100,73
260917097,19,0,168,173,100,70,86
261966296,19,0,168,173,100,75,83
262888358,19,0,169,172,100,78,93
263923163,19,0,171,176,100,71,73
264959643,19,0,171,176,100,77,79
265878151,19,0,173,176,95,75,89
266942659,19,0,173,177,80,89,89
267968026,19,0,173,176,99,77,75
268879391,19,0,170,175,100,92,82
269933207,19,0,134,137,97,80,76
270895949,19,0,121,120,100,79,90
271885848,19,0,115,119,100,84,88
273044648,19,0,108,115,95,79,94
273963078,19,0,109,113,100,79,79
274902750,19,0,111,112,97,90,85
275950279,20,0,108,113,90,81,92
276987939,20,0,106,113,100,80,92
277895680,22,0,105,113,97,90,92
278950777,23,0,106,108,93,76,73
279914271,25,0,107,108,100,84,75
280900957,25,0,111,116,100,86,74
281951553,25,0,112,117,100,71,82
282973645,25,0,113,117,94,86,79
283899307,25,0,112,118,100,82,74
284991615,25,0,109,113,100,84,88
285999097,26,0,107,111,97,92,92
286898119,26,0,104,109,100,78,83
287964001,26,0,105,107,82,93,85
288987439,28,0,104,107,100,90,85
289940408,30,0,103,106,97,80,84
290964866,32,0,103,105,91,88,83
292004077,34,0,103,105,100,79,72
292914841,34,0,105,105,100,92,72
294084093,36,0,101,105,97,90,72
294885234,38,0,105,110,97,87,81
295907668,38,0,114,119,100,89,80
296956915,38,0,115,120,99,73,89
297895450,38,0,115,118,97,74,77
298969021,41,0,110,115,89,73,95
300091407,41,0,103,115,100,90,95
301005644,41,0,97,115,100,81,95
301941178,41,0,94,0,95,86,0
302871624,41,0,92,0,100,82,0
303891040,43,0,94,102,100,84,74
304943985,44,0,99,106,97,76,82
306096316,47,0,99,106,96,79,78
307056414,48,0,98,103,89,82,91
307934901,49,0,96,103,100,92,91
308871992,50,0,94,103,100,85,91
310014852,53,0,97,98,97,75,80
310949400,54,0,97,100,98,80,68
311987731,55,0,99,101,97,81,85
313028463,55,0,100,104,97,92,82
313927663,56,0,113,115,99,78,69
314868603,56,0,122,126,99,84,86
315897013,56,0,113,117,100,87,86
316970643,57,0,112,118,100,87,83
317877663,57,0,109,114,100,81,84
319034276,58,0,109,111,100,77,68
319945485,60,0,104,111,100,76,68
320884444,63,0,100,111,100,83,68
322025316,67,0,100,107,100,84,75
322938129,67,0,101,101,97,92,77
323885819,67,0,100,101,100,80,77
325038642,67,0,101,106,95,88,89
325956682,67,0,97,106,97,86,89
326885642,68,0,97,102,100,75,87
328032330,69,0,93,102,99,75,87
328951087,69,0,92,102,98,80,87
329917516,69,0,89,102,100,79,87
331048607,69,0,91,102,94,81,87
331960124,69,0,90,0,100,83,0
332888347,70,0,95,95,91,86,68
334072283,71,0,96,95,100,76,68
334965144,71,0,96,95,97,75,68
335887235,71,0,96,95,100,92,68
337036293,72,0,96,95,100,80,68
337959282,72,0,87,95,100,82,68
338903639,72,0,92,95,99,79,68
339868917,72,0,95,0,100,84,0
340979438,74,0,94,95,100,78,84
341891411,75,0,96,93,100,87,70
342860644,75,0,97,93,97,85,70
343965950,77,0,95,93,98,90,70
345143206,79,0,100,101,88,85,83
345951273,79,0,111,105,90,79,85
346871147,79,0,107,116,100,82,90
347902662,82,0,103,116,97,89,90
349065015,82,0,97,116,100,80,90
349989141,84,0,96,95,100,75,69
350918842,89,0,96,95,96,81,69
352056273,90,0,96,95,100,92,69
353000056,97,0,100,103,72,84,77
353918642,102,0,101,106,100,78,78
354962659,105,0,99,105,100,79,87
355884326,110,0,102,105,96,69,87
356895821,112,0,103,110,98,80,85
357953978,116,0,104,109,100,78,77
359003873,117,0,103,109,98,91,77
359901222,120,0,97,106,100,79,79
360870365,121,0,98,106,100,88,79
361883646,123,0,100,102,100,87,74
362909840,129,0,100,102,100,75,85
363968624,136,0,100,104,100,79,91
364993997,139,0,99,104,100,75,91
365927386,141,0,98,104,98,82,91
366966651,142,0,95,104,97,78,91
368014544,142,0,95,104,98,79,91
368937311,143,0,93,104,98,78,91
369927218,144,0,92,104,100,76,91
371017660,144,0,90,0,100,92,0
371932074,144,0,88,0,93,75,0
372877414,144,0,88,0,99,76,0
373895419,145,0,89,0,100,80,0
374940931,145,0,90,0,100,80,0
375866386,147,0,92,93,98,87,80
376899455,150,0,97,93,95,75,80
377950643,152,0,98,93,96,78,80
378866396,154,0,101,104,100,84,78
379904401,158,0,103,104,100,77,78
380949074,163,0,102,104,95,92,78
381993206,164,0,104,106,90,85,78
382983048,164,0,108,110,96,83,90
383866501,164,0,108,110,100,81,73
384993604,167,0,101,111,82,78,79
385914309,172,0,100,111,96,76,79
386951644,173,0,100,111,98,84,79
387867908,175,0,100,111,100,82,79
389038062,179,0,98,104,97,90,76
389946111,179,0,95,104,99,78,76
390889189,179,0,91,104,100,80,76
392043920,179,0,90,0,97,87,0
392969554,179,0,89,0,89,91,0
394162018,179,0,87,0,90,86,0
395039644,180,0,88,0,100,78,0
395962607,180,0,89,0,97,78,0
396899773,181,0,91,0,97,87,0
398053866,185,0,94,0,100,85,0
398978691,187,0,98,100,100,89,81
399872501,188,0,110,113,100,79,90
400942231,189,0,106,112,100,77,84
402212662,193,0,105,112,92,80,84
402876180,197,0,103,106,97,89,68
403943636,199,0,106,111,98,83,73
404857893,200,0,108,112,97,81,91
405878883,201,0,106,110,100,76,82
407045767,201,0,104,110,98,79,82
407986490,201,0,98,110,93,80,82
408909656,201,0,97,110,97,88,82
410069850,202,0,95,110,75,88,82
410978389,203,0,97,110,97,79,82
411900988,203,0,103,99,100,82,74
412901248,203,0,104,111,100,76,81
413984884,204,0,101,111,98,79,81
414917663,207,0,103,109,97,83,83
416075009,209,0,104,110,90,77,76
416870031,212,0,107,109,98,80,72
417906693,212,0,130,130,100,78,85
418962510,212,0,143,146,94,78,86
419881141,213,0,117,122,100,83,79
420916163,214,0,114,114,100,78,87
421956276,214,0,112,114,100,81,82
422870411,214,0,111,112,96,70,91
423905639,214,0,110,111,100,78,67
424959041,214,0,110,111,100,73,71
425883644,214,0,110,113,98,72,79
426912098,214,0,110,113,100,77,91
427965011,214,0,109,113,100,69,84
428961905,214,0,111,113,97,83,77
429918068,214,0,110,114,96,80,80
430868576,214,0,110,115,98,71,77
431880162,214,0,109,113,100,79,83
432912495,214,0,112,115,100,80,69
433965040,214,0,118,121,100,81,79
434896678,214,0,116,122,97,80,75
435937699,214,0,106,114,97,78,76
436981901,214,0,109,107,78,80,83
437888214,214,0,112,116,100,77,80
438926148,214,0,108,114,97,79,69
439961643,214,0,103,107,99,80,73
440893634,214,0,108,111,100,80,86
441927471,214,0,112,117,100,80,77
442986405,214,0,113,117,95,80,86
443887978,214,0,114,117,100,74,90
444929973,214,0,114,118,100,80,84
445862488,214,0,114,117,100,78,77
446893453,214,0,114,117,100,72,79
447932848,214,0,114,118,100,80,71
448868069,214,0,115,118,100,80,83
449896359,214,0,116,118,95,82,89
450933111,214,0,116,117,100,77,78
451986908,214,0,116,118,100,80,81
452893690,214,0,116,118,100,79,88
453936552,214,0,116,118,100,77,88
454878879,214,0,117,118,97,81,87
455977663,214,0,117,118,100,78,81
456949488,214,0,116,118,100,81,69
457881527,214,0,116,119,98,80,86
458901164,214,0,116,118,100,80,87
459936535,214,0,116,118,100,79,89
460865010,214,0,116,117,96,78,76
461909639,214,0,116,117,100,72,72
462960255,214,0,114,118,100,80,90
463867910,214,0,111,114,97,82,87
464912051,214,0,106,107,100,71,80
465950152,215,0,111,117,97,79,76
466866651,215,0,110,114,100,79,88
467914959,215,0,113,119,100,79,78
468951640,215,0,114,118,100,79,86
469864643,215,0,114,118,96,81,71
470924729,215,0,111,116,100,81,79
471954506,215,0,112,115,100,82,92
472867185,215,0,112,115,100,79,74
473923641,215,0,113,118,100,79,83
474957096,215,0,112,115,100,79,89
475889639,215,0,111,115,97,74,85
476933640,215,0,111,114,96,80,75
477948502,215,0,111,114,100,81,76
478882038,215,0,110,114,100,81,73
479923121,215,0,102,108,100,71,90
480864209,215,0,98,105,98,72,85
481879644,215,0,97,103,97,73,82
482896547,215,0,108,112,100,66,77
483971302,215,0,120,128,100,66,77
484886594,215,0,114,117,98,65,86
485929098,215,0,124,126,97,76,91
486958377,215,0,131,131,100,78,76
487889453,215,0,129,132,100,72,73
488937575,215,0,126,127,98,76,82
489982156,215,0,130,134,97,74,88
490889959,215,0,130,134,94,72,77
491940422,215,0,131,134,100,73,70
492978073,215,0,131,134,100,71,69
493894720,215,0,131,134,100,78,82
494946367,215,0,126,131,100,70,91
495875642,215,0,126,127,99,71,82
496892170,215,0,127,129,93,78,69
497937661,215,0,125,128,100,66,93
498863930,215,0,128,130,100,75,80
499895314,215,0,129,133,99,75,86
500949462,215,0,119,120,97,73,80
501916492,215,0,116,121,100,74,85
502912025,215,0,121,124,95,70,87
503954641,215,0,124,124,97,73,74
504872070,215,0,127,129,100,73,86
505904611,215,0,127,131,100,74,70
506948078,215,0,123,126,98,77,78
507867655,215,0,131,137,100,77,88
508913546,215,0,124,130,100,77,71
509905533,215,0,129,131,97,75,77
510874435,215,0,138,143,100,74,90
511911051,215,0,140,144,98,79,87
512875124,215,0,137,139,100,74,78
513874452,215,0,133,136,100,69,84
514902988,215,0,125,125,100,76,76
515961645,215,0,122,123,96,71,85
516871632,215,0,120,121,95,73,80
517918301,215,0,119,122,92,76,85
518967475,215,0,119,122,100,77,83
519886842,215,0,120,123,100,73,92
520957636,215,0,121,123,100,69,90
521867663,215,0,116,122,100,65,92
522896895,215,0,109,114,95,76,82
523920321,215,0,108,114,95,78,85
524961644,215,0,106,109,98,75,92
525882392,215,0,111,109,100,68,80
526913203,215,0,111,114,100,77,83
527968643,215,0,110,123,96,74,79
528906934,215,0,111,114,95,74,76
529941501,215,0,114,120,97,74,88
530981097,215,0,116,128,96,70,55
532013236,215,0,106,113,96,76,54
532934643,215,0,103,113,97,72,54
533881891,215,0,101,113,100,74,54
535025612,215,0,100,0,97,76,0
535935111,215,0,100,0,100,74,0
536871056,215,0,100,0,100,74,0
538033381,215,0,100,0,78,75,0
538955233,215,0,100,0,97,76,0
539884835,215,0,100,0,100,72,0
541028589,215,0,100,0,93,74,0
542035978,215,0,100,0,100,74,0
542876414,215,0,100,0,100,71,0
544020257,215,0,100,0,100,77,0
544968977,215,0,100,0,94,71,0
545874985,215,0,100,0,100,77,0
547020254,215,0,100,0,100,74,0
547973647,215,0,100,0,100,75,0
548927074,215,0,100,0,100,77,0
549880371,215,0,100,0,100,75,0
550967201,215,0,100,0,96,74,0
551905643,215,0,100,0,97,74,0
553041645,215,0,100,0,100,72,0
553963635,215,0,100,0,100,68,0
554909002,215,0,100,0,96,66,0
556046979,215,0,100,0,100,76,0
