timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
157873641,0.0,0.0,0.0,0.0
157878619,0.0,0.0,0.0,0.0
158073150,0.0,0.0,0.0,0.0
158272684,0.0,0.0,0.0,0.0
158472201,0.0,0.0,0.0,0.0
158676740,-0.0056486684,-0.0035210801,0.0010964522,0.0
158876235,-0.0006246009,-0.020656813,0.0011736492,0.0
159075777,0.015579219,-0.042485688,-0.012043174,0.0
159275286,0.021325985,-0.047496833,-0.033220716,0.0
159474813,0.01711436,-0.045007702,-0.048930123,0.0
159674336,0.012506803,-0.046647076,-0.05476222,0.0
159873863,0.007709127,-0.04579456,-0.05738247,0.0
160075888,-0.0060042418,-0.04233004,-0.05565532,0.0
160275423,-0.024383457,-0.037188623,-0.050432272,0.0
160474934,-0.037413802,-0.032472514,-0.043844797,0.0
160674457,0.0,0.0,0.0,0.0
160874072,0.0,0.0,0.0,0.0
161073506,0.0,0.0,0.0,0.0
161273033,0.0,0.0,0.0,0.0
161475054,0.0,0.0,0.0,0.0
161674575,0.0,0.0,0.0,0.0
161874118,0.0,0.0,0.0,0.0
162073626,0.0,0.0,0.0,0.0
162273155,0.0,0.0,0.0,0.0
162472682,0.0,0.0,0.0,0.0
162672201,0.0,0.0,0.0,0.0
162876719,0.0,0.0,0.0,0.0
163076239,0.0,0.0,0.0,0.0
163275765,0.0,0.0,0.0,0.0
163475300,0.0,0.0,0.0,0.0
163674815,0.0,0.0,0.0,0.0
163874342,0.0,0.0,0.0,0.0
164073865,0.0,0.0,0.0,0.0
164275888,0.0,0.0,0.0,0.0
164475428,0.0,0.0,0.0,0.0
164674937,0.0,0.0,0.0,0.0
164874465,0.0,0.0,0.0,0.0
165073991,0.0,0.0,0.0,0.0
165273524,0.0,0.0,0.0,0.0
165473053,0.0,0.0,0.0,0.0
165675057,0.0,0.0,0.0,0.0
165874582,0.0,0.0,0.0,0.0
166074108,0.0,0.0,0.0,0.0
166273636,0.0,0.0,0.0,0.0
166473177,0.0,0.0,0.0,0.0
166672686,0.0,0.0,0.0,0.0
166872210,0.0,0.0,0.0,0.0
167076727,0.0,0.0,0.0,0.0
167276245,0.0,0.0,0.0,0.0
167475770,0.0,0.0,0.0,0.0
167675296,0.0,0.0,0.0,0.0
167874823,0.0,0.0,0.0,0.0
168074372,0.0,0.0,0.0,0.0
168273870,0.0,0.0,0.0,0.0
168475894,0.0,0.0,0.0,0.0
168675418,0.0,0.0,0.0,0.0
168874944,0.0,0.0,0.0,0.0
169074467,0.0,0.0,0.0,0.0
169274000,0.0,0.0,0.0,0.0
169473519,0.0,0.0,0.0,0.0
169673044,0.0048501836,-0.004186507,-0.006581707,0.0
169875063,-0.03166129,-0.012588064,0.004000291,0.0
170074589,-0.03470163,-0.038078375,0.015051958,0.0
170274116,-0.07349397,-0.05732533,0.023265015,0.0
170473641,-0.088965215,-0.082185596,0.03080834,0.0
170673161,-0.12581769,-0.059315212,0.042220246,0.0
170872690,-0.12730063,-0.055711236,0.07252118,0.0
171072215,-0.15351984,-0.056829803,0.09085893,0.0
171276728,-0.16795664,-0.05417241,0.10001454,0.0
171476247,-0.19415951,-0.05968339,0.09444545,0.0
171675772,-0.19612709,-0.04804827,0.08142794,0.0
171875297,-0.2,-0.034147933,0.06436024,0.0
172074820,-0.2,-0.027042976,0.051703323,0.0
172274344,-0.2,-0.011719017,0.054454707,0.0
172473869,-0.2,-0.010316784,0.061816644,0.0
172675887,-0.2,0.0012411975,0.06101919,0.0
172875415,-0.2,0.012969137,0.070284076,0.0
173074937,-0.2,0.016246602,0.08053199,0.0
173274469,-0.2,0.024929132,0.08762366,0.0
173473992,-0.2,0.037810158,0.098332785,0.0
173673514,-0.2,0.03527188,0.11184405,0.0
173873039,-0.2,0.035515342,0.116160974,0.0
174075200,-0.2,0.044063505,0.12245249,0.0
174274702,-0.2,0.03801139,0.13121065,0.0
174474200,-0.2,0.04031083,0.1411138,0.0
174673702,-0.2,0.043431062,0.15038805,0.0
174873275,-0.2,0.035695773,0.15389171,0.0
175072707,-0.2,0.036789652,0.16048299,0.0
175272213,-0.2,0.042164072,0.1735892,0.0
175476698,-0.2,0.041876566,0.18923365,0.0
175676220,-0.2,0.044051062,0.19140452,0.0
175875741,-0.2,0.053886298,0.19293554,0.0
176075269,-0.2,0.040383648,0.19927463,0.0
176274789,-0.2,0.025461575,0.2,0.0
176474311,-0.2,0.022759423,0.2,0.0
176673833,-0.2,0.030145299,0.2,0.0
176875850,-0.2,0.042649828,0.2,0.0
177075375,-0.2,0.06185771,0.2,0.0
177274896,-0.19886392,0.08870667,0.2,0.0
177474422,-0.18050234,0.10872619,0.16688007,0.0
177673941,-0.19995125,0.15660796,0.17392413,0.0
177873519,-0.2,0.20632398,0.16717789,0.0
178072986,-0.2,0.25153962,0.15708624,0.0
178275002,-0.2,0.2880908,0.14767857,0.0
178474521,-0.19593485,0.3170708,0.15770738,0.0
178674045,-0.2,0.29678875,0.15305884,0.0
178873582,-0.2,0.2807426,0.13578272,0.0
179073090,-0.2,0.26471072,0.118616946,0.0
179272617,-0.2,0.24842647,0.10137754,0.0
179472133,-0.2,0.2319809,0.08418945,0.0
179676658,-0.2,0.21491756,0.06654169,0.0
179876180,-0.2,0.19809303,0.049335614,0.0
180075691,-0.2,0.18110201,0.03213112,0.0
180275210,-0.2,0.16394258,0.014924587,0.0
180474732,-0.2,0.14664371,-0.0022837617,0.0
180674255,-0.2,0.12917833,-0.019492371,0.0
180873779,-0.2,0.11156556,-0.036686968,0.0
181075795,0.0,0.0,0.0,0.0
181275325,0.0,0.0,0.0,0.0
181474851,0.0,0.0,0.0,0.0
181674370,0.0,0.0,0.0,0.0
181873892,0.0,0.0,0.0,0.0
182073407,0.0,0.0,0.0,0.0
182272930,0.0,0.0,0.0,0.0
182474945,0.0,0.0,0.0,0.0
182674468,0.0,0.0,0.0,0.0
182873992,0.0,0.0,0.0,0.0
183073511,0.0,0.0,0.0,0.0
183273038,0.0,0.0,0.0,0.0
183472558,0.0,0.0,0.0,0.0
183672082,0.0,0.0,0.0,0.0
183876588,0.0,0.0,0.0,0.0
184076113,0.0,0.0,0.0,0.0
184275638,0.0,0.0,0.0,0.0
184475158,0.0,0.0,0.0,0.0
184674681,0.0,0.0,0.0,0.0
184874202,0.0,0.0,0.0,0.0
185073728,0.0,0.0,0.0,0.0
185275762,0.0,0.0,0.0,0.0
185475279,0.0,0.0,0.0,0.0
185674790,0.0,0.0,0.0,0.0
185874312,0.0,0.0,0.0,0.0
186073836,0.0,0.0,0.0,0.0
186273360,0.0,0.0,0.0,0.0
186472880,0.0,0.0,0.0,0.0
186677396,0.0,0.0,0.0,0.0
186876916,0.0,0.0,0.0,0.0
187073943,0.0,0.0,0.0,0.0
187273465,0.0,0.0,0.0,0.0
187472986,0.0,0.0,0.0,0.0
187672508,0.0,0.0,0.0,0.0
187872035,0.0,0.0,0.0,0.0
188076542,0.0,0.0,0.0,0.0
188276066,0.0,0.0,0.0,0.0
188475587,0.0,0.0,0.0,0.0
188675110,0.0,0.0,0.0,0.0
188874638,0.0,0.0,0.0,0.0
189074156,0.0,0.0,0.0,0.0
189273679,0.0,0.0,0.0,0.0
189475698,0.0,0.0,0.0,0.0
189675221,0.0,0.0,0.0,0.0
189874759,0.0,0.0,0.0,0.0
190074266,0.0,0.0,0.0,0.0
190273790,0.0,0.0,0.0,0.0
190473311,0.0,0.0,0.0,0.0
190672836,0.0,0.0,0.0,0.0
190877381,0.0,0.0,0.0,0.0
191076869,0.0,0.0,0.0,0.0
191276403,0.0,0.0,0.0,0.0
191475914,0.0,0.0,0.0,0.0
191672945,0.0,0.0,0.0,0.0
191872483,0.0,0.0,0.0,0.0
192071999,0.0,0.0,0.0,0.0
192276676,0.0,0.0,0.0,0.0
192476162,0.0,0.0,0.0,0.0
192675670,0.0,0.0,0.0,0.0
192875185,0.0,0.0,0.0,0.0
193074676,0.0,0.0,0.0,0.0
193274171,0.0,0.0,0.0,0.0
193473746,0.0,0.0,0.0,0.0
193675658,0.0,0.0,0.0,0.0
193875177,0.0,0.0,0.0,0.0
194074703,0.0,0.0,0.0,0.0
194274222,0.0,0.0,0.0,0.0
194473746,0.0,0.0,0.0,0.0
194673267,0.0,0.0,0.0,0.0
194872793,0.0,0.0,0.0,0.0
