timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
158026791,1200.0,0.3909727,907.78406,0.0,4413,0,62.503162,421,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158936744,1200.0,0.3909727,907.78406,0.0,4448,0,62.503162,423,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159946748,1200.0,0.3909727,912.9561,0.0,4471,0,20.998991,424,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161046733,1200.0,0.3909727,1361.4509,0.0,4508,0,20.793068,427,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161926791,1200.0,0.3909727,1361.4509,0.0,4527,0,20.793068,430,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162946791,1200.0,0.3909727,810.957,0.0,4548,0,109.99416,431,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164007703,1200.0,0.3909727,1433.565,0.0,4584,0,20.979,434,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164947719,1200.0,0.3909727,1433.565,0.0,4607,0,20.979,436,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165957721,1200.0,0.3909727,961.36993,0.0,4639,0,62.375187,437,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166997744,1200.0,0.3909727,803.9612,0.0,4660,0,41.584198,440,0,0,0,0,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
