timestamp,altitude_sp,altitude_reference,altitude_time_constant,height_rate_reference,height_rate_direct,height_rate_setpoint,height_rate,equivalent_airspeed_sp,true_airspeed_sp,true_airspeed_filtered,true_airspeed_derivative_sp,true_airspeed_derivative,true_airspeed_derivative_raw,total_energy_rate_sp,total_energy_rate,total_energy_balance_rate_sp,total_energy_balance_rate,throttle_integ,pitch_integ,throttle_sp,pitch_sp_rad,throttle_trim,underspeed_ratio,fast_descend_ratio
277626281,31.485516,31.49743,10.0,0.8130346,nan,0.12195519,0.8130346,4.01994,4.01994,7.0,0.0,0.0,0.0,1.195972,7.973146,2.391944,15.946292,0.0,0.0,0.57843524,0.005226652,0.6,0.0,0.0
277646193,31.485516,31.51326,10.0,0.7752186,nan,0.11798072,0.7178433,4.039909,4.039909,7.0,0.0,0.0,0.0,1.1571447,7.928888,2.3139913,14.079276,0.0,-0.0001706009,0.5774872,0.00782978,0.6,0.0,0.0
277825781,63.597183,31.656675,10.0,0.8,nan,0.12367413,1.6529055,4.219499,4.219499,7.0,0.0,0.0,0.0,1.2129041,10.057533,2.425658,32.41893,0.0,-0.003381847,0.5663312,-0.033584867,0.6,0.0,0.0
278015334,63.597183,31.808315,10.0,0.8,nan,0.1326278,0.5795402,4.4090514,4.4090514,7.0,0.0,0.0,0.0,1.300697,9.376157,2.6012688,11.366695,0.0,-0.0054180673,0.57113475,0.013322199,0.6,0.0,0.0
278214837,63.597183,31.967916,10.0,0.8,nan,0.13675015,0.825968,4.6085525,4.6085525,7.0,0.0,0.0,0.0,1.3411723,10.204274,2.6821218,16.199959,0.0,-0.008368347,0.56611717,-0.006634523,0.6,0.0,0.0
278414368,63.597183,32.12754,10.0,0.8,nan,0.16102974,0.062184945,4.8080635,4.8080635,7.0,0.0,0.0,0.0,1.5792106,6.1006494,3.1583247,1.2196519,0.0,-0.007877402,0.5884859,0.0423673,0.6,0.0,0.0
278613903,63.597183,32.287163,10.0,0.8,nan,0.18010113,-0.2900748,5.0076184,5.0076184,7.0,0.0,0.0,0.0,1.7662317,4.587424,3.5323775,-5.689324,0.0,-0.00811313,0.6109336,0.053390477,0.6,0.0,0.0
278813439,63.597183,32.446785,10.0,0.8,nan,0.20722362,0.61306334,5.2071567,5.2071567,7.0,0.0,0.0,0.0,2.0332527,2.8107195,4.064339,12.024196,0.0,-0.0073874295,0.63338125,0.042876698,0.6,0.0,0.0
279015456,63.597183,32.608402,10.0,0.8,nan,0.23543599,-0.96380126,5.409173,5.409173,7.0,0.0,0.0,0.0,2.3100429,0.53665483,4.6176767,-18.903324,0.0,-0.006083229,0.6561081,0.08685283,0.6,0.0,0.0
279212480,63.597183,32.766026,10.0,0.8,nan,0.26684526,-0.46140042,5.6061964,5.6061964,7.0,0.0,0.0,0.0,2.619136,-1.2221627,5.233716,-9.049585,0.0,-0.004134809,0.6782735,0.101160884,0.6,0.0,0.0
