timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
157815912,157815786,0,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
158326664,157815786,0,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
158832652,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
159338665,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
159844712,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
160350707,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
160856662,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
161362651,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
161868655,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
162374659,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
162880682,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
163386652,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
163892650,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
164398651,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
164904871,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
165410776,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
165916662,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
166422651,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
166928652,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
167435652,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
167941745,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
168447652,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
168953652,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
169459651,157815786,158480756,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
169965652,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
170471650,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
170977652,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
171483671,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
171989652,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
172495651,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
173002709,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
173508704,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
174014651,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
174522207,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
175027953,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
175533651,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
176040656,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
176547167,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
177052652,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
177558784,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
178064653,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
178120174,157815786,169591716,156660641,2147411071,8307839,2,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
178131032,157815786,169591716,156660641,2147411071,8307839,2,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
178196999,157815786,169591716,156660641,2147411071,8307839,0,2,2,0,15,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
