timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
157875969,0,0,73,1,0
159896843,0,0,73,1,0
161922294,0,0,73,1,0
163947523,0,0,73,1,0
165972326,0,0,73,1,0
167997550,0,0,73,1,0
170022916,0,0,73,1,0
172047915,0,0,73,1,0
174073059,0,0,73,1,0
176098222,0,0,73,1,0
178120229,0,0,73,1,0
180138524,0,0,73,1,0
182163925,0,0,73,1,0
184188802,0,0,73,1,0
186213947,0,0,73,1,0
188239142,0,0,73,1,0
190284241,0,0,73,1,0
192309418,0,0,73,1,0
194334535,0,0,73,1,0
196358746,0,0,73,1,0
198382833,0,0,73,1,0
200400295,0,0,73,1,0
202425232,0,0,73,1,0
204450396,0,0,73,1,0
206475475,0,0,73,1,0
208500692,0,0,73,1,0
210505971,0,0,73,1,0
212551058,0,0,73,1,0
214576270,0,0,73,1,0
216601449,0,0,73,1,0
218646553,0,0,73,1,0
220691571,0,0,73,1,0
222717106,0,0,73,1,0
224741911,0,0,73,1,0
226767132,0,0,73,1,0
228792240,0,0,73,1,0
230807442,0,0,73,1,0
232832948,0,0,73,1,0
234857964,0,0,73,1,0
236883001,0,0,73,1,0
238908412,0,0,73,1,0
240933381,0,0,73,1,0
242958486,0,0,73,1,0
244983768,0,0,73,1,0
247007694,0,0,73,1,0
249031720,0,0,73,1,0
251056705,0,0,73,1,0
253074501,0,0,73,1,0
255099674,0,0,73,1,0
257124854,0,0,73,1,0
259130157,0,0,73,1,0
261155462,0,0,73,1,0
263180643,0,0,73,1,0
265205768,0,0,73,1,0
267231054,0,0,73,1,0
269256577,0,0,73,1,0
271281371,0,0,73,1,0
273296580,0,0,73,1,0
275322056,0,0,73,1,0
277347086,0,0,73,1,0
279372271,0,0,73,1,0
281397331,0,0,73,1,0
283422726,0,0,73,1,0
285447794,0,0,73,1,0
287473172,0,0,73,1,0
289497981,0,0,73,1,0
291523290,0,0,73,1,0
293548252,0,0,73,1,0
295573496,0,0,73,1,0
297598511,0,0,73,1,0
299623936,0,0,73,1,0
301638861,0,0,73,1,0
303664058,0,0,73,1,0
305689236,0,0,73,1,0
307714221,0,0,73,1,0
309739448,0,0,73,1,0
311764512,0,0,73,1,0
313789474,0,0,73,1,0
315814543,0,0,73,1,0
317839711,0,0,73,1,0
319854730,0,0,73,1,0
321879799,0,0,73,1,0
323904853,0,0,73,1,0
325929950,0,0,73,1,0
327955147,0,0,73,1,0
329980088,0,0,73,1,0
332005098,0,0,73,1,0
334030179,0,0,73,1,0
336055312,0,0,73,1,0
338070596,0,0,73,1,0
340095371,0,0,73,1,0
342110353,0,0,73,1,0
344135512,0,0,73,1,0
346150560,0,0,73,1,0
348175494,0,0,73,1,0
350197019,0,0,73,1,0
352216446,0,0,73,1,0
354245737,0,0,73,1,0
356265501,0,0,73,1,0
358284555,0,0,73,1,0
360312699,0,0,73,1,0
362343257,0,0,73,1,0
364372565,0,0,73,1,0
366391953,0,0,73,1,0
368421488,0,0,73,1,0
370470502,0,0,73,1,0
372489582,0,0,73,1,0
374508991,0,0,73,1,0
376538216,0,0,73,1,0
378587249,0,0,73,1,0
380616628,0,0,73,1,0
382635884,0,0,73,1,0
384675255,0,0,73,1,0
386704284,0,0,73,1,0
388723624,0,0,73,1,0
390753099,0,0,73,1,0
392772329,0,0,73,1,0
394801511,0,0,73,1,0
396820924,0,0,73,1,0
398850389,0,0,73,1,0
400869520,0,0,73,1,0
402888818,0,0,73,1,0
404918202,0,0,73,1,0
406937405,0,0,73,1,0
408966608,0,0,73,1,0
410985950,0,0,73,1,0
413015420,0,0,73,1,0
415034599,0,0,73,1,0
417063717,0,0,73,1,0
419083052,0,0,73,1,0
421092672,0,0,73,1,0
423131654,0,0,73,1,0
425161054,0,0,73,1,0
427180175,0,0,73,1,0
429209336,0,0,73,1,0
431229053,0,0,73,1,0
433257980,0,0,73,1,0
435277339,0,0,73,1,0
437296787,0,0,73,1,0
439326114,0,0,73,1,0
441345357,0,0,73,1,0
443374700,0,0,73,1,0
445394265,0,0,73,1,0
447423393,0,0,73,1,0
449442819,0,0,73,1,0
