timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
156143658,0,0,0,0,0
156649643,0,0,0,0,0
157155647,0,0,0,0,0
157662375,0,0,0,0,0
158172645,0,0,0,0,0
158678646,0,0,0,0,0
159184646,0,0,0,0,0
159690666,0,0,0,0,0
160196657,0,0,0,0,0
160702643,0,0,0,0,0
161208819,0,0,0,0,0
161714646,0,0,0,0,0
162220659,0,0,0,0,0
162726647,0,0,0,0,0
163232644,0,0,0,0,0
163738677,0,0,0,0,0
164244674,0,0,0,0,0
164750647,0,0,0,0,0
165256656,0,0,0,0,0
165763009,0,0,0,0,0
166268758,0,0,0,0,0
166774646,0,0,0,0,0
167281647,0,0,0,0,0
167788095,0,0,0,0,0
168293683,0,0,0,0,0
168799647,0,0,0,0,0
169305647,0,0,0,0,0
169811662,0,0,0,0,0
170317647,0,0,0,0,0
170823646,0,0,0,0,0
171329646,0,0,0,0,0
171835647,0,0,0,0,0
172341903,0,0,0,0,0
172848646,0,0,0,0,0
173354738,0,0,0,0,0
173860663,0,0,0,0,0
174367643,0,0,0,0,0
174873654,0,0,0,0,0
175379901,0,0,0,0,0
175885664,0,0,0,0,0
176392704,0,0,0,0,0
176898646,0,0,0,0,0
177405339,0,0,0,0,0
177910646,0,0,0,0,0
178416656,0,0,0,0,0
178922644,0,0,0,0,0
179428647,0,0,0,0,0
179934697,0,0,0,0,0
180440647,0,0,0,0,0
180946670,0,0,0,0,0
181452644,0,0,0,0,0
181958895,0,0,0,0,0
182464646,0,0,0,0,0
182970646,0,0,0,0,0
183476656,0,0,0,0,0
183982664,0,0,0,0,0
184488877,0,0,0,0,0
184994666,0,0,0,0,0
185500662,0,0,0,0,0
186006657,0,0,0,0,0
186512644,0,0,0,0,0
187018647,0,0,0,0,0
187524646,0,0,0,0,0
188030646,0,0,0,0,0
188537648,0,0,0,0,0
189043646,0,0,0,0,0
189549647,0,0,0,0,0
190055646,0,0,0,0,0
190561646,0,0,0,0,0
191067644,0,0,0,0,0
191573671,0,0,0,0,0
192080087,0,0,0,0,0
192585647,0,0,0,0,0
193091660,0,0,0,0,0
193597644,0,0,0,0,0
194103646,0,0,0,0,0
194609646,0,0,0,0,0
195115646,0,0,0,0,0
195621976,0,0,0,0,0
196127644,0,0,0,0,0
196633648,0,0,0,0,0
197139646,0,0,0,0,0
197645666,0,0,0,0,0
198151646,0,0,0,0,0
198657644,0,0,0,0,0
199163645,0,0,0,0,0
199669646,0,0,0,0,0
200175647,0,0,0,0,0
200681646,0,0,0,0,0
201188469,0,0,0,0,0
201693664,0,0,0,0,0
202199646,0,0,0,0,0
202705664,0,0,0,0,0
203211647,0,0,0,0,0
203717644,0,0,0,0,0
204223647,0,0,0,0,0
204729794,0,0,0,0,0
205235724,0,0,0,0,0
205741676,0,0,0,0,0
206247676,0,0,0,0,0
206753648,0,0,0,0,0
207259646,0,0,0,0,0
207766655,0,0,0,0,0
208272644,0,0,0,0,0
208778747,0,0,0,0,0
209284647,0,0,0,0,0
209790646,0,0,0,0,0
210296671,0,0,0,0,0
210803646,0,0,0,0,0
211309646,0,0,0,0,0
211815646,0,0,0,0,0
212322645,0,0,0,0,0
212828682,0,0,0,0,0
213334677,0,0,0,0,0
213840647,0,0,0,0,0
214346812,0,0,0,0,0
214852853,0,0,0,0,0
215358647,0,0,0,0,0
215865696,0,0,0,0,0
216371910,0,0,0,0,0
216877650,0,0,0,0,0
217383647,0,0,0,0,0
217889646,0,0,0,0,0
218395647,0,0,0,0,0
218901901,0,0,0,0,0
219407644,0,0,0,0,0
219913704,0,0,0,0,0
220419647,0,0,0,0,0
220925783,0,0,0,0,0
221431654,0,0,0,0,0
221937641,0,0,0,0,0
222443659,0,0,0,0,0
222949661,0,0,0,0,0
223455687,0,0,0,0,0
223961658,0,0,0,0,0
224467641,0,0,0,0,0
224973643,0,0,0,0,0
225480125,0,0,0,0,0
225985642,0,0,0,0,0
226491642,0,0,0,0,0
226997640,0,0,0,0,0
227503643,0,0,0,0,0
228009663,0,0,0,0,0
228515641,0,0,0,0,0
229021645,0,0,0,0,0
229527639,0,0,0,0,0
230033642,0,0,0,0,0
230539644,0,0,0,0,0
231045641,0,0,0,0,0
231551899,0,0,0,0,0
232057659,0,0,0,0,0
232563642,0,0,0,0,0
233069643,0,0,0,0,0
233575642,0,0,0,0,0
234081762,0,0,0,0,0
234587679,0,0,0,0,0
235093643,0,0,0,0,0
235599641,0,0,0,0,0
236105642,0,0,0,0,0
236611642,0,0,0,0,0
237117656,0,0,0,0,0
237623643,0,0,0,0,0
238130016,0,0,0,0,0
238635643,0,0,0,0,0
239141644,0,0,0,0,0
239647640,0,0,0,0,0
240153642,0,0,0,0,0
240659643,0,0,0,0,0
241165642,0,0,0,0,0
241671641,0,0,0,0,0
242177640,0,0,0,0,0
242684954,0,0,0,0,0
243190660,0,0,0,0,0
243696818,0,0,0,0,0
244202731,0,0,0,0,0
244708642,0,0,0,0,0
245214643,0,0,0,0,0
245720643,0,0,0,0,0
246226654,0,0,0,0,0
246732655,0,0,0,0,0
247238673,0,0,0,0,0
247744642,0,0,0,0,0
248250699,0,0,0,0,0
248756653,0,0,0,0,0
249262639,0,0,0,0,0
249768642,0,0,0,0,0
250276021,0,0,0,0,0
250781661,0,0,0,0,0
251287640,0,0,0,0,0
251793642,0,0,0,0,0
252299642,0,0,0,0,0
252805642,0,0,0,0,0
253311674,0,0,0,0,0
253817896,0,0,0,0,0
254323666,0,0,0,0,0
254829673,0,0,0,0,0
255335644,0,0,0,0,0
255841643,0,0,0,0,0
256347642,0,0,0,0,0
256853666,0,0,0,0,0
257359642,0,0,0,0,0
257865641,0,0,0,0,0
258372039,0,0,0,0,0
258877643,0,0,0,0,0
259384646,0,0,0,0,0
259890667,0,0,0,0,0
260397148,0,0,0,0,0
260902644,0,0,0,0,0
261408705,0,0,0,0,0
261914646,0,0,0,0,0
262420646,0,0,0,0,0
262926656,0,0,0,0,0
263432683,0,0,0,0,0
263938732,0,0,0,0,0
264444716,0,0,0,0,0
264950797,0,0,0,0,0
265456655,0,0,0,0,0
265962647,0,0,0,0,0
266468646,0,0,0,0,0
266974646,0,0,0,0,0
267480646,0,0,0,0,0
267986666,0,0,0,0,0
268492813,0,0,0,0,0
268998648,0,0,0,0,0
269504646,0,0,0,0,0
270010646,0,0,0,0,0
270516663,0,0,0,0,0
271022644,0,0,0,0,0
271528646,0,0,0,0,0
