timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
158060788,158060578,4259850,4325386,0.00076651457,-0.00017768939,4.5766847e-05,-0.02214553,-0.02197089,-0.032028135,4987,4899,0,0,2,1
158564541,158564378,4259850,4325386,-0.004503648,0.0055293627,-0.0025042773,-0.02932782,-0.029313095,-0.051104333,4988,4899,0,0,2,1
159063349,159063191,4259850,4325386,-0.004718847,0.0024673059,0.0047213994,0.01147268,0.0050703683,-0.038658876,4988,4900,0,0,2,1
159562167,159562005,4259850,4325386,0.00015741006,0.00023830954,0.0012115928,0.014418618,0.0011915313,-0.043497752,4989,4902,0,0,2,1
160060973,160060818,4259850,4325386,0.0018580513,-0.00042386178,-0.00037026327,0.01485246,0.0038677624,-0.049384344,4988,4901,0,0,2,1
160559791,160559631,4259850,4325386,-0.0011822678,0.00019477648,2.7752294e-05,0.005536424,-0.0048762662,-0.05075966,4988,4901,0,0,2,1
161063608,161063432,4259850,4325386,-0.00047415515,-0.0010189519,-0.00079397793,0.0013691649,0.0011838335,-0.050352376,4988,4901,0,0,2,1
161562406,161562245,4259850,4325386,0.0014247955,-0.00095920445,0.001071816,0.007666833,0.004412402,-0.047384616,4988,4901,0,0,2,1
162061256,162061058,4259850,4325386,1.4581141e-05,0.0010512715,-0.0009396299,0.0020183036,-0.0135614555,-0.06883122,4988,7351,0,0,2,1
162565016,162564859,4259850,4325386,-0.00015951629,0.0008002928,0.00025420488,0.006478806,-0.011202904,-0.049220517,4988,4901,0,0,2,1
163058862,163058684,4259850,4325386,-0.00070264045,0.00040187885,0.00027199695,0.013876329,-0.0038892173,-0.045992862,4989,4900,0,0,2,1
163562641,163562484,4259850,4325386,-8.320766e-06,-0.0007968074,-0.00024869706,0.011484096,-0.005916501,-0.04801865,4988,4900,0,0,2,1
164061500,164061297,4259850,4325386,-0.00014627191,4.05387e-05,-0.00011098987,0.016350592,-0.0047096107,-0.06942382,4988,7349,0,0,2,1
164560265,164560110,4259850,4325386,0.0010221653,-0.00022435868,0.000106837884,0.011188822,-0.006747419,-0.04978689,4988,4900,0,0,2,1
165064100,165063912,4259850,4325386,-0.0012256493,0.00047580255,0.00043010392,0.0086363675,-0.017921194,-0.04120987,4989,4901,0,0,2,1
165562893,165562724,4259850,4325386,0.00040383587,-0.00094514666,0.0009050047,0.008804709,-0.0010065563,-0.051874764,4988,4899,0,0,2,1
166061698,166061537,4259850,4325386,-0.0037149815,9.0330686e-05,0.0006560035,0.014543838,-0.008944107,-0.046709556,4988,4899,0,0,2,1
166560591,166560350,4259850,4325386,0.0027163483,-0.0018170231,0.0002775293,0.018029148,0.0020070856,-0.040485106,4988,4900,0,0,2,1
167059335,167059164,4259850,4325386,0.0076914295,0.0023014906,-0.004318825,0.015612139,0.006710309,-0.04531175,4989,4901,0,0,2,1
167563132,167562965,4259850,4325386,0.0022262875,0.00021556702,-0.0014206973,0.008695211,-0.001092121,-0.055460528,4988,4900,0,0,2,1
168061940,168061778,4259850,4325386,0.0034210454,-0.0012589141,-0.0013438297,0.011463977,-0.0012826956,-0.0515059,4989,4900,0,0,2,1
168560756,168560590,4259850,4325386,0.00827932,0.0019460197,-0.00277529,0.013967215,0.002936647,-0.058670342,4988,4900,0,0,2,1
169064550,169064391,4259850,4325386,0.00074527506,0.0071929265,-0.0052935574,-0.010606682,-0.031613518,-0.039845116,4988,4900,0,0,2,1
169563365,169563204,4259850,4325386,-0.009211029,0.0018452432,0.004738424,0.05988269,-0.008625373,-0.0021617194,4988,4900,0,0,2,1
170062172,170062017,4259850,4325386,-0.004449507,0.0007565017,7.355885e-05,0.03263925,-0.0035313924,-0.02852272,4989,4901,0,0,2,1
170561003,170560829,4259850,4325386,0.016001776,-0.013791958,0.002228472,0.04652712,0.01300395,-0.11783527,4988,4899,0,0,2,1
171059796,171059642,4259850,4325386,0.0031892988,-0.0016319881,-0.00060194195,-0.005975966,-0.008972591,0.028877638,4989,4900,0,0,2,1
171563603,171563441,4259850,4325386,-0.00622181,-0.004057436,0.004820695,0.03846366,-0.017033795,-0.1035971,4988,4899,0,0,2,1
172062407,172062251,4259850,4325386,-0.0034390595,0.001066533,0.002905348,0.004738621,-0.0027999335,0.009906496,4988,4899,0,0,2,1
172561222,172561061,4259850,4325386,0.000994549,-0.0032118377,0.0017674464,0.051019855,-0.009243449,-0.1169147,4988,4900,0,0,2,1
173065026,173064859,4259850,4325386,-0.0019552833,0.0006742935,0.00046189077,-0.0025282807,-0.0019423085,-0.03917945,4988,4900,0,0,2,1
173558842,173558681,4259850,4325386,0.0040778886,0.004445348,0.00064288237,0.004446355,-0.018447239,-0.02035797,4989,4900,0,0,2,1
174062649,174062477,4259850,4325386,0.0025804285,-0.0017263223,0.0022916726,0.05720259,-0.008103856,-0.099010035,4988,4900,0,0,2,1
174561443,174561286,4259850,4325386,-0.0014065559,-0.0001127336,-1.7454127e-05,-0.0049029184,-0.0006204021,-0.04298472,4989,4901,0,0,2,1
175060260,175060093,4259850,4325386,-0.0051958943,-0.0005207292,0.00043335388,0.010932505,0.0036953713,0.013131443,4988,4900,0,0,2,1
175564051,175563889,4259850,4325386,-0.00022845095,0.0024511514,0.0011088325,0.009555429,-0.0037467342,-0.034816872,4988,4900,0,0,2,1
176062893,176062696,4259850,4325386,-0.001286753,0.0038840042,0.00037657956,0.005209645,-0.0061175195,-0.048500746,4988,4901,0,0,2,1
176561662,176561503,4259850,4325386,0.00081980706,-0.0026877115,-0.0010106751,0.0053148204,-0.0029121407,-0.033540647,4988,4899,0,0,2,1
177060475,177060310,4259850,4325386,0.0060500945,-0.0024877056,-0.0017394813,0.0057103843,-0.004590854,-0.032373972,4988,4901,0,0,2,1
177559278,177559115,4259850,4325386,0.0020543502,-0.009032456,-0.0015855713,-0.07724483,-0.023217728,-0.08065586,4988,4899,0,0,2,1
178063065,178062909,4259850,4325386,-0.0026118935,-0.013520581,-0.0009194577,-0.03986967,-0.006073994,0.0039788703,4988,4902,0,0,2,1
178561876,178561715,4259850,4325386,-0.003811405,0.0007008732,-0.0035430628,-0.0075333184,-0.053756136,0.02879487,4988,4901,0,0,2,1
179060689,179060520,4259850,4325386,0.00018962867,-0.00019363481,-9.135249e-05,-0.007227691,-0.023436256,0.04628335,4988,4899,0,0,2,1
179564471,179564314,4259850,4325386,-9.3215e-08,-4.634718e-05,1.6010754e-05,-0.008354001,-0.022875601,0.042167794,4988,4898,0,0,2,1
180063281,180063119,4259850,4325386,3.6972542e-05,6.0828083e-06,2.6271373e-06,-0.008272761,-0.022256799,0.042480774,4988,4897,0,0,2,1
180562104,180561925,4259850,4325386,3.49569e-05,2.9103498e-05,-8.28306e-06,-0.008586471,-0.022797408,0.041901436,4988,4901,0,0,2,1
181060891,181060731,4259850,4325386,1.7405568e-05,2.4382527e-05,-6.4328046e-06,-0.008791801,-0.022455916,0.04142623,4988,4900,0,0,2,1
181559699,181559537,4259850,4325386,2.8151573e-05,-9.256722e-06,-1.847038e-05,-0.0085482225,-0.022254365,0.04176302,4988,4901,0,0,2,1
182063524,182063331,4259850,4325386,1.7383962e-05,3.1894986e-05,-4.5678667e-06,-0.008659187,-0.022206396,0.041806515,4988,4901,0,0,2,1
182562292,182562137,4259850,4325386,2.6180649e-05,-4.1986336e-06,-3.3816523e-05,-0.008703275,-0.02216667,0.041610517,4988,4901,0,0,2,1
183061101,183060943,4259850,4325386,3.3400294e-05,2.8710785e-05,-1.2007078e-05,-0.008739027,-0.022130555,0.04184177,4988,4899,0,0,2,1
183559920,183559750,4259850,4325386,3.5312813e-05,1.111906e-05,9.888121e-06,-0.008639105,-0.022229375,0.041808337,4989,4900,0,0,2,1
184058715,184058556,4259850,4325386,3.847138e-05,1.7570868e-05,1.2085448e-05,-0.008551129,-0.022123711,0.041631717,4988,4898,0,0,2,1
184562640,184562350,4259850,4325386,-2.3930217e-05,-3.0963118e-05,6.1504295e-05,-0.008570028,-0.022271724,0.04151553,4988,4899,0,0,2,1
185061317,185061157,4259850,4325386,1.2187674e-05,-1.4657365e-06,-1.6239306e-05,-0.008571889,-0.022322308,0.041534815,4988,4900,0,0,2,1
185560147,185559965,4259850,4325386,2.4991909e-05,1.283004e-05,5.466792e-06,-0.008507719,-0.022330634,0.0415635,4989,4900,0,0,2,1
186063912,186063758,4259850,4325386,5.2247044e-05,7.496318e-06,-1.02937765e-05,-0.0086059235,-0.022332212,0.04167084,4988,4903,0,0,2,1
186562727,186562565,4259850,4325386,-0.00011307128,1.3335666e-05,-4.449454e-06,-0.008609346,-0.022245914,0.041596554,4988,4900,0,0,2,1
187061540,187061372,4259850,4325386,5.4207212e-05,1.9383266e-05,-2.0251191e-05,-0.008678293,-0.02231677,0.041707486,4988,4902,0,0,2,1
187560364,187560179,4259850,4325386,3.0033858e-05,1.1311845e-05,-2.2859178e-05,-0.013054945,-0.033304714,0.06251061,4986,7351,0,0,2,1
188059160,188058986,4259850,4325386,4.2004147e-05,2.1821259e-05,4.2660804e-06,-0.008562802,-0.02212695,0.04154672,4988,4900,0,0,2,1
188562940,188562781,4259850,4325386,1.389933e-05,-2.7014465e-05,-1.5238827e-06,-0.008565834,-0.022080667,0.04168291,4988,4901,0,0,2,1
189061745,189061588,4259850,4325386,1.0821464e-05,-2.6661617e-06,-1.249018e-05,-0.008523328,-0.021633275,0.04187065,4988,4902,0,0,2,1
189560553,189560395,4259850,4325386,-0.00019277849,5.122777e-06,-4.439901e-06,-0.0084490385,-0.021243434,0.04213711,4988,4900,0,0,2,1
190064343,190064190,4259850,4325386,-8.253082e-05,2.852495e-05,-3.0665258e-06,-0.008596184,-0.021271884,0.042118106,4988,4900,0,0,2,1
190558167,190558009,4259850,4325386,0.00021493928,-1.2165459e-05,7.171183e-06,-0.008525924,-0.021875393,0.041705776,4988,4899,0,0,2,1
191061966,191061805,4259850,4325386,-0.00016097612,1.297799e-05,1.3328865e-07,-0.0084755765,-0.022147616,0.042029098,4989,4900,0,0,2,1
191560777,191560612,4259850,4325386,0.00012025177,1.4529958e-05,1.7267035e-05,-0.008485965,-0.021383293,0.041983522,4988,4901,0,0,2,1
192059577,192059419,4259850,4325386,0.00022726179,-3.484196e-05,-2.8285647e-06,-0.008523737,-0.02081377,0.04207462,4988,4901,0,0,2,1
192563374,192563214,4259850,4325386,-0.00012472925,2.6255333e-05,-7.667457e-06,-0.008567175,-0.021927532,0.04181639,4988,4901,0,0,2,1
193062200,193062021,4259850,4325386,-0.00018763579,-1.0077484e-05,-1.3435871e-05,-0.008504088,-0.0223686,0.04195233,4988,4901,0,0,2,1
193561001,193560828,4259850,4325386,0.0002515063,-3.640541e-05,-9.44269e-06,-0.008476174,-0.021849548,0.041925587,4988,4901,0,0,2,1
194059924,194059635,4259850,4325386,-6.0453704e-06,-7.0095007e-06,2.4910346e-07,-0.008584232,-0.021958891,0.041845873,4988,4900,0,0,2,1
194558597,194558442,4259850,4325386,9.266277e-05,-1.7239781e-05,1.3024913e-05,-0.008520353,-0.02241297,0.041740965,4988,4901,0,0,2,1
195062396,195062237,4259850,4325386,-3.683647e-05,-5.6823164e-06,2.329554e-05,-0.008473978,-0.022375844,0.041870497,4989,4900,0,0,2,1
195561199,195561043,4259850,4325386,9.001807e-05,1.9033936e-05,-1.456151e-05,-0.008575033,-0.022285018,0.041680574,4988,4901,0,0,2,1
196060009,196059850,4259850,4325386,9.7348704e-05,-6.6510647e-06,-3.7726882e-06,-0.008538396,-0.022089325,0.041701984,4988,4901,0,0,2,1
196563805,196563645,4259850,4325386,-5.452686e-05,-5.7677976e-06,1.2744813e-05,-0.008621597,-0.022208925,0.04173298,4988,4901,0,0,2,1
197062683,197062452,4259850,4325386,-1.25161705e-05,2.2449327e-05,-1.6774795e-05,-0.008509697,-0.021887556,0.041760962,4988,4900,0,0,2,1
197561415,197561258,4259850,4325386,-4.3855376e-05,-1.346881e-05,-1.7988234e-05,-0.008613603,-0.021935537,0.04185319,4988,4901,0,0,2,1
198060225,198060065,4259850,4325386,-3.446997e-06,1.002473e-06,3.2434367e-05,-0.008518146,-0.022085125,0.04168443,4988,4900,0,0,2,1
198559027,198558871,4259850,4325386,-8.567967e-05,-1.6917875e-06,4.5785917e-05,-0.008415303,-0.021196658,0.042283032,4988,4901,0,0,2,1
199062821,199062666,4259850,4325386,8.75105e-05,1.4910727e-05,-3.0144108e-06,-0.008562691,-0.022340855,0.041535545,4988,4900,0,0,2,1
199561637,199561474,4259850,4325386,6.5023116e-05,-6.809966e-06,1.4782357e-05,-0.0084748985,-0.022169616,0.04179784,4989,4901,0,0,2,1
