timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
157815917,0.0095705865,0,0,0,0,0,0,0,0,0
158326668,0.0156458,0,0,0,0,0,0,0,0,0
158832656,0.0113368565,0,0,0,0,0,0,0,0,0
159338671,0.010473714,0,0,0,0,0,0,0,0,0
159844716,0.004536673,0,0,0,0,0,0,0,0,0
160350726,0.012858004,0,0,0,0,0,0,0,0,0
160856666,0.016250882,0,0,0,0,0,0,0,0,0
161362655,0.0047781994,0,0,0,0,0,0,0,0,0
161868659,0.0091323005,0,0,0,0,0,0,0,0,0
162374664,0.005119855,0,0,0,0,0,0,0,0,0
162880687,0.015946459,0,0,0,0,0,0,0,0,0
163386657,0.019221341,0,0,0,0,0,0,0,0,0
163892654,0.017507369,0,0,0,0,0,0,0,0,0
164398655,0.015255633,0,0,0,0,0,0,0,0,0
164904873,-2.5592304e-05,0,0,0,0,0,0,0,0,0
165410780,-0.033483572,0,0,0,0,0,0,0,0,0
165916666,-0.07056566,0,0,0,0,0,0,0,0,0
166422655,-0.104117386,0,0,0,0,0,0,0,0,0
166928656,-0.17723346,0,0,0,0,0,0,0,0,0
167435657,-0.25797418,0,0,0,0,0,0,0,0,0
167941749,-0.34398687,0,0,0,0,0,0,0,0,0
168447657,-0.38413656,0,0,0,0,0,0,0,0,0
168953656,-0.3778112,0,0,0,0,0,0,0,0,0
169459655,-0.3926424,0,0,0,0,0,0,0,0,0
169965657,-0.42160904,0,0,0,0,0,0,0,0,0
170471651,-0.22752896,0,0,0,0,0,0,0,0,0
170977656,-0.33287224,0,0,0,0,0,0,0,0,0
171483676,-0.43104053,0,0,0,0,0,0,0,0,0
171989657,-0.5878774,0,0,0,0,0,0,0,0,0
172495655,-0.6354643,0,0,0,0,0,0,0,0,0
173002713,-0.77575004,0,0,0,0,0,0,0,0,0
173508709,-0.8808972,0,0,0,0,0,0,0,0,0
174014655,-0.93285227,0,0,0,0,0,0,0,0,0
174522210,-1.0079124,0,0,0,0,0,0,0,0,0
