timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,type
17380898,0.0,0.0,0.0,0.0,0.0,nan,50.0,5
223325111,0.0,0.0,2.7986612,-1.9757875,34.697815,0.3021842,50.0,2
223344495,0.0,0.0,2.7920127,-1.9756583,34.57937,0.42062867,50.0,2
223807546,0.0,0.0,2.7874808,-1.9849353,31.918198,3.0817978,50.0,2
224319765,0.0,0.0,2.8216517,-1.9763603,29.147875,5.8521247,50.0,2
224822112,0.0,0.0,2.9663918,-1.977512,26.237358,8.76264,50.0,2
225324459,0.0,0.0,3.1117458,-1.9732902,23.150402,11.849591,50.0,2
225826823,0.0,0.0,-2.9977047,-1.9499458,19.896664,15.103333,50.0,2
226299859,0.0,0.0,-2.85125,-1.9151597,16.857111,18.142889,50.0,2
226821763,0.0,0.0,3.1173375,1.5716205,-38.630264,73.63026,50.0,2
227324135,0.0,0.0,3.074223,1.568142,-35.43495,70.434944,50.0,2
227826482,0.0,0.0,3.0016518,1.5619447,-32.18812,67.18812,50.0,2
228309161,0.0,0.0,2.877322,1.5549849,-29.030783,64.03078,50.0,2
228821426,0.0,0.0,2.7889037,1.5514627,-25.557587,60.557587,50.0,2
229323850,0.0,0.0,2.746375,1.554766,-22.301846,57.30184,50.0,2
229826134,0.0,0.0,2.6402323,1.5674459,-19.282646,54.282646,50.0,2
230328509,0.0,0.0,2.5012372,1.5917139,-16.250631,51.25063,50.0,2
230821061,0.0,0.0,2.403576,1.6284353,-13.451034,48.45104,50.0,2
231323443,0.0,0.0,2.38865,1.6737204,-11.020126,46.020126,50.0,2
231825967,0.0,0.0,2.420194,1.7193834,-9.146243,44.146244,50.0,2
232308446,0.0,0.0,2.3990564,1.7635092,-7.655868,42.655872,50.0,2
232820750,0.0,0.0,2.349544,1.8098706,-6.2245345,41.224537,50.0,2
233323013,0.0,0.0,2.2807777,1.8562778,-4.752057,39.752052,50.0,2
233825635,0.0,0.0,2.220818,1.9063894,-3.3280494,38.328053,50.0,2
234308061,0.0,0.0,2.1533065,1.9572192,-2.062576,37.062572,50.0,2
234820286,0.0,0.0,2.0948043,2.017236,-0.8318545,35.831856,50.0,2
235322652,0.0,0.0,2.072315,2.0804186,0.082912326,34.917084,50.0,2
235825149,0.0,0.0,2.0639725,2.1448636,0.80126286,34.19874,50.0,2
236327410,0.0,0.0,2.0780451,2.2073412,1.2776126,33.72239,50.0,2
236820180,0.0,0.0,2.1187296,2.2704282,1.5737559,33.426247,50.0,2
237322289,0.0,0.0,2.1897757,2.3394387,1.6828746,33.317127,50.0,2
237824695,0.0,0.0,2.2991114,2.4200506,1.601794,33.398205,50.0,2
238307330,0.0,0.0,2.4206698,2.5056143,1.1755947,33.8244,50.0,2
238819890,0.0,0.0,2.5405638,2.5920591,0.64742947,34.35257,50.0,2
239321921,0.0,0.0,2.6439977,2.6634972,0.20826444,34.791737,50.0,2
239824498,0.0,0.0,2.7387319,2.7275245,-0.114885695,35.114887,50.0,2
240326675,0.0,0.0,2.8281791,2.7944036,-0.38350844,35.383507,50.0,2
240829062,0.0,0.0,2.9235034,2.8700173,-0.69376504,35.693764,50.0,2
241321556,0.0,0.0,3.0163982,2.9500024,-0.92472255,35.92472,50.0,2
241823919,0.0,0.0,3.1083755,3.038821,-1.0989037,36.098907,50.0,2
242326670,0.0,0.0,-3.0632036,3.1385036,-1.4048624,36.40486,50.0,2
242808950,0.0,0.0,-2.9455702,-3.044902,-1.6478834,36.647884,50.0,2
243321235,0.0,0.0,-2.8426971,-2.9456503,-1.6010967,36.601097,50.0,2
243823620,0.0,0.0,-2.7626507,-2.8542802,-1.3297734,36.329773,50.0,2
244326223,0.0,0.0,-2.6997185,-2.7660427,-0.97191924,35.97192,50.0,2
244808699,0.0,0.0,-2.6428874,-2.678073,-0.54912484,35.549126,50.0,2
245320899,0.0,0.0,-2.5747151,-2.57668,-0.033044778,35.033043,50.0,2
245823197,0.0,0.0,-2.4864326,-2.4633574,0.42576557,34.57423,50.0,2
246325727,0.0,0.0,-2.3811436,-2.3431604,0.7114624,34.288536,50.0,2
246827934,0.0,0.0,-2.2749527,-2.2258546,0.87978584,34.120213,50.0,2
247320417,0.0,0.0,-2.665411,-1.12715,45.957138,80.95714,50.0,2
247823058,0.0,0.0,-2.6686535,-1.1559827,42.9945,77.9945,50.0,2
248325377,0.0,0.0,-2.6358762,-1.1910833,40.295765,75.29577,50.0,2
248807866,0.0,0.0,-2.5984788,-1.2309247,37.775013,72.77502,50.0,2
249320045,0.0,0.0,-2.5427155,-1.2759708,34.87005,69.87005,50.0,2
249822529,0.0,0.0,-2.4779587,-1.3193783,31.43398,66.43398,50.0,2
250324859,0.0,0.0,-2.4235158,-1.3518217,27.371433,62.371437,50.0,2
250827156,0.0,0.0,-2.3433301,-1.3754107,23.1013,58.1013,50.0,2
251319653,0.0,0.0,-2.253189,-1.3960173,18.9768,53.9768,50.0,2
251822270,0.0,0.0,-2.1589806,-1.4203494,14.998063,49.998066,50.0,2
252324385,0.0,0.0,-2.0601783,-1.4537486,11.438019,46.43802,50.0,2
