timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
74949011,512,0,190,2,0,255,0
76037654,512,0,190,2,0,255,0
77166087,512,0,190,2,0,255,0
87798652,512,0,190,2,0,255,0
232287652,512,0,190,2,0,255,0
