timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
114048629,0,31.185647,117.1975899,33.871,31.676000000000002,1769073500000352,10813493,0.105000004,0.6449463,0.36600003,0.52500004,0.57,0.77,100,7,0.023000002,0.003,-0.022000002,-0.135,0.54214704,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114094635,0,31.185647,117.19758979999999,33.884,31.689,1769073500100352,10813493,0.086,0.45151597,0.36600003,0.52500004,0.57,0.77,100,7,0.127,0.008,-0.126,-0.112,5.451016,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114194625,0,31.1856469,117.19758979999999,33.885,31.69,1769073500200352,10813493,0.059000004,0.4012702,0.36600003,0.52500004,0.57,0.77,100,7,0.17300001,-0.155,0.07700001,0.038000003,3.9033096,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114293629,0,31.185646799999997,117.1975899,33.891,31.696,1769073500300352,10813493,0.08800001,0.37937662,0.36600003,0.52500004,0.57,0.77,100,6,0.17300001,-0.095000006,0.14500001,-0.177,2.9772968,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114393631,0,31.1856467,117.1975899,33.904,31.709,1769073500400352,10813493,0.075,0.5980023,0.36600003,0.52400005,0.57,0.77,100,6,0.105000004,-0.07700001,-0.071,-0.059000004,3.2384977,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114493653,0,31.1856466,117.19758979999999,33.907000000000004,31.712,1769073500500352,10813493,0.068,0.31634948,0.36600003,0.52400005,0.57,0.77,100,6,0.2,-0.15200001,-0.13100001,0.019000001,3.7185874,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114593628,0,31.185646499999997,117.19758979999999,33.906,31.711000000000002,1769073500600352,10813493,0.063,0.38157016,0.365,0.52400005,0.57,0.77,100,6,0.185,-0.18400002,0.024,-0.060000002,3.429885,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114694626,0,31.1856463,117.19758979999999,33.9,31.705000000000002,1769073500700352,10813493,0.059000004,0.3071863,0.365,0.52400005,0.57,0.77,100,6,0.22000001,-0.21800001,-0.031000001,0.030000001,3.3400621,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114794628,0,31.185646,117.1975897,33.895,31.7,1769073500800352,10813493,0.061000004,0.15544547,0.365,0.52400005,0.57,0.77,100,6,0.379,-0.33100003,-0.185,0.034,3.587328,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
114891627,0,31.1856457,117.1975894,33.888,31.693,1769073500900352,10813493,0.068,0.16019766,0.365,0.52400005,0.57,0.77,100,6,0.36400002,-0.31100002,-0.18800001,0.106000006,3.6353486,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115032625,0,31.1856455,117.19758929999999,33.879,31.684,1769073501000352,10813493,0.062000003,0.20580171,0.365,0.52400005,0.57,0.77,100,6,0.3,-0.294,-0.063,0.060000002,3.5289865,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115094641,0,31.1856452,117.1975892,33.875,31.68,1769073501100353,10813493,0.060000002,0.20180386,0.365,0.523,0.57,0.77,100,6,0.317,-0.29700002,-0.113000005,-0.012,3.516667,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115193625,0,31.1856449,117.197589,33.876,31.681,1769073501200353,10813493,0.064,0.16558339,0.365,0.523,0.57,0.77,100,6,0.36800003,-0.32500002,-0.17300001,0.060000002,3.5846653,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115296627,0,31.1856446,117.1975889,33.875,31.68,1769073501300353,10813493,0.062000003,0.17166953,0.365,0.523,0.57,0.77,99,5,0.34100002,-0.28800002,-0.18300001,0.046000004,3.644194,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115392700,0,31.185644399999997,117.1975887,33.872,31.678,1769073501400353,10813493,0.061000004,0.25169182,0.365,0.523,0.57,0.77,99,5,0.23400001,-0.186,-0.141,-0.001,3.6904817,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115493635,0,31.1856443,117.1975885,33.876,31.681,1769073501500353,10813493,0.062000003,0.2516967,0.365,0.523,0.57,0.77,99,5,0.08800001,0.028,-0.083000004,0.011000001,3.6904817,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
115598634,0,31.1856443,117.1975885,33.882,31.687,1769073501600353,10813493,0.068,0.25170127,0.36400002,0.523,0.57,0.77,99,5,0.07,-0.047000002,-0.052,-0.045,3.6904817,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
