timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
114078771,114078683,-1.5061841,-3.6078568,-9.590666
114083667,114083582,-1.613086,-3.6001341,-9.2806225
114127753,114127670,-1.1751581,-3.3361468,-9.386701
114176741,114176657,-0.79404634,-3.802794,-9.5184355
114225732,114225645,0.01602702,-3.2217038,-9.082736
114279672,114279534,-0.02668511,-2.8275812,-8.921757
114328632,114328524,-0.06773571,-2.7103987,-9.061814
114377601,114377517,-1.2075981,-2.9461825,-9.119916
114426608,114426520,-1.5750449,-3.4280114,-8.914492
114480499,114480416,-1.3291098,-3.2458186,-9.150227
114529493,114529412,-1.0098141,-3.0676653,-9.35536
114578489,114578407,-0.76746345,-3.623734,-9.409311
114632383,114632297,-0.046664238,-3.7582498,-9.324423
114681376,114681291,-0.6991669,-3.088067,-8.901348
114730458,114730285,-1.0397301,-2.5211504,-8.376578
114779362,114779276,-1.6643302,-2.825134,-8.514687
114828884,114828765,-1.6949939,-3.3565013,-9.012841
114877847,114877764,-1.6569237,-3.6118789,-9.307073
114926847,114926762,-1.519473,-3.2812314,-9.456526
114980742,114980658,-1.301195,-3.6345828,-9.082769
115029740,115029658,-1.2936549,-3.661272,-9.125393
115078739,115078657,-1.520147,-3.0978062,-9.024427
115127736,115127656,-1.6768296,-2.9780686,-8.846892
115181708,115181551,-1.9139171,-3.02312,-8.80464
115230630,115230545,-1.8568785,-3.185298,-9.079054
115279632,115279542,-1.940844,-2.6685603,-9.395319
115328632,115328538,-2.4501312,-2.33077,-9.389278
115377621,115377537,-2.5282557,-2.6662328,-9.643426
115426615,115426531,-2.2187347,-2.6436615,-9.5722
115475607,115475525,-2.2589464,-3.1256676,-9.69028
115529505,115529424,-1.7210144,-2.091911,-8.585351
115578500,115578417,-1.0082221,-2.368629,-10.17068
115627493,115627411,-0.91333723,-1.9139403,-9.095121
115681388,115681308,-1.0261968,-2.138498,-9.3090105
115730406,115730303,-1.8445959,-2.6284394,-9.431741
115779533,115779296,-2.2479699,-2.1165893,-9.5865135
115828380,115828299,-2.1613362,-2.4118288,-9.49019
115882277,115882195,-1.8262047,-2.1454656,-9.372594
115931272,115931191,-1.4491862,-2.0275218,-9.277066
115975860,115975778,-1.1317513,-1.61902,-9.117257
116029752,116029670,-1.2338624,-1.0757201,-9.2045765
116078747,116078664,-1.2649289,-0.89195746,-9.1826
116127742,116127660,-1.4110794,-0.6038804,-9.596057
116176792,116176653,-1.2901704,-0.6485495,-9.628109
116230639,116230545,-1.3159493,-0.6731316,-9.768587
116279623,116279541,-1.3654988,-0.9191353,-9.817073
