timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
114906703,3000.0,0.95907533,2507.9224,0.0,6846,180,41.9987,594,229,0,0,2,0.3855219,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115906803,3000.0,0.95907533,2560.5188,0.0,6914,180,41.95934,595,229,0,0,2,0.38487396,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116896835,3000.0,0.95907533,2595.0112,0.0,6972,180,41.984005,599,229,0,0,2,0.38230383,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117851702,3000.0,0.95907533,2251.3196,0.0,7037,180,41.80169,600,229,0,0,2,0.38166666,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118967703,3000.0,0.95907533,2556.763,0.0,7098,180,41.963284,603,229,0,0,2,0.37976784,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119988158,3000.0,0.95907533,2625.8706,0.0,7163,180,41.791046,605,229,0,0,2,0.37851238,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120912824,3000.0,0.95907533,2424.8733,0.0,7220,180,41.791004,607,229,0,0,2,0.37726524,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121977902,3000.0,0.95907533,2361.967,0.0,7287,180,67.999054,610,229,0,0,2,0.37540984,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122897727,3000.0,0.95907533,2587.4648,0.0,7341,180,41.78144,612,229,0,0,2,0.374183,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123917702,3000.0,0.95907533,2515.0437,0.0,7408,180,41.801277,613,229,0,0,2,0.3735726,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124918704,3000.0,0.95907533,2699.298,0.0,7465,180,41.958,614,229,0,0,2,0.37296417,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125904703,3000.0,0.95907533,2404.9424,0.0,7529,180,41.998993,618,229,0,0,2,0.37055016,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126875385,3000.0,0.95907533,2573.3262,0.0,7587,180,41.956406,619,229,0,0,2,0.36995155,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127996045,3000.0,0.95907533,2367.7837,0.0,7657,180,41.960724,622,229,0,0,2,0.3681672,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128956220,3000.0,0.95907533,2704.4775,0.0,7715,180,41.791046,623,229,0,0,2,0.36757624,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129926703,3000.0,0.95907533,2473.5264,0.0,7776,180,41.95804,625,229,0,0,2,0.3664,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130993000,3000.0,0.95907533,2604.975,0.0,7839,180,41.791046,628,229,0,0,2,0.36464968,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131897707,3000.0,0.95907533,2411.961,0.0,7887,180,67.91443,631,229,0,0,2,0.362916,0,0,1,1,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
