timestamp,lat_accel,lat_accel_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,airspeed_ref,bearing,heading_ref,min_ground_speed_ref,adapted_period,p_gain,time_const,can_run_factor,wind_est_valid
17380882,0.0,0.0,1.0,1.0,0.0,212.13,15.0,0.0,0.0,0.0,10.0,0.8885,7.071,0.0,0
223325107,0.29131025,0.0,1.0,1.0,34.697815,43.305553,6.5162253,2.7986612,2.5853157,5.0,10.0,0.87964594,7.0,1.0,1
223344491,0.26910323,0.0,1.0,1.0,34.57937,42.564434,6.535469,2.7920127,2.579977,5.0,10.0,0.87964594,7.0,1.0,1
223423589,0.35497415,0.0,1.0,1.0,34.110485,43.12129,6.6136518,2.7983222,2.588742,5.0,10.0,0.87964594,7.0,1.0,1
223521893,0.28377575,0.21379498,1.0,1.0,33.52674,41.97769,6.7107463,2.7897182,2.5840712,5.0,10.0,0.87964594,7.0,1.0,1
223620376,0.30775455,0.05257211,1.0,1.0,32.95576,40.65063,6.8092933,2.783739,2.5821323,5.0,10.0,0.87964594,7.0,1.0,1
223708956,0.30342355,0.0,1.0,1.0,32.464638,39.024517,6.896994,2.7720463,2.575004,5.0,10.0,0.87964594,7.0,1.0,1
223807543,0.39731514,0.0,1.0,1.0,31.918198,39.673843,6.9147596,2.7874808,2.5891645,5.0,10.0,0.87964594,7.0,1.0,1
223925700,0.37746793,0.05758059,1.0,1.0,31.265188,39.110657,6.914706,2.7931912,2.5942621,5.0,10.0,0.87964594,7.0,1.0,1
224024416,0.30437154,0.09466598,1.0,1.0,30.741228,37.0518,6.9147077,2.777623,2.579869,5.0,10.0,0.87964594,7.0,1.0,1
224122717,0.4963416,0.0,1.0,1.0,30.214779,38.751278,6.914847,2.8093123,2.6084185,5.0,10.0,0.87964594,7.0,1.0,1
224221483,0.49157318,0.049207177,1.0,1.0,29.678852,38.663853,6.914751,2.8196235,2.6167517,5.0,10.0,0.87964594,7.0,1.0,1
224319761,0.49644563,0.057704657,1.0,1.0,29.147875,38.025864,6.9148893,2.8216517,2.618488,5.0,10.0,0.87964594,7.0,1.0,1
